dataset,candidate,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask
current,logit55_edge10_sec600,hour,10,9,9,0,1.0,263.0,29.22222222222222,70.0
current,logit55_edge10_sec600,hour,11,10,6,4,0.6,-107.0,-10.7,68.5
current,logit55_edge10_sec600,hour,12,11,10,1,0.9090909090909091,196.0,17.818181818181817,69.0
current,logit55_edge10_sec600,hour,13,11,6,5,0.5454545454545454,-199.0,-18.09090909090909,68.0
current,logit55_edge10_sec600,hour,14,8,7,1,0.875,115.0,14.375,68.5
current,logit55_edge10_sec600,hour,15,7,5,2,0.7142857142857143,14.0,2.0,68.0
current,logit55_edge10_sec600,hour,16,6,5,1,0.8333333333333334,83.0,13.833333333333334,65.0
current,logit55_edge10_sec600,hour,17,9,7,2,0.7777777777777778,71.0,7.888888888888889,69.0
current,logit55_edge10_sec600,hour,18,11,8,3,0.7272727272727273,-4.0,-0.36363636363636365,74.0
current,logit55_edge10_sec600,hour,19,9,8,1,0.8888888888888888,167.0,18.555555555555557,68.0
current,logit55_edge10_sec600,hour,2,11,8,3,0.7272727272727273,49.0,4.454545454545454,67.0
