market,entry_dt,side,ask_cents,overlay,net_pnl_cents,entry_dt_anchor,entry_dt_reference,legacy_key,executable_match,selected_anchor,reference_after_selected,stale_anchor_after_future_reference,dataset,lock
KXBTC15M-26MAY010900-00,2026-05-01 12:47:11.200000+00:00,yes,72.0,refmargin_score_switch:score_min60_gap020,26.0,2026-05-01 12:47:11.200000+00:00,2026-05-01 12:47:11.200000+00:00,"('KXBTC15M-26MAY010900-00', '2026-05-01 12:47:11.200000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY010915-15,2026-05-01 13:01:12.346000+00:00,yes,72.0,refmargin_score_switch:score_min60_gap020,26.0,2026-05-01 13:01:12.346000+00:00,2026-05-01 13:01:12.346000+00:00,"('KXBTC15M-26MAY010915-15', '2026-05-01 13:01:12.346000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY010930-30,2026-05-01 13:19:13.694000+00:00,no,69.0,refmargin_score_switch:score_min60_gap020,29.0,2026-05-01 13:15:58.471000+00:00,2026-05-01 13:19:13.694000+00:00,"('KXBTC15M-26MAY010930-30', '2026-05-01 13:19:13.694000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY010945-45,2026-05-01 13:30:29.790000+00:00,no,64.0,refmargin_score_switch:book_margin,34.0,2026-05-01 13:30:29.790000+00:00,2026-05-01 13:33:00.015000+00:00,"('KXBTC15M-26MAY010945-45', '2026-05-01 13:30:29.790000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY011000-00,2026-05-01 13:47:00.991000+00:00,yes,65.0,refmargin_score_switch:score_min60_gap020,33.0,2026-05-01 13:46:30.977000+00:00,2026-05-01 13:47:00.991000+00:00,"('KXBTC15M-26MAY011000-00', '2026-05-01 13:47:00.991000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011015-15,2026-05-01 14:03:02.102000+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,-70.0,2026-05-01 14:02:47.065000+00:00,2026-05-01 14:03:02.102000+00:00,"('KXBTC15M-26MAY011015-15', '2026-05-01 14:03:02.102000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011030-30,2026-05-01 14:16:03.091000+00:00,no,74.0,refmargin_score_switch:book_margin,24.0,2026-05-01 14:16:03.091000+00:00,2026-05-01 14:16:03.091000+00:00,"('KXBTC15M-26MAY011030-30', '2026-05-01 14:16:03.091000+00:00', 'no')",True,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011045-45,2026-05-01 14:31:04.282000+00:00,no,70.0,refmargin_score_switch:book_margin,28.0,2026-05-01 14:31:04.282000+00:00,2026-05-01 14:31:04.282000+00:00,"('KXBTC15M-26MAY011045-45', '2026-05-01 14:31:04.282000+00:00', 'no')",True,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011100-00,2026-05-01 14:48:05.680000+00:00,yes,67.0,refmargin_score_switch:score_min60_gap020,31.0,2026-05-01 14:45:35.508000+00:00,2026-05-01 14:48:05.680000+00:00,"('KXBTC15M-26MAY011100-00', '2026-05-01 14:48:05.680000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011115-15,2026-05-01 15:02:06.941000+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,-70.0,2026-05-01 15:01:06.839000+00:00,2026-05-01 15:02:06.941000+00:00,"('KXBTC15M-26MAY011115-15', '2026-05-01 15:02:06.941000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011130-30,2026-05-01 15:16:08.293000+00:00,yes,65.0,refmargin_score_switch:score_min60_gap020,33.0,2026-05-01 15:15:53.253000+00:00,2026-05-01 15:16:08.293000+00:00,"('KXBTC15M-26MAY011130-30', '2026-05-01 15:16:08.293000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011145-45,2026-05-01 15:35:09.708000+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-01 15:30:39.367000+00:00,2026-05-01 15:35:09.708000+00:00,"('KXBTC15M-26MAY011145-45', '2026-05-01 15:35:09.708000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011200-00,2026-05-01 15:46:10.726000+00:00,no,61.0,refmargin_score_switch:book_margin,37.0,2026-05-01 15:46:10.726000+00:00,,"('KXBTC15M-26MAY011200-00', '2026-05-01 15:46:10.726000+00:00', 'no')",False,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011215-15,2026-05-01 16:01:27.097000+00:00,yes,81.0,refmargin_score_switch:score_min60_gap020,-83.0,2026-05-01 16:01:12.086000+00:00,2026-05-01 16:01:27.097000+00:00,"('KXBTC15M-26MAY011215-15', '2026-05-01 16:01:27.097000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011230-30,2026-05-01 16:17:28.482000+00:00,no,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-01 16:16:43.401000+00:00,2026-05-01 16:17:28.482000+00:00,"('KXBTC15M-26MAY011230-30', '2026-05-01 16:17:28.482000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011245-45,2026-05-01 16:32:14.671000+00:00,no,67.0,refmargin_score_switch:score_min60_gap020,31.0,2026-05-01 16:31:14.600000+00:00,2026-05-01 16:32:14.671000+00:00,"('KXBTC15M-26MAY011245-45', '2026-05-01 16:32:14.671000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011300-00,2026-05-01 16:47:01.137000+00:00,no,65.0,refmargin_score_switch:score_min60_gap020,33.0,2026-05-01 16:46:01.027000+00:00,2026-05-01 16:47:01.137000+00:00,"('KXBTC15M-26MAY011300-00', '2026-05-01 16:47:01.137000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011315-15,2026-05-01 17:01:02.359000+00:00,yes,62.0,refmargin_score_switch:score_min60_gap020,36.0,2026-05-01 17:01:02.359000+00:00,2026-05-01 17:01:02.359000+00:00,"('KXBTC15M-26MAY011315-15', '2026-05-01 17:01:02.359000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011330-30,2026-05-01 17:15:48.701000+00:00,yes,64.0,refmargin_score_switch:score_min60_gap020,-66.0,2026-05-01 17:15:48.701000+00:00,2026-05-01 17:15:48.701000+00:00,"('KXBTC15M-26MAY011330-30', '2026-05-01 17:15:48.701000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011345-45,2026-05-01 17:30:20.097000+00:00,yes,63.0,refmargin_score_switch:book_margin,35.0,2026-05-01 17:30:20.097000+00:00,2026-05-01 17:30:20.097000+00:00,"('KXBTC15M-26MAY011345-45', '2026-05-01 17:30:20.097000+00:00', 'yes')",True,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011400-00,2026-05-01 17:52:06.892000+00:00,yes,74.0,refmargin_score_switch:score_min60_gap020,24.0,2026-05-01 17:49:06.665000+00:00,2026-05-01 17:52:06.892000+00:00,"('KXBTC15M-26MAY011400-00', '2026-05-01 17:52:06.892000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011415-15,2026-05-01 18:01:22.831000+00:00,no,63.0,refmargin_score_switch:book_margin,35.0,2026-05-01 18:01:22.831000+00:00,2026-05-01 18:02:07.934000+00:00,"('KXBTC15M-26MAY011415-15', '2026-05-01 18:01:22.831000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY011430-30,2026-05-01 18:20:09.090000+00:00,yes,67.0,refmargin_score_switch:score_min60_gap020,31.0,2026-05-01 18:19:08.979000+00:00,2026-05-01 18:20:09.090000+00:00,"('KXBTC15M-26MAY011430-30', '2026-05-01 18:20:09.090000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011445-45,2026-05-01 18:32:09.950000+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-01 18:31:54.937000+00:00,2026-05-01 18:32:09.950000+00:00,"('KXBTC15M-26MAY011445-45', '2026-05-01 18:32:09.950000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011500-00,2026-05-01 18:49:26.438000+00:00,yes,62.0,refmargin_score_switch:book_margin,-64.0,2026-05-01 18:49:26.438000+00:00,2026-05-01 18:50:11.475000+00:00,"('KXBTC15M-26MAY011500-00', '2026-05-01 18:49:26.438000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY011515-15,2026-05-01 19:03:12.559000+00:00,yes,68.0,refmargin_score_switch:book_margin,30.0,2026-05-01 19:03:12.559000+00:00,2026-05-01 19:03:12.559000+00:00,"('KXBTC15M-26MAY011515-15', '2026-05-01 19:03:12.559000+00:00', 'yes')",True,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011530-30,2026-05-01 19:15:43.726000+00:00,no,61.0,refmargin_score_switch:book_margin,37.0,2026-05-01 19:15:43.726000+00:00,2026-05-01 19:17:13.785000+00:00,"('KXBTC15M-26MAY011530-30', '2026-05-01 19:15:43.726000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY011545-45,2026-05-01 19:31:00.016000+00:00,no,64.0,refmargin_score_switch:book_margin,34.0,2026-05-01 19:31:00.016000+00:00,2026-05-01 19:32:00.090000+00:00,"('KXBTC15M-26MAY011545-45', '2026-05-01 19:31:00.016000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY011600-00,2026-05-01 19:45:46.243000+00:00,yes,62.0,refmargin_score_switch:score_min60_gap020,36.0,2026-05-01 19:45:16.208000+00:00,2026-05-01 19:45:46.243000+00:00,"('KXBTC15M-26MAY011600-00', '2026-05-01 19:45:46.243000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011615-15,2026-05-01 20:00:47.851000+00:00,no,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-01 20:00:47.851000+00:00,2026-05-01 20:00:47.851000+00:00,"('KXBTC15M-26MAY011615-15', '2026-05-01 20:00:47.851000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011630-30,2026-05-01 20:16:04.145000+00:00,no,65.0,refmargin_score_switch:score_min60_gap020,33.0,2026-05-01 20:16:04.145000+00:00,2026-05-01 20:16:04.145000+00:00,"('KXBTC15M-26MAY011630-30', '2026-05-01 20:16:04.145000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011645-45,2026-05-01 20:35:05.662000+00:00,no,76.0,refmargin_score_switch:score_min60_gap020,22.0,2026-05-01 20:30:50.380000+00:00,2026-05-01 20:35:05.662000+00:00,"('KXBTC15M-26MAY011645-45', '2026-05-01 20:35:05.662000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011700-00,2026-05-01 20:48:21.929000+00:00,yes,67.0,refmargin_score_switch:score_min60_gap020,-69.0,2026-05-01 20:47:21.794000+00:00,2026-05-01 20:48:21.929000+00:00,"('KXBTC15M-26MAY011700-00', '2026-05-01 20:48:21.929000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011715-15,2026-05-01 21:03:08.152000+00:00,yes,78.0,refmargin_score_switch:score_min60_gap020,20.0,2026-05-01 21:02:23.132000+00:00,2026-05-01 21:03:08.152000+00:00,"('KXBTC15M-26MAY011715-15', '2026-05-01 21:03:08.152000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011730-30,2026-05-01 21:18:24.566000+00:00,yes,76.0,refmargin_score_switch:score_min60_gap020,22.0,2026-05-01 21:18:09.551000+00:00,2026-05-01 21:18:24.566000+00:00,"('KXBTC15M-26MAY011730-30', '2026-05-01 21:18:24.566000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011745-45,2026-05-01 21:31:10.674000+00:00,yes,72.0,refmargin_score_switch:score_min60_gap020,26.0,2026-05-01 21:30:40.615000+00:00,2026-05-01 21:31:10.674000+00:00,"('KXBTC15M-26MAY011745-45', '2026-05-01 21:31:10.674000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011800-00,2026-05-01 21:46:26.824000+00:00,yes,66.0,refmargin_score_switch:score_min60_gap020,32.0,2026-05-01 21:45:41.746000+00:00,2026-05-01 21:46:26.824000+00:00,"('KXBTC15M-26MAY011800-00', '2026-05-01 21:46:26.824000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011815-15,2026-05-01 22:00:42.839000+00:00,yes,62.0,refmargin_score_switch:book_margin,36.0,2026-05-01 22:00:42.839000+00:00,2026-05-01 22:01:12.854000+00:00,"('KXBTC15M-26MAY011815-15', '2026-05-01 22:00:42.839000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY011830-30,2026-05-01 22:17:59.345000+00:00,yes,61.0,refmargin_score_switch:score_min60_gap020,37.0,2026-05-01 22:17:59.345000+00:00,2026-05-01 22:17:59.345000+00:00,"('KXBTC15M-26MAY011830-30', '2026-05-01 22:17:59.345000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011845-45,2026-05-01 22:31:15.462000+00:00,yes,61.0,refmargin_score_switch:score_min60_gap020,-63.0,2026-05-01 22:31:15.462000+00:00,2026-05-01 22:31:15.462000+00:00,"('KXBTC15M-26MAY011845-45', '2026-05-01 22:31:15.462000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011900-00,2026-05-01 22:47:01.695000+00:00,no,62.0,refmargin_score_switch:score_min60_gap020,36.0,2026-05-01 22:46:16.638000+00:00,2026-05-01 22:47:01.695000+00:00,"('KXBTC15M-26MAY011900-00', '2026-05-01 22:47:01.695000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY011915-15,2026-05-01 23:01:32.851000+00:00,no,62.0,refmargin_score_switch:book_margin,36.0,2026-05-01 23:01:32.851000+00:00,2026-05-01 23:02:02.919000+00:00,"('KXBTC15M-26MAY011915-15', '2026-05-01 23:01:32.851000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY011930-30,2026-05-01 23:18:19.359000+00:00,no,82.0,refmargin_score_switch:book_margin,16.0,2026-05-01 23:18:19.359000+00:00,2026-05-01 23:19:04.451000+00:00,"('KXBTC15M-26MAY011930-30', '2026-05-01 23:18:19.359000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY011945-45,2026-05-01 23:37:06.054000+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-01 23:36:36.021000+00:00,2026-05-01 23:37:06.054000+00:00,"('KXBTC15M-26MAY011945-45', '2026-05-01 23:37:06.054000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012000-00,2026-05-01 23:48:25.143000+00:00,yes,61.0,refmargin_score_switch:score_min60_gap020,37.0,2026-05-01 23:46:39.971000+00:00,2026-05-01 23:48:25.143000+00:00,"('KXBTC15M-26MAY012000-00', '2026-05-01 23:48:25.143000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012015-15,2026-05-02 00:01:11.284000+00:00,yes,64.0,refmargin_score_switch:book_margin,-66.0,2026-05-02 00:01:11.284000+00:00,2026-05-02 00:02:11.352000+00:00,"('KXBTC15M-26MAY012015-15', '2026-05-02 00:01:11.284000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY012030-30,2026-05-02 00:17:12.680000+00:00,no,69.0,refmargin_score_switch:score_min60_gap020,-71.0,2026-05-02 00:16:57.661000+00:00,2026-05-02 00:17:12.680000+00:00,"('KXBTC15M-26MAY012030-30', '2026-05-02 00:17:12.680000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012045-45,2026-05-02 00:31:14.055000+00:00,yes,61.0,refmargin_score_switch:score_min60_gap020,37.0,2026-05-02 00:31:14.055000+00:00,2026-05-02 00:31:14.055000+00:00,"('KXBTC15M-26MAY012045-45', '2026-05-02 00:31:14.055000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012100-00,2026-05-02 00:46:00.395000+00:00,yes,65.0,refmargin_score_switch:score_min60_gap020,33.0,2026-05-02 00:45:30.373000+00:00,2026-05-02 00:46:00.395000+00:00,"('KXBTC15M-26MAY012100-00', '2026-05-02 00:46:00.395000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012115-15,2026-05-02 01:08:02.204000+00:00,yes,72.0,refmargin_score_switch:score_min60_gap020,26.0,2026-05-02 01:03:31.868000+00:00,2026-05-02 01:08:02.204000+00:00,"('KXBTC15M-26MAY012115-15', '2026-05-02 01:08:02.204000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012130-30,2026-05-02 01:17:03.084000+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-02 01:17:03.084000+00:00,2026-05-02 01:17:03.084000+00:00,"('KXBTC15M-26MAY012130-30', '2026-05-02 01:17:03.084000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012145-45,2026-05-02 01:31:04.410000+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,-65.0,2026-05-02 01:30:49.411000+00:00,2026-05-02 01:31:04.410000+00:00,"('KXBTC15M-26MAY012145-45', '2026-05-02 01:31:04.410000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012200-00,2026-05-02 01:53:06.600000+00:00,no,66.0,refmargin_score_switch:score_min60_gap020,32.0,2026-05-02 01:53:06.600000+00:00,2026-05-02 01:53:06.600000+00:00,"('KXBTC15M-26MAY012200-00', '2026-05-02 01:53:06.600000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012215-15,2026-05-02 02:00:22.208000+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,-65.0,2026-05-02 02:00:22.208000+00:00,2026-05-02 02:00:22.208000+00:00,"('KXBTC15M-26MAY012215-15', '2026-05-02 02:00:22.208000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012230-30,2026-05-02 02:20:08.862000+00:00,yes,68.0,refmargin_score_switch:score_min60_gap020,-70.0,2026-05-02 02:17:53.718000+00:00,2026-05-02 02:20:08.862000+00:00,"('KXBTC15M-26MAY012230-30', '2026-05-02 02:20:08.862000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012245-45,2026-05-02 02:33:10.048000+00:00,yes,67.0,refmargin_score_switch:score_min60_gap020,31.0,2026-05-02 02:33:10.048000+00:00,2026-05-02 02:33:10.048000+00:00,"('KXBTC15M-26MAY012245-45', '2026-05-02 02:33:10.048000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012300-00,2026-05-02 02:46:11.323000+00:00,yes,61.0,refmargin_score_switch:score_min60_gap020,-63.0,2026-05-02 02:46:11.323000+00:00,2026-05-02 02:46:11.323000+00:00,"('KXBTC15M-26MAY012300-00', '2026-05-02 02:46:11.323000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012315-15,2026-05-02 03:07:13.062000+00:00,no,72.0,refmargin_score_switch:score_min60_gap020,26.0,2026-05-02 03:06:12.956000+00:00,2026-05-02 03:07:13.062000+00:00,"('KXBTC15M-26MAY012315-15', '2026-05-02 03:07:13.062000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012330-30,2026-05-02 03:16:14.032000+00:00,no,63.0,refmargin_score_switch:score_min60_gap020,-65.0,2026-05-02 03:15:59.038000+00:00,2026-05-02 03:16:14.032000+00:00,"('KXBTC15M-26MAY012330-30', '2026-05-02 03:16:14.032000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY012345-45,2026-05-02 03:30:45.481000+00:00,no,62.0,refmargin_score_switch:book_margin,-64.0,2026-05-02 03:30:45.481000+00:00,2026-05-02 03:35:00.769000+00:00,"('KXBTC15M-26MAY012345-45', '2026-05-02 03:30:45.481000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY020000-00,2026-05-02 03:47:01.819000+00:00,no,63.0,refmargin_score_switch:score_min60_gap020,-65.0,2026-05-02 03:46:01.655000+00:00,2026-05-02 03:47:01.819000+00:00,"('KXBTC15M-26MAY020000-00', '2026-05-02 03:47:01.819000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY020015-15,2026-05-02 04:04:03.553000+00:00,no,69.0,refmargin_score_switch:score_min60_gap020,29.0,2026-05-02 04:02:03.394000+00:00,2026-05-02 04:04:03.553000+00:00,"('KXBTC15M-26MAY020015-15', '2026-05-02 04:04:03.553000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY020030-30,2026-05-02 04:24:05.576000+00:00,no,75.0,refmargin_score_switch:score_min60_gap020,23.0,2026-05-02 04:18:50.050000+00:00,2026-05-02 04:24:05.576000+00:00,"('KXBTC15M-26MAY020030-30', '2026-05-02 04:24:05.576000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY020045-45,2026-05-02 04:34:51.367000+00:00,no,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-02 04:33:21.259000+00:00,2026-05-02 04:34:51.367000+00:00,"('KXBTC15M-26MAY020045-45', '2026-05-02 04:34:51.367000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY020100-00,2026-05-02 04:47:07.429000+00:00,no,72.0,refmargin_score_switch:book_margin,26.0,2026-05-02 04:47:07.429000+00:00,2026-05-02 04:47:07.429000+00:00,"('KXBTC15M-26MAY020100-00', '2026-05-02 04:47:07.429000+00:00', 'no')",True,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY020115-15,2026-05-02 05:02:08.743000+00:00,no,64.0,refmargin_score_switch:score_min60_gap020,34.0,2026-05-02 05:01:38.660000+00:00,2026-05-02 05:02:08.743000+00:00,"('KXBTC15M-26MAY020115-15', '2026-05-02 05:02:08.743000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY020130-30,2026-05-02 05:18:10.496000+00:00,yes,69.0,refmargin_score_switch:score_min60_gap020,-71.0,2026-05-02 05:16:55.296000+00:00,2026-05-02 05:18:10.496000+00:00,"('KXBTC15M-26MAY020130-30', '2026-05-02 05:18:10.496000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
