market,entry_dt,side,ask_cents,overlay,net_pnl_cents,entry_dt_anchor,entry_dt_reference,legacy_key,executable_match,selected_anchor,reference_after_selected,stale_anchor_after_future_reference,dataset,lock
KXBTC15M-26MAY030815-15,2026-05-03 12:01:07.506000+00:00,yes,62.0,refmargin_score_switch:book_margin,36.0,2026-05-03 12:01:07.506000+00:00,2026-05-03 12:03:07.699000+00:00,"('KXBTC15M-26MAY030815-15', '2026-05-03 12:01:07.506000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY030830-30,2026-05-03 12:16:08.927000+00:00,no,69.0,refmargin_score_switch:score_min60_gap020,29.0,2026-05-03 12:15:38.927000+00:00,2026-05-03 12:16:08.927000+00:00,"('KXBTC15M-26MAY030830-30', '2026-05-03 12:16:08.927000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY030845-45,2026-05-03 12:31:10.448000+00:00,no,65.0,refmargin_score_switch:score_min60_gap020,33.0,2026-05-03 12:31:10.448000+00:00,2026-05-03 12:31:10.448000+00:00,"('KXBTC15M-26MAY030845-45', '2026-05-03 12:31:10.448000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY030900-00,2026-05-03 12:45:26.959000+00:00,yes,68.0,refmargin_score_switch:score_min60_gap020,-70.0,2026-05-03 12:45:26.959000+00:00,2026-05-03 12:45:26.959000+00:00,"('KXBTC15M-26MAY030900-00', '2026-05-03 12:45:26.959000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY030915-15,2026-05-03 13:01:13.244000+00:00,no,63.0,refmargin_score_switch:score_min60_gap020,-65.0,2026-05-03 13:01:13.244000+00:00,2026-05-03 13:01:13.244000+00:00,"('KXBTC15M-26MAY030915-15', '2026-05-03 13:01:13.244000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY030930-30,2026-05-03 13:17:14.806000+00:00,no,61.0,refmargin_score_switch:score_min60_gap020,37.0,2026-05-03 13:16:44.806000+00:00,2026-05-03 13:17:14.806000+00:00,"('KXBTC15M-26MAY030930-30', '2026-05-03 13:17:14.806000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY030945-45,2026-05-03 13:30:45.941000+00:00,yes,61.0,refmargin_score_switch:score_min60_gap020,-63.0,2026-05-03 13:30:45.941000+00:00,2026-05-03 13:30:45.941000+00:00,"('KXBTC15M-26MAY030945-45', '2026-05-03 13:30:45.941000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031000-00,2026-05-03 13:46:17.224000+00:00,yes,64.0,refmargin_score_switch:book_margin,34.0,2026-05-03 13:46:17.224000+00:00,2026-05-03 13:47:02.289000+00:00,"('KXBTC15M-26MAY031000-00', '2026-05-03 13:46:17.224000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY031015-15,2026-05-03 14:02:03.795000+00:00,yes,64.0,refmargin_score_switch:score_min60_gap020,34.0,2026-05-03 14:02:03.795000+00:00,2026-05-03 14:02:03.795000+00:00,"('KXBTC15M-26MAY031015-15', '2026-05-03 14:02:03.795000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031030-30,2026-05-03 14:18:05.062000+00:00,no,62.0,refmargin_score_switch:book_margin,36.0,2026-05-03 14:18:05.062000+00:00,2026-05-03 14:19:05.141000+00:00,"('KXBTC15M-26MAY031030-30', '2026-05-03 14:18:05.062000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY031100-00,2026-05-03 14:47:07.989000+00:00,no,64.0,refmargin_score_switch:score_min60_gap020,-66.0,2026-05-03 14:47:07.989000+00:00,2026-05-03 14:47:07.989000+00:00,"('KXBTC15M-26MAY031100-00', '2026-05-03 14:47:07.989000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031115-15,2026-05-03 15:02:24.309000+00:00,yes,64.0,refmargin_score_switch:book_margin,-66.0,2026-05-03 15:02:24.309000+00:00,2026-05-03 15:05:09.567000+00:00,"('KXBTC15M-26MAY031115-15', '2026-05-03 15:02:24.309000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY031130-30,2026-05-03 15:16:10.843000+00:00,yes,69.0,refmargin_score_switch:book_margin,29.0,2026-05-03 15:16:10.843000+00:00,2026-05-03 15:16:10.843000+00:00,"('KXBTC15M-26MAY031130-30', '2026-05-03 15:16:10.843000+00:00', 'yes')",True,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031145-45,2026-05-03 15:32:27.375000+00:00,no,62.0,refmargin_score_switch:score_min60_gap020,36.0,2026-05-03 15:32:27.375000+00:00,2026-05-03 15:32:27.375000+00:00,"('KXBTC15M-26MAY031145-45', '2026-05-03 15:32:27.375000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031200-00,2026-05-03 15:50:14.128000+00:00,no,80.0,refmargin_score_switch:book_margin,18.0,2026-05-03 15:50:14.128000+00:00,2026-05-03 15:50:14.128000+00:00,"('KXBTC15M-26MAY031200-00', '2026-05-03 15:50:14.128000+00:00', 'no')",True,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031215-15,2026-05-03 16:04:00.633000+00:00,yes,69.0,refmargin_score_switch:score_min60_gap020,-71.0,2026-05-03 16:04:00.633000+00:00,2026-05-03 16:04:00.633000+00:00,"('KXBTC15M-26MAY031215-15', '2026-05-03 16:04:00.633000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031230-30,2026-05-03 16:18:02.215000+00:00,yes,75.0,refmargin_score_switch:score_min60_gap020,23.0,2026-05-03 16:18:02.215000+00:00,2026-05-03 16:18:02.215000+00:00,"('KXBTC15M-26MAY031230-30', '2026-05-03 16:18:02.215000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031245-45,2026-05-03 16:32:03.615000+00:00,yes,69.0,refmargin_score_switch:score_min60_gap020,29.0,2026-05-03 16:31:18.554000+00:00,2026-05-03 16:32:03.615000+00:00,"('KXBTC15M-26MAY031245-45', '2026-05-03 16:32:03.615000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031300-00,2026-05-03 16:48:05.106000+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,-65.0,2026-05-03 16:48:05.106000+00:00,2026-05-03 16:48:05.106000+00:00,"('KXBTC15M-26MAY031300-00', '2026-05-03 16:48:05.106000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031315-15,2026-05-03 17:00:21.050000+00:00,no,64.0,refmargin_score_switch:book_margin,-66.0,2026-05-03 17:00:21.050000+00:00,2026-05-03 17:01:06.151000+00:00,"('KXBTC15M-26MAY031315-15', '2026-05-03 17:00:21.050000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY031330-30,2026-05-03 17:19:08.259000+00:00,yes,69.0,refmargin_score_switch:score_min60_gap020,29.0,2026-05-03 17:17:52.981000+00:00,2026-05-03 17:19:08.259000+00:00,"('KXBTC15M-26MAY031330-30', '2026-05-03 17:19:08.259000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031345-45,2026-05-03 17:33:09.237000+00:00,yes,77.0,refmargin_score_switch:score_min60_gap020,21.0,2026-05-03 17:32:54.237000+00:00,2026-05-03 17:33:09.237000+00:00,"('KXBTC15M-26MAY031345-45', '2026-05-03 17:33:09.237000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031400-00,2026-05-03 17:46:10.270000+00:00,no,77.0,refmargin_score_switch:score_min60_gap020,21.0,2026-05-03 17:46:10.270000+00:00,2026-05-03 17:46:10.270000+00:00,"('KXBTC15M-26MAY031400-00', '2026-05-03 17:46:10.270000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031415-15,2026-05-03 18:02:56.711000+00:00,no,73.0,refmargin_score_switch:score_min60_gap020,25.0,2026-05-03 18:02:11.643000+00:00,2026-05-03 18:02:56.711000+00:00,"('KXBTC15M-26MAY031415-15', '2026-05-03 18:02:56.711000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031430-30,2026-05-03 18:15:27.907000+00:00,no,61.0,refmargin_score_switch:book_margin,-63.0,2026-05-03 18:15:27.907000+00:00,2026-05-03 18:16:13.019000+00:00,"('KXBTC15M-26MAY031430-30', '2026-05-03 18:15:27.907000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY031445-45,2026-05-03 18:32:14.380000+00:00,no,70.0,refmargin_score_switch:score_min60_gap020,28.0,2026-05-03 18:31:14.276000+00:00,2026-05-03 18:32:14.380000+00:00,"('KXBTC15M-26MAY031445-45', '2026-05-03 18:32:14.380000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031500-00,2026-05-03 18:48:46.073000+00:00,yes,72.0,refmargin_score_switch:book_margin,26.0,2026-05-03 18:48:46.073000+00:00,2026-05-03 18:49:01.076000+00:00,"('KXBTC15M-26MAY031500-00', '2026-05-03 18:48:46.073000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY031515-15,2026-05-03 19:03:02.224000+00:00,no,71.0,refmargin_score_switch:score_min60_gap020,27.0,2026-05-03 19:00:46.915000+00:00,2026-05-03 19:03:02.224000+00:00,"('KXBTC15M-26MAY031515-15', '2026-05-03 19:03:02.224000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031530-30,2026-05-03 19:23:04.458000+00:00,no,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-03 19:15:48.675000+00:00,2026-05-03 19:23:04.458000+00:00,"('KXBTC15M-26MAY031530-30', '2026-05-03 19:23:04.458000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031545-45,2026-05-03 19:31:05.034000+00:00,yes,62.0,refmargin_score_switch:score_min60_gap020,36.0,2026-05-03 19:31:05.034000+00:00,2026-05-03 19:31:05.034000+00:00,"('KXBTC15M-26MAY031545-45', '2026-05-03 19:31:05.034000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031600-00,2026-05-03 19:47:06.618000+00:00,no,81.0,refmargin_score_switch:score_min60_gap020,17.0,2026-05-03 19:47:06.618000+00:00,2026-05-03 19:47:06.618000+00:00,"('KXBTC15M-26MAY031600-00', '2026-05-03 19:47:06.618000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031615-15,2026-05-03 20:00:52.889000+00:00,no,61.0,refmargin_score_switch:score_min60_gap020,37.0,2026-05-03 20:00:52.889000+00:00,2026-05-03 20:00:52.889000+00:00,"('KXBTC15M-26MAY031615-15', '2026-05-03 20:00:52.889000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031630-30,2026-05-03 20:18:03.002000+00:00,yes,67.0,refmargin_score_switch:score_min60_gap020,31.0,2026-05-03 20:17:47.977000+00:00,2026-05-03 20:18:03.002000+00:00,"('KXBTC15M-26MAY031630-30', '2026-05-03 20:18:03.002000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031645-45,2026-05-03 20:31:34.362000+00:00,yes,74.0,refmargin_score_switch:score_min60_gap020,24.0,2026-05-03 20:31:19.324000+00:00,2026-05-03 20:31:34.362000+00:00,"('KXBTC15M-26MAY031645-45', '2026-05-03 20:31:34.362000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031700-00,2026-05-03 20:47:05.779000+00:00,no,71.0,refmargin_score_switch:score_min60_gap020,27.0,2026-05-03 20:46:20.742000+00:00,2026-05-03 20:47:05.779000+00:00,"('KXBTC15M-26MAY031700-00', '2026-05-03 20:47:05.779000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031715-15,2026-05-03 21:03:07.206000+00:00,no,76.0,refmargin_score_switch:score_min60_gap020,-78.0,2026-05-03 21:01:22.029000+00:00,2026-05-03 21:03:07.206000+00:00,"('KXBTC15M-26MAY031715-15', '2026-05-03 21:03:07.206000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031730-30,2026-05-03 21:18:08.406000+00:00,no,73.0,refmargin_score_switch:score_min60_gap020,25.0,2026-05-03 21:17:08.393000+00:00,2026-05-03 21:18:08.406000+00:00,"('KXBTC15M-26MAY031730-30', '2026-05-03 21:18:08.406000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031745-45,2026-05-03 21:36:10.293000+00:00,no,61.0,refmargin_score_switch:score_min60_gap020,37.0,2026-05-03 21:35:40.234000+00:00,2026-05-03 21:36:10.293000+00:00,"('KXBTC15M-26MAY031745-45', '2026-05-03 21:36:10.293000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031800-00,2026-05-03 21:46:11.137000+00:00,yes,71.0,refmargin_score_switch:score_min60_gap020,27.0,2026-05-03 21:45:41.125000+00:00,2026-05-03 21:46:11.137000+00:00,"('KXBTC15M-26MAY031800-00', '2026-05-03 21:46:11.137000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031815-15,2026-05-03 22:01:12.227000+00:00,yes,89.0,refmargin_score_switch:book_margin,10.0,2026-05-03 22:01:12.227000+00:00,2026-05-03 22:01:12.227000+00:00,"('KXBTC15M-26MAY031815-15', '2026-05-03 22:01:12.227000+00:00', 'yes')",True,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031830-30,2026-05-03 22:16:13.726000+00:00,yes,68.0,refmargin_score_switch:score_min60_gap020,-70.0,2026-05-03 22:16:13.726000+00:00,2026-05-03 22:16:13.726000+00:00,"('KXBTC15M-26MAY031830-30', '2026-05-03 22:16:13.726000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031845-45,2026-05-03 22:34:15.030000+00:00,yes,81.0,refmargin_score_switch:score_min60_gap020,17.0,2026-05-03 22:30:29.667000+00:00,2026-05-03 22:34:15.030000+00:00,"('KXBTC15M-26MAY031845-45', '2026-05-03 22:34:15.030000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031900-00,2026-05-03 22:47:01.114000+00:00,yes,67.0,refmargin_score_switch:score_min60_gap020,-69.0,2026-05-03 22:46:31.093000+00:00,2026-05-03 22:47:01.114000+00:00,"('KXBTC15M-26MAY031900-00', '2026-05-03 22:47:01.114000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031915-15,2026-05-03 23:01:02.425000+00:00,no,64.0,refmargin_score_switch:score_min60_gap020,34.0,2026-05-03 23:01:02.425000+00:00,2026-05-03 23:01:02.425000+00:00,"('KXBTC15M-26MAY031915-15', '2026-05-03 23:01:02.425000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031930-30,2026-05-03 23:16:03.781000+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-03 23:16:03.781000+00:00,2026-05-03 23:16:03.781000+00:00,"('KXBTC15M-26MAY031930-30', '2026-05-03 23:16:03.781000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY031945-45,2026-05-03 23:31:35.210000+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,-65.0,2026-05-03 23:30:35.143000+00:00,2026-05-03 23:31:35.210000+00:00,"('KXBTC15M-26MAY031945-45', '2026-05-03 23:31:35.210000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032000-00,2026-05-03 23:46:06.411000+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-03 23:45:36.396000+00:00,2026-05-03 23:46:06.411000+00:00,"('KXBTC15M-26MAY032000-00', '2026-05-03 23:46:06.411000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032015-15,2026-05-04 00:01:07.904000+00:00,no,69.0,refmargin_score_switch:book_margin,29.0,2026-05-04 00:01:07.904000+00:00,2026-05-04 00:01:07.904000+00:00,"('KXBTC15M-26MAY032015-15', '2026-05-04 00:01:07.904000+00:00', 'no')",True,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032030-30,2026-05-04 00:17:09.296000+00:00,no,65.0,refmargin_score_switch:book_margin,33.0,2026-05-04 00:17:09.296000+00:00,2026-05-04 00:18:09.406000+00:00,"('KXBTC15M-26MAY032030-30', '2026-05-04 00:17:09.296000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY032045-45,2026-05-04 00:38:11.191000+00:00,no,78.0,refmargin_score_switch:score_min60_gap020,20.0,2026-05-04 00:30:40.452000+00:00,2026-05-04 00:38:11.191000+00:00,"('KXBTC15M-26MAY032045-45', '2026-05-04 00:38:11.191000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032100-00,2026-05-04 00:45:42.029000+00:00,yes,70.0,refmargin_score_switch:book_margin,28.0,2026-05-04 00:45:42.029000+00:00,2026-05-04 00:46:12.052000+00:00,"('KXBTC15M-26MAY032100-00', '2026-05-04 00:45:42.029000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY032115-15,2026-05-04 01:01:13.732000+00:00,no,69.0,refmargin_score_switch:score_min60_gap020,29.0,2026-05-04 01:01:13.732000+00:00,2026-05-04 01:01:13.732000+00:00,"('KXBTC15M-26MAY032115-15', '2026-05-04 01:01:13.732000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032130-30,2026-05-04 01:16:00.076000+00:00,yes,62.0,refmargin_score_switch:book_margin,36.0,2026-05-04 01:16:00.076000+00:00,2026-05-04 01:18:00.227000+00:00,"('KXBTC15M-26MAY032130-30', '2026-05-04 01:16:00.076000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY032145-45,2026-05-04 01:30:46.396000+00:00,yes,84.0,refmargin_score_switch:book_margin,15.0,2026-05-04 01:30:46.396000+00:00,2026-05-04 01:31:01.390000+00:00,"('KXBTC15M-26MAY032145-45', '2026-05-04 01:30:46.396000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY032200-00,2026-05-04 01:48:02.822000+00:00,yes,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-04 01:46:47.686000+00:00,2026-05-04 01:48:02.822000+00:00,"('KXBTC15M-26MAY032200-00', '2026-05-04 01:48:02.822000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032215-15,2026-05-04 02:07:04.763000+00:00,yes,79.0,refmargin_score_switch:score_min60_gap020,19.0,2026-05-04 02:00:34.132000+00:00,2026-05-04 02:07:04.763000+00:00,"('KXBTC15M-26MAY032215-15', '2026-05-04 02:07:04.763000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032230-30,2026-05-04 02:17:05.641000+00:00,no,79.0,refmargin_score_switch:score_min60_gap020,19.0,2026-05-04 02:17:05.641000+00:00,2026-05-04 02:17:05.641000+00:00,"('KXBTC15M-26MAY032230-30', '2026-05-04 02:17:05.641000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032245-45,2026-05-04 02:31:06.969000+00:00,yes,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-04 02:30:36.949000+00:00,2026-05-04 02:31:06.969000+00:00,"('KXBTC15M-26MAY032245-45', '2026-05-04 02:31:06.969000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032300-00,2026-05-04 02:47:08.343000+00:00,no,72.0,refmargin_score_switch:score_min60_gap020,-74.0,2026-05-04 02:46:23.320000+00:00,2026-05-04 02:47:08.343000+00:00,"('KXBTC15M-26MAY032300-00', '2026-05-04 02:47:08.343000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032315-15,2026-05-04 03:00:39.715000+00:00,no,62.0,refmargin_score_switch:book_margin,-64.0,2026-05-04 03:00:39.715000+00:00,2026-05-04 03:02:09.919000+00:00,"('KXBTC15M-26MAY032315-15', '2026-05-04 03:00:39.715000+00:00', 'no')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY032330-30,2026-05-04 03:19:11.329000+00:00,no,69.0,refmargin_score_switch:score_min60_gap020,29.0,2026-05-04 03:16:10.999000+00:00,2026-05-04 03:19:11.329000+00:00,"('KXBTC15M-26MAY032330-30', '2026-05-04 03:19:11.329000+00:00', 'no')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY032345-45,2026-05-04 03:34:12.627000+00:00,yes,62.0,refmargin_score_switch:score_min60_gap020,-64.0,2026-05-04 03:34:12.627000+00:00,2026-05-04 03:34:12.627000+00:00,"('KXBTC15M-26MAY032345-45', '2026-05-04 03:34:12.627000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY040000-00,2026-05-04 03:47:13.963000+00:00,yes,80.0,refmargin_score_switch:book_margin,18.0,2026-05-04 03:47:13.963000+00:00,2026-05-04 03:47:13.963000+00:00,"('KXBTC15M-26MAY040000-00', '2026-05-04 03:47:13.963000+00:00', 'yes')",True,True,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY040015-15,2026-05-04 04:01:00.169000+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-04 04:01:00.169000+00:00,2026-05-04 04:01:00.169000+00:00,"('KXBTC15M-26MAY040015-15', '2026-05-04 04:01:00.169000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26MAY040030-30,2026-05-04 04:15:46.393000+00:00,yes,66.0,refmargin_score_switch:book_margin,-68.0,2026-05-04 04:15:46.393000+00:00,2026-05-04 04:16:01.419000+00:00,"('KXBTC15M-26MAY040030-30', '2026-05-04 04:15:46.393000+00:00', 'yes')",False,True,True,True,current,book_refmargin_score_switch
KXBTC15M-26MAY040045-45,2026-05-04 04:35:03.054000+00:00,yes,69.0,refmargin_score_switch:score_min60_gap020,-71.0,2026-05-04 04:31:32.681000+00:00,2026-05-04 04:35:03.054000+00:00,"('KXBTC15M-26MAY040045-45', '2026-05-04 04:35:03.054000+00:00', 'yes')",True,False,False,False,current,book_refmargin_score_switch
KXBTC15M-26APR300045-45,2026-04-30 04:34:41.053024+00:00,no,92.0,session_switch:frontier_v2,7.0,2026-04-30 04:34:41.053024+00:00,2026-04-30 04:34:41.053024+00:00,"('KXBTC15M-26APR300045-45', '2026-04-30 04:34:41.053024+00:00', 'no')",True,False,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300100-00,2026-04-30 04:45:28.785272+00:00,no,43.0,session_switch:frontier_v2,-45.0,2026-04-30 04:46:00.785149+00:00,2026-04-30 04:45:28.785272+00:00,"('KXBTC15M-26APR300100-00', '2026-04-30 04:45:28.785272+00:00', 'no')",True,False,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300115-15,2026-04-30 05:02:00.541939+00:00,yes,70.0,session_switch:book_margin,28.0,2026-04-30 05:02:00.541939+00:00,2026-04-30 05:01:00.525468+00:00,"('KXBTC15M-26APR300115-15', '2026-04-30 05:02:00.541939+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300130-30,2026-04-30 05:16:00.106287+00:00,no,65.0,session_switch:book_margin,33.0,2026-04-30 05:16:00.106287+00:00,2026-04-30 05:16:00.106287+00:00,"('KXBTC15M-26APR300130-30', '2026-04-30 05:16:00.106287+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300145-45,2026-04-30 05:31:00.501471+00:00,yes,77.0,session_switch:book_margin,21.0,2026-04-30 05:31:00.501471+00:00,2026-04-30 05:31:00.501471+00:00,"('KXBTC15M-26APR300145-45', '2026-04-30 05:31:00.501471+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300200-00,2026-04-30 05:47:00.177438+00:00,no,63.0,session_switch:book_margin,35.0,2026-04-30 05:47:00.177438+00:00,2026-04-30 05:46:00.177306+00:00,"('KXBTC15M-26APR300200-00', '2026-04-30 05:47:00.177438+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300630-30,2026-04-30 10:20:00.670423+00:00,no,74.0,session_switch:book_margin,24.0,2026-04-30 10:20:00.670423+00:00,2026-04-30 10:15:38.642456+00:00,"('KXBTC15M-26APR300630-30', '2026-04-30 10:20:00.670423+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300645-45,2026-04-30 10:31:00.470382+00:00,yes,72.0,session_switch:book_margin,26.0,2026-04-30 10:31:00.470382+00:00,2026-04-30 10:31:00.470382+00:00,"('KXBTC15M-26APR300645-45', '2026-04-30 10:31:00.470382+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300715-15,2026-04-30 11:02:00.682774+00:00,yes,64.0,session_switch:book_margin,34.0,2026-04-30 11:02:00.682774+00:00,2026-04-30 11:00:19.677253+00:00,"('KXBTC15M-26APR300715-15', '2026-04-30 11:02:00.682774+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300730-30,2026-04-30 11:20:00.590867+00:00,no,63.0,session_switch:book_margin,35.0,2026-04-30 11:20:00.590867+00:00,2026-04-30 11:15:26.579772+00:00,"('KXBTC15M-26APR300730-30', '2026-04-30 11:20:00.590867+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300745-45,2026-04-30 11:33:00.184780+00:00,no,81.0,session_switch:book_margin,17.0,2026-04-30 11:33:00.184780+00:00,2026-04-30 11:31:00.180435+00:00,"('KXBTC15M-26APR300745-45', '2026-04-30 11:33:00.184780+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300800-00,2026-04-30 11:48:00.720245+00:00,yes,66.0,session_switch:book_margin,32.0,2026-04-30 11:48:00.720245+00:00,2026-04-30 11:45:36.717166+00:00,"('KXBTC15M-26APR300800-00', '2026-04-30 11:48:00.720245+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300815-15,2026-04-30 12:02:00.847574+00:00,yes,75.0,session_switch:book_margin,23.0,2026-04-30 12:02:00.847574+00:00,2026-04-30 12:01:00.847264+00:00,"('KXBTC15M-26APR300815-15', '2026-04-30 12:02:00.847574+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300830-30,2026-04-30 12:17:00.585678+00:00,yes,76.0,session_switch:book_margin,22.0,2026-04-30 12:17:00.585678+00:00,2026-04-30 12:15:39.583981+00:00,"('KXBTC15M-26APR300830-30', '2026-04-30 12:17:00.585678+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300845-45,2026-04-30 12:31:00.830089+00:00,yes,66.0,session_switch:book_margin,-68.0,2026-04-30 12:31:00.830089+00:00,2026-04-30 12:31:00.830089+00:00,"('KXBTC15M-26APR300845-45', '2026-04-30 12:31:00.830089+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
