model,gate_kind,shift_scale,anchor_sigma_mult,max_weight,gate_center,gate_width,posterior_temperature,all_heartbeats_train_brier,all_heartbeats_train_logloss,all_heartbeats_train_brier_delta,all_heartbeats_train_logloss_delta,all_heartbeats_validation_brier,all_heartbeats_validation_logloss,all_heartbeats_validation_brier_delta,all_heartbeats_validation_logloss_delta,all_heartbeats_holdout_brier,all_heartbeats_holdout_logloss,all_heartbeats_holdout_brier_delta,all_heartbeats_holdout_logloss_delta,all_heartbeats_all_brier,all_heartbeats_all_logloss,all_heartbeats_all_brier_delta,all_heartbeats_all_logloss_delta,minute_bucket_train_brier,minute_bucket_train_logloss,minute_bucket_train_brier_delta,minute_bucket_train_logloss_delta,minute_bucket_validation_brier,minute_bucket_validation_logloss,minute_bucket_validation_brier_delta,minute_bucket_validation_logloss_delta,minute_bucket_holdout_brier,minute_bucket_holdout_logloss,minute_bucket_holdout_brier_delta,minute_bucket_holdout_logloss_delta,minute_bucket_all_brier,minute_bucket_all_logloss,minute_bucket_all_brier_delta,minute_bucket_all_logloss_delta,validation_mean_brier_delta,validation_mean_logloss_delta,holdout_mean_brier_delta,holdout_mean_logloss_delta,all_splits_mean_brier_delta,validation_both_datasets_brier_improved,holdout_both_datasets_brier_improved
sweep_sigma_ss1.00_asm1.10_w0.075_c0.650_gw0.200_t1.00,sigma,1.0,1.1,0.075,0.65,0.2,1.0,0.14956654698579477,0.45371514202122254,1.998820941431778e-05,-8.495823204385244e-05,0.13488084520405016,0.40326520807397176,-0.001136561300552591,-0.0037055896431262836,0.14703004846527032,0.4380277401318345,-0.00011229214196517567,-0.0004521976527766536,0.14611134556245758,0.44045041293233517,-0.00023862241915689753,-0.0008851746624840562,0.1522257460752294,0.4545108593748283,2.853218601125973e-05,-6.422280736939623e-05,0.13813948868894832,0.411628269931436,-0.001418435612190544,-0.004302025268201504,0.15054315176329575,0.44641136239958235,-7.477574153874622e-05,-0.00039163883169923697,0.14906562316988045,0.444296075611006,-0.00028219822047670373,-0.0009792360552933754,-0.0012774984563715674,-0.004003807455663894,-9.353394175196095e-05,-0.0004219182422379453,-0.0004489240668035799,True,True
sweep_sigma_ss1.25_asm1.00_w0.050_c0.650_gw0.050_t0.98,sigma,1.25,1.0,0.05,0.65,0.05,0.98,0.14949690286510933,0.45389145749988025,-4.9655911271123676e-05,9.135724661385458e-05,0.13488028430391472,0.4036192060647052,-0.00113712220068804,-0.003351591652392849,0.1470510224189581,0.4383207110730097,-9.131818827740057e-05,-0.00015922671160145674,0.14607369563287934,0.44068572982343096,-0.00027627234873514595,-0.0006498577713882625,0.15214231847350185,0.4544500824744909,-5.489541571629397e-05,-0.00012499970770679658,0.1381406416985482,0.4119026139612632,-0.0014172826025906637,-0.00402768123837427,0.15053363021013005,0.44654670010283,-8.429729470443847e-05,-0.000256301128451597,0.1490139102018436,0.4443416459617359,-0.00033391118851355817,-0.0009336657045634356,-0.0012772024016393518,-0.0036896364453835595,-8.780774149091952e-05,-0.00020776392002652688,-0.0004724286022079934,True,True
sweep_dollar_ss1.00_asm1.00_w0.075_c60.000_gw10.000_t0.99,dollar,1.0,1.0,0.075,60.0,10.0,0.99,0.14952330035508304,0.4537649297170341,-2.3258421297411846e-05,-3.517053623230959e-05,0.13491030600535667,0.4036146859690691,-0.0011071004992460887,-0.003356111748028967,0.14700478883887597,0.4380144357231458,-0.00013755176835952843,-0.00046550206146533935,0.14608629132577733,0.4405477350229341,-0.00026367665583715283,-0.0007878525718851281,0.15217004246526208,0.4544345763620684,-2.7171423956057206e-05,-0.0001405058201293108,0.13811209867022578,0.41174162687606336,-0.0014458256309130835,-0.0041886683235741184,0.15049428547973803,0.4463040649261391,-0.00012364202509645983,-0.0004989363051424722,0.14901696138348008,0.4442516207516976,-0.0003308600068770706,-0.0010236909146017492,-0.001276463065079586,-0.0037723900358015428,-0.00013059689672799413,-0.0004822191833039058,-0.0004774249614781049,True,True
sweep_sigma_ss0.75_asm1.00_w0.100_c0.650_gw0.100_t0.99,sigma,0.75,1.0,0.1,0.65,0.1,0.99,0.14951695377090266,0.4537405642204168,-2.960500547780076e-05,-5.953603284958309e-05,0.1349009811387513,0.40339592420427267,-0.0011164253658514645,-0.0035748735128253717,0.1470044390997869,0.43813008419577076,-0.00013790150744860674,-0.00034985358884037643,0.14608054654556488,0.44051235791814997,-0.000269421436049605,-0.0008232296766692571,0.15216114893868116,0.4544026846782365,-3.6064950536984774e-05,-0.0001723975039611969,0.13812236288872262,0.4116057711619266,-0.001435561412416242,-0.004324524037710886,0.15050829369956018,0.44643444830309326,-0.00010963380527431732,-0.00036855292818832597,0.14901648166123738,0.4442312873226003,-0.0003313397291197784,-0.001044024343699046,-0.0012759933891338532,-0.003949698775268129,-0.00012376765636146203,-0.0003592032585143512,-0.000477532007834236,True,True
sweep_sigma_ss1.25_asm0.90_w0.050_c0.650_gw0.200_t0.98,sigma,1.25,0.9,0.05,0.65,0.2,0.98,0.149507692194472,0.45391519804754216,-3.886658190846437e-05,0.00011509779427576472,0.1348843535262273,0.40364522576427253,-0.0011330529783754595,-0.0033255719528255123,0.14704449263646502,0.43831955695291847,-9.784797077047602e-05,-0.0001603808316926747,0.14607967151450907,0.4407049478744405,-0.0002702964671054131,-0.000630639720378745,0.1521484547160922,0.45445795007703266,-4.875917312593958e-05,-0.00011713210516506312,0.13814114501735972,0.4119102905235153,-0.001416779283779146,-0.00402000467612218,0.15053811261153952,0.44656812430591364,-7.981489329497715e-05,-0.0002348769253679439,0.14901858687158265,0.4443521821542665,-0.00032923451877450716,-0.0009231295120328831,-0.0012749161310773027,-0.003672788314473846,-8.883143203272659e-05,-0.0001976288785303093,-0.00046918681354241043,True,True
sweep_dollar_ss1.25_asm1.00_w0.050_c40.000_gw10.000_t1.00,dollar,1.25,1.0,0.05,40.0,10.0,1.0,0.14959645918090253,0.4538028775166782,4.9900404522074115e-05,2.7772634118017336e-06,0.13487162590735405,0.40343120037499164,-0.0011457805972487078,-0.003539597342106404,0.14703407152545328,0.43798971822950095,-0.00010826908178221406,-0.000490219555110194,0.1461282241529128,0.4405286997965442,-0.00022174382870168707,-0.0008068877982750355,0.15225661807619276,0.4545987126455623,5.940418697461536e-05,2.3630463364565646e-05,0.13815661134190305,0.41184581664022274,-0.0014013129592358176,-0.004084478559414739,0.15052228664713352,0.4463379336302054,-9.564085770097375e-05,-0.0004650676010761745,0.14908340804134335,0.44437772739561077,-0.000264413349013809,-0.0008975842706885895,-0.0012735467782422627,-0.0038120379507605717,-0.0001019549697415939,-0.00047764357809318425,-0.0004402831507451706,True,True
sweep_sigma_ss1.25_asm0.90_w0.050_c0.500_gw0.050_t0.99,sigma,1.25,0.9,0.05,0.5,0.05,0.99,0.14956952772763976,0.453896040802581,2.2968951259305648e-05,9.594054931461038e-05,0.13486213705659206,0.40345513769070934,-0.0011552694480106984,-0.0035156600263887006,0.14703823723771284,0.43814176153779194,-0.00010410336952265675,-0.00033817624681919956,0.1461110146160141,0.44061974614490534,-0.0002389533656003695,-0.0007158414499138788,0.15222483493618996,0.45457734801925637,2.7621046971820773e-05,2.2658370586459142e-06,0.13816641366341548,0.41189390735643155,-0.0013915106377233866,-0.004036387843205924,0.15052654200246685,0.44642790855354586,-9.138550236764686e-05,-0.0003750926777357222,0.14906715829694012,0.44439251940995494,-0.00028066309341703843,-0.0008827922563444113,-0.0012733900428670425,-0.0037760239347973124,-9.774443594515181e-05,-0.0003566344622774609,-0.000448613159898877,True,True
sweep_sigma_ss1.00_asm1.00_w0.075_c0.200_gw0.200_t0.99,sigma,1.0,1.0,0.075,0.2,0.2,0.99,0.14958590019228718,0.45391798314586634,3.934141590672402e-05,0.000117882892599952,0.13489460606818923,0.40333486549963593,-0.0011228004364135236,-0.0036359322174621123,0.14701934728089602,0.43808248617428797,-0.00012299332633947113,-0.000397451610323174,0.1461235641009329,0.44059689544542147,-0.00022640388068156936,-0.0007386921493977572,0.15225037500417302,0.45460700235710766,5.3161114954874966e-05,3.192017490993848e-05,0.13813703176555647,0.4116401600115949,-0.001420892535582391,-0.004290135188042554,0.15052032980634497,0.44640105392064167,-9.759769848952105e-05,-0.0004019473106399163,0.14907534697971464,0.4443540712108935,-0.00027247441064251476,-0.0009212404554058695,-0.0012718464859979572,-0.003963033702752333,-0.00011029551241449609,-0.00039969946048154514,-0.00044529691099388463,True,True
sweep_sigma_ss1.00_asm1.10_w0.075_c0.500_gw0.200_t1.00,sigma,1.0,1.1,0.075,0.5,0.2,1.0,0.14958137412712205,0.4537449415657584,3.481535074159603e-05,-5.5158687507994575e-05,0.1348831789630066,0.40324467308527373,-0.0011342275415961445,-0.0037261246318243124,0.14702337026363435,0.4379804157046812,-0.00011897034360114356,-0.000499522079929926,0.14611936299010703,0.44045468101374274,-0.00023060499150745484,-0.0008809065810764793,0.15224439597550674,0.45454984629874456,4.7182086288594105e-05,-2.5235883453156305e-05,0.13814971314930627,0.4116394424516026,-0.0014082111518325946,-0.004290852748034868,0.15052986950077651,0.4463573093836632,-8.805800405797815e-05,-0.0004456918476183902,0.1490762078522697,0.4443109084300548,-0.00027161353808746735,-0.000964403236244582,-0.0012712193467143695,-0.00400848868992959,-0.00010351417382956085,-0.0004726069637741581,-0.0004445782673429451,True,True
sweep_sigma_ss0.75_asm0.90_w0.100_c0.650_gw0.200_t0.98,sigma,0.75,0.9,0.1,0.65,0.2,0.98,0.14949995396096608,0.45388279138663973,-4.660481541438055e-05,8.2691133373336e-05,0.13491676805371042,0.4036139831997686,-0.0011006384508923384,-0.003356814517329443,0.14703927355656432,0.43835626477146933,-0.00010306705067117394,-0.00012367301314181178,0.146080496901261,0.44068660068014703,-0.000269471080353495,-0.0006489869146721894,0.15214106248450618,0.4544203965613443,-5.615140471196267e-05,-0.00015468562085341198,0.1381177331133851,0.4117074352014131,-0.0014401911877537643,-0.00422285999822436,0.15054665036487166,0.4466177237592727,-7.127713996282758e-05,-0.00018527747200886013,0.14901116364917674,0.4442988894041621,-0.0003366577411804128,-0.0009764222621372332,-0.0012704148193230513,-0.0037898372577769013,-8.717209531700076e-05,-0.00015447524257533596,-0.0004696550082344079,True,True
sweep_sigma_ss1.25_asm0.90_w0.050_c0.500_gw0.200_t0.99,sigma,1.25,0.9,0.05,0.5,0.2,0.99,0.14955440966749867,0.45386855169599916,7.85089111821069e-06,6.845144273276427e-05,0.13488021410767947,0.40350861015266276,-0.0011371923969232811,-0.0034621875644352818,0.1470448722497909,0.43818758166401994,-9.746835744459115e-05,-0.0002923561205911973,0.14610691119098493,0.44062317302063303,-0.00024305679062955332,-0.0007124145741861931,0.15220615382547362,0.4545346115011184,8.9399362554754e-06,-4.0470681079318727e-05,0.138157938075031,0.41187259328580855,-0.0013999862261078744,-0.004057701913828926,0.1505430699927567,0.446495859967063,-7.485751207778057e-05,-0.0003071412642186022,0.1490575536100118,0.4443761793068064,-0.0002902677803453546,-0.0008991323594929601,-0.0012685893115155777,-0.003759944739132104,-8.616293476118586e-05,-0.00029974869240489976,-0.00044878561086330687,True,True
sweep_sigma_ss1.25_asm1.00_w0.050_c0.650_gw0.100_t0.99,sigma,1.25,1.0,0.05,0.65,0.1,0.99,0.14953329657364292,0.4538166471936768,-1.326220273753509e-05,1.6546940410422373e-05,0.13488249108968198,0.40352425833702255,-0.0011349154149207785,-0.0034465393800754973,0.14705347075241534,0.43819834248658635,-8.886985482015053e-05,-0.0002815952980247949,0.1460964366510556,0.4405973637666653,-0.0002535313305588871,-0.0007382238281539166,0.1521878590605841,0.4544989785150956,-9.35482863403947e-06,-7.610366710214533e-05,0.13815777149114314,0.4118851016992596,-0.001400152809995725,-0.004045193500377853,0.15054969874923035,0.4465030541989242,-6.822875560413832e-05,-0.00029994703235736164,0.14904786992671415,0.44435874964323635,-0.0002999514636430056,-0.0009165620230630056,-0.0012675341124582518,-0.003745866440226675,-7.854930521214443e-05,-0.00029077116519107826,-0.0004524639777853945,True,True
sweep_sigma_ss0.75_asm0.90_w0.100_c0.200_gw0.200_t0.98,sigma,0.75,0.9,0.1,0.2,0.2,0.98,0.14953396513068087,0.45402551774224353,-1.2593645699582323e-05,0.0002254174889771421,0.13491426775827597,0.4034702869079739,-0.0011031387463267817,-0.003500510809124169,0.14699382972851374,0.4382373079266911,-0.00014851087872175261,-0.00024262985792006253,0.1460912849470371,0.44071948705650577,-0.0002586830345773783,-0.0006161005383134577,0.1521878902352725,0.4545466045320505,-9.323653945653154e-06,-2.8477650147240574e-05,0.13812627198051555,0.411630997243578,-0.0014316523206233112,-0.004299297956059489,0.15047192858034486,0.44642820426614926,-0.00014599892448963203,-0.00037479696513231797,0.14902604466061128,0.4443214265374952,-0.0003217767297458707,-0.0009538851288041772,-0.0012673955334750464,-0.003899904382591829,-0.00014725490160569232,-0.00030871341152619025,-0.0004752030283011188,True,True
sweep_sigma_ss1.00_asm1.00_w0.075_c0.200_gw0.050_t0.99,sigma,1.0,1.0,0.075,0.2,0.05,0.99,0.14958798880831015,0.4538872044581008,4.143003192969008e-05,8.710420483443171e-05,0.13490024994265926,0.4033539501032893,-0.0011171565619434998,-0.00361684761380876,0.1470081188845975,0.4379792127658756,-0.00013422172263799492,-0.0005007250187355483,0.14612370238547318,0.44056162359928225,-0.00022626559614130626,-0.0007739639955369748,0.15225109241444734,0.45459271932975687,5.387852522920067e-05,1.763714755914636e-05,0.13814342760569742,0.4116572191884323,-0.0014144966954414417,-0.00427307601120519,0.15049900620955659,0.44629199936599023,-0.00011892129527790729,-0.0005110018652913495,0.14907280185695945,0.4443271486349132,-0.00027501953339770235,-0.0009481630313861733,-0.0012658266286924708,-0.003944961812506975,-0.0001265715089579511,-0.0005058634420134489,-0.00044824795302365883,True,True
sweep_sigma_ss1.00_asm1.00_w0.075_c0.200_gw0.100_t0.99,sigma,1.0,1.0,0.075,0.2,0.1,0.99,0.14959166702343768,0.4539110393347653,4.510824705722394e-05,0.00011093908149889531,0.1348990921918619,0.4033384938229836,-0.0011183143127408424,-0.0036323038941144525,0.14701123190464208,0.4380196755065758,-0.00013110870259341878,-0.00046026227803536157,0.14612629683606723,0.4405808980104268,-0.00022367114554724954,-0.0007546895843923984,0.1522556736545866,0.45461110943879934,5.845976536844599e-05,3.602725660162287e-05,0.1381449776116118,0.41165378612252046,-0.0014129466895270726,-0.004276509077117019,0.15050570031504276,0.44633332925187963,-0.00011222718979173041,-0.00046967197940195327,0.14907719724783383,0.4443457438774695,-0.00027062414252332356,-0.0009295677888298548,-0.0012656305011339575,-0.003954406485615736,-0.0001216679461925746,-0.0004649671287186574,-0.0004451714803712324,True,True
sweep_sigma_ss0.75_asm1.10_w0.100_c0.500_gw0.100_t1.00,sigma,0.75,1.1,0.1,0.5,0.1,1.0,0.14954968269077015,0.4536750333181321,3.1239143896966137e-06,-0.00012506693513431033,0.1348851056933304,0.4031786571781921,-0.0011323008112723576,-0.0037921405389059193,0.14700144106531088,0.43794228810476193,-0.00014089954192461618,-0.0005376496798492059,0.1460963724357311,0.4403919115243692,-0.0002535955458833894,-0.0009436760704500391,0.15220749102750578,0.454470495418495,1.0277138287634324e-05,-0.00010458676370272979,0.13816124954199246,0.41158919813064354,-0.001396674759146399,-0.004341097068993938,0.1504972944441147,0.4462880488994259,-0.00012063306071979918,-0.000514952331855667,0.14904987947231377,0.4442394079067923,-0.0002979419180433873,-0.001035903759507073,-0.0012644877852093783,-0.0040666188039499285,-0.00013076630132220768,-0.0005263010058524364,-0.00046285118673097353,True,True
sweep_sigma_ss0.75_asm1.00_w0.100_c0.300_gw0.050_t0.98,sigma,0.75,1.0,0.1,0.3,0.05,0.98,0.14952686991208047,0.453922277482457,-1.9688864299982622e-05,0.00012217722919061202,0.13489496015658428,0.4033769005860221,-0.0011224463480184743,-0.0035938971310759404,0.1469693593505519,0.4380298450904753,-0.00017298125668360753,-0.00045009269413581743,0.14607826262891446,0.4405973758346951,-0.00027170535270001905,-0.0007382117601241189,0.15217655057856672,0.454493311295714,-2.066331065142535e-05,-8.177088648370079e-05,0.1381516245003175,0.4116779173948727,-0.0014062998008213534,-0.004252377804764784,0.15042480102134223,0.4462005330398928,-0.0001931264834922619,-0.0006024681913887608,0.1490149155283817,0.44425340644785377,-0.0003329058619754577,-0.0010219052184455846,-0.0012643730744199139,-0.003923137467920362,-0.00018305387008793472,-0.0005262804427622891,-0.0004892010106611842,True,True
sweep_sigma_ss1.00_asm1.10_w0.075_c0.400_gw0.100_t0.99,sigma,1.0,1.1,0.075,0.4,0.1,0.99,0.14955574280930387,0.4538310467916807,9.184032923409413e-06,3.094653841428929e-05,0.13489123227840596,0.4033297315283989,-0.001126174226196791,-0.003641066188699138,0.14700058850747474,0.43799097417488836,-0.0001417520997607502,-0.0004889636097227812,0.14610106306978293,0.440525463595103,-0.00024890491183154895,-0.0008101239997162502,0.15221216790304753,0.4545211405174436,1.4954013829393542e-05,-5.3941664754142415e-05,0.13815592737248655,0.4116905508233076,-0.0014019969286523104,-0.004239744376329901,0.1504831701301742,0.44627331084116606,-0.00013475737466028814,-0.0005296903901155225,0.14904879754312902,0.44428716409787616,-0.00029902384722813036,-0.0009881475684231922,-0.0012640855774245507,-0.00394040528251452,-0.00013825473721051917,-0.0005093269999191519,-0.00046342376375288946,True,True
sweep_dollar_ss1.25_asm1.00_w0.050_c40.000_gw5.000_t0.98,dollar,1.25,1.0,0.05,40.0,5.0,0.98,0.14952601994390236,0.4539483911026385,-2.0538832478100844e-05,0.00014829084937212356,0.13489362020244122,0.40368775128040996,-0.0011237863021615335,-0.0032830464366880863,0.14701077945771096,0.43816031134664246,-0.0001315611495245339,-0.0003196264379686786,0.1460857701009468,0.440701518366566,-0.00026419788066767147,-0.000634069228253209,0.15216812624118198,0.4545022467684986,-2.9087648036163483e-05,-7.283541369912383e-05,0.13815464933603797,0.41195071462660937,-0.001403274965100898,-0.0039795805730281075,0.15047221672355465,0.4463571252139417,-0.00014571078127983972,-0.0004458760173398635,0.14901993640265793,0.4443447266697456,-0.00032788498769922847,-0.0009305849965537405,-0.0012635306336312158,-0.003631313504858097,-0.0001386359654021868,-0.00038275122765427105,-0.0004756599464301782,True,True
sweep_dollar_ss0.75_asm1.00_w0.100_c20.000_gw10.000_t0.99,dollar,0.75,1.0,0.1,20.0,10.0,0.99,0.14957306210855745,0.45387107186754316,2.6503332176991412e-05,7.097161427677134e-05,0.13489934361701947,0.4033452519692362,-0.0011180628875832876,-0.003625545747861836,0.14697068377980727,0.4379116787238263,-0.0001716568274282293,-0.000568259060784837,0.14610708730483593,0.44053670084164664,-0.00024288067677855074,-0.0007988867531725785,0.15223027067902964,0.4545513367919743,3.305678981149751e-05,-2.3745390223428586e-05,0.13814906692067994,0.41164573714847,-0.0014088573804589277,-0.004284558051167453,0.15043322317036578,0.4461583504753959,-0.00018470433446871048,-0.0006446507558856562,0.14904830772391067,0.44427333771734495,-0.0002995136664464826,-0.0010019739489544044,-0.0012634601340211077,-0.003955051899514644,-0.0001781805809484699,-0.0006064549083352466,-0.0004706202179917777,True,True
sweep_sigma_ss1.25_asm0.90_w0.050_c0.500_gw0.100_t0.98,sigma,1.25,0.9,0.05,0.5,0.1,0.98,0.14952402253810224,0.45394867233088393,-2.2536238278220155e-05,0.000148572077617537,0.13488769339000417,0.4036335912614727,-0.001129713114598585,-0.0033372064556253522,0.14703572021464156,0.4382632745716664,-0.0001066203925939313,-0.00021666321294472324,0.1460883727285125,0.44071141256552804,-0.00026159525310198717,-0.0006241750292911852,0.152167869913688,0.45450103618386495,-2.9343975530143895e-05,-7.404599833277237e-05,0.1381624387979235,0.41195345897664876,-0.0013954855032153601,-0.003976836222988722,0.15051560780045922,0.4464862053867716,-0.00010231970437526994,-0.0003167958445099983,0.14903000839829017,0.4443703246001484,-0.00031781299206698477,-0.0009049870661509418,-0.0012625993089069726,-0.003657021339307037,-0.00010447004848460062,-0.0002667295287273608,-0.0004643364880985851,True,True
sweep_sigma_ss1.25_asm0.90_w0.050_c0.400_gw0.100_t1.00,sigma,1.25,0.9,0.05,0.4,0.1,1.0,0.14960741670205072,0.4538352123103931,6.085792567026016e-05,3.511205712669607e-05,0.13487474011914405,0.40339121496975244,-0.0011426663854587071,-0.0035795827473456,0.14704894909292526,0.4380502072721991,-9.339151431023152e-05,-0.00042973051241201876,0.14613839149589647,0.4405521501150882,-0.00021157648571801246,-0.0007834374797310306,0.15226798832889224,0.45462720397360135,7.077443967409836e-05,5.2121791403625384e-05,0.138176605663161,0.4118635456817033,-0.0013813186379778575,-0.004066749517934176,0.15055006680410477,0.4464167370305002,-6.786070072972716e-05,-0.00038626420078136103,0.14909978395384318,0.44441410697217276,-0.00024803743651397037,-0.0008612046941265938,-0.0012619925117182823,-0.003823166132639888,-8.062610751997934e-05,-0.0004079973565966899,-0.0004256008121886941,True,True
sweep_dollar_ss1.00_asm1.00_w0.075_c40.000_gw20.000_t0.98,dollar,1.0,1.0,0.075,40.0,20.0,0.98,0.14951859527757808,0.4539089205072169,-2.796349880238025e-05,0.00010882025395048123,0.13491999948862243,0.4036710101555474,-0.0010974070159803229,-0.003299787561550638,0.1469900320626553,0.438105559683809,-0.00015230854458020415,-0.00037437810080215295,0.1460824656442773,0.4406635532996178,-0.00026750233733718876,-0.0006720342952014069,0.1521627941726758,0.45446033365915006,-3.441971654233322e-05,-0.00011474852304765859,0.1381323640444405,0.4118078727460764,-0.0014255602566983772,-0.004122422453561092,0.15046899465138155,0.44632985989383506,-0.00014893285345293772,-0.0004731413374465254,0.1490116266925303,0.4442855031244182,-0.00033619469782686373,-0.000989808541881132,-0.00126148363633935,-0.003711105007555865,-0.00015062069901657094,-0.0004237597191243392,-0.00048109864767609256,True,True
sweep_sigma_ss1.25_asm0.90_w0.050_c0.400_gw0.200_t1.00,sigma,1.25,0.9,0.05,0.4,0.2,1.0,0.14960140505519506,0.45383480244549895,5.4846278814607574e-05,3.470219223256077e-05,0.13487897655383088,0.40339787430082535,-0.0011384299507718743,-0.0035729234162726886,0.1470521400434346,0.4380915418819826,-9.020056380090735e-05,-0.0003883959026285133,0.14613627780699795,0.44056150986884457,-0.00021369017461653206,-0.0007740777259746534,0.15226317727228125,0.4546190844685009,6.596338306311123e-05,4.400228630319081e-05,0.1381735743154699,0.4118465934912834,-0.00138434998566897,-0.004083701708354093,0.15055860026564824,0.4464644081860264,-5.9327239186252045e-05,-0.00033859304525518663,0.14909799425552422,0.4444153565093568,-0.0002498271348329306,-0.0008599551569425379,-0.0012613899682204222,-0.0038283125623133907,-7.47639014935797e-05,-0.00036349447394184997,-0.00042524967959171417,True,True
