model,gate_kind,shift_scale,anchor_sigma_mult,max_weight,gate_center,gate_width,posterior_temperature,all_heartbeats_train_brier,all_heartbeats_train_logloss,all_heartbeats_train_brier_delta,all_heartbeats_train_logloss_delta,all_heartbeats_validation_brier,all_heartbeats_validation_logloss,all_heartbeats_validation_brier_delta,all_heartbeats_validation_logloss_delta,all_heartbeats_holdout_brier,all_heartbeats_holdout_logloss,all_heartbeats_holdout_brier_delta,all_heartbeats_holdout_logloss_delta,all_heartbeats_all_brier,all_heartbeats_all_logloss,all_heartbeats_all_brier_delta,all_heartbeats_all_logloss_delta,minute_bucket_train_brier,minute_bucket_train_logloss,minute_bucket_train_brier_delta,minute_bucket_train_logloss_delta,minute_bucket_validation_brier,minute_bucket_validation_logloss,minute_bucket_validation_brier_delta,minute_bucket_validation_logloss_delta,minute_bucket_holdout_brier,minute_bucket_holdout_logloss,minute_bucket_holdout_brier_delta,minute_bucket_holdout_logloss_delta,minute_bucket_all_brier,minute_bucket_all_logloss,minute_bucket_all_brier_delta,minute_bucket_all_logloss_delta,validation_mean_brier_delta,validation_mean_logloss_delta,holdout_mean_brier_delta,holdout_mean_logloss_delta,all_splits_mean_brier_delta,validation_both_datasets_brier_improved,holdout_both_datasets_brier_improved
sweep_sigma_ss0.50_asm0.90_w0.050_c0.200_gw0.200_t0.98,sigma,0.5,0.9,0.05,0.2,0.2,0.98,0.14948297357680873,0.4539581274570437,-6.358519957172515e-05,0.00015802720377733337,0.1357268603573358,0.40614773563542644,-0.00029054614726695127,-0.0008230620816715994,0.1470642717029286,0.4385266534776659,-7.806890430689384e-05,4.67156930547552e-05,0.14623792857906615,0.441274418163817,-0.00011203940254833622,-6.116943100220595e-05,0.15211721718072013,0.45446167223137807,-7.99967084980091e-05,-0.00011340995081965399,0.13914177370114436,0.41473894287796126,-0.00041615059999450255,-0.00119135232167622,0.15050742995965338,0.44666778070708074,-0.00011049754518110966,-0.00013522052420084085,0.14919433898571266,0.44494143006399994,-0.00015348240464449492,-0.0003338816022994129,-0.0003533483736307269,-0.0010072072016739098,-9.428322474400175e-05,-4.4252415573042825e-05,-0.0001731408508031986,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.200_gw0.050_t0.98,sigma,0.5,1.1,0.05,0.2,0.05,0.98,0.14948163940649217,0.4538957089561461,-6.491936988828328e-05,9.560870287972367e-05,0.1357159547967073,0.4060172684192869,-0.00030145170789544484,-0.0009535292978111176,0.14704344489967047,0.43837181583785273,-9.889570756502208e-05,-0.00010812194675841047,0.1462307738400858,0.4411798528347627,-0.00011919414152869456,-0.0001557347600565362,0.15211573905026532,0.4544319181326952,-8.147483895282193e-05,-0.00014316404950254213,0.13915292114143873,0.4146852950713831,-0.0004050031597001291,-0.0012450001282544032,0.1504809468782246,0.4465194689914229,-0.00013698062660988386,-0.0002835322398586637,0.14919039933390688,0.4448832127210226,-0.0001574220564502793,-0.00039209894527675315,-0.000353227433797787,-0.0010992647130327604,-0.00011793816708745297,-0.0001958270933085371,-0.00018145423510193084,True,True
sweep_sigma_ss0.50_asm0.90_w0.050_c0.650_gw0.050_t1.00,sigma,0.5,0.9,0.05,0.65,0.05,1.0,0.14954909335399236,0.45375426045335177,2.534577611901234e-06,-4.58397999146265e-05,0.13571037711382003,0.4059297325984541,-0.00030702939078272595,-0.0010410651186439357,0.1471195135633599,0.4384157530339348,-2.282704387560064e-05,-6.418475067632157e-05,0.14628529178160737,0.44108631091963213,-6.467620000710772e-05,-0.0002492766751870934,0.15220001041322626,0.4545214968889649,2.796524008114032e-06,-5.358529323279404e-05,0.13915899224190142,0.41466057809797313,-0.000398932059237439,-0.0012697171016643471,0.150601844975317,0.4467406941743721,-1.608252951748601e-05,-6.230705690946081e-05,0.1492663057087517,0.4449761626081104,-8.151568160544298e-05,-0.0002991490581889522,-0.0003529807250100825,-0.0011553911101541414,-1.9454786696543325e-05,-6.324590379289119e-05,-0.00012325665363220606,True,True
sweep_sigma_ss0.50_asm0.90_w0.050_c0.300_gw0.200_t0.98,sigma,0.5,0.9,0.05,0.3,0.2,0.98,0.14948175571003164,0.45394345293808125,-6.48030663488175e-05,0.00014335268481485697,0.13572814418526444,0.4061692437248008,-0.00028926231933831814,-0.0008015539922972548,0.1470719324918486,0.4385378262127424,-7.040811538688851e-05,5.788842813125861e-05,0.14623898897080934,0.4412721769554189,-0.0001109790108051456,-6.341063940029645e-05,0.1521152576488924,0.4544542529968644,-8.195624032575344e-05,-0.00012082918533329323,0.13914327390924086,0.4147571178662315,-0.0004146503918980027,-0.0011731773334059947,0.15051853789035555,0.44668978545026977,-9.938961447894523e-05,-0.00011321578101181062,0.1491956823209653,0.4449450173988957,-0.00015213906939184896,-0.0003302942674036635,-0.0003519563556181604,-0.0009873656628516247,-8.489886493291687e-05,-2.7663676440276008e-05,-0.00017007829129612093,True,True
sweep_sigma_ss0.50_asm1.00_w0.050_c0.400_gw0.200_t0.99,sigma,0.5,1.0,0.05,0.4,0.2,0.99,0.14951415445343016,0.45383161875343414,-3.2404322950291276e-05,3.151850016774871e-05,0.1357189263906099,0.40600529828785453,-0.00029848011399286056,-0.0009654994292435104,0.1470829360616285,0.43841243877958974,-5.9404545606989156e-05,-6.74990050213986e-05,0.1462587542786416,0.4411471714931397,-9.1213702972881e-05,-0.00018841610167952272,0.15215587150330054,0.4544774775790494,-4.13423859176032e-05,-9.760460314833797e-05,0.13915951764412335,0.41469838660100067,-0.00039840665701551536,-0.0012319085986368106,0.1505446999355115,0.4466518626485549,-7.322756932298669e-05,-0.00015113858272669534,0.14922852456924385,0.4449396011514325,-0.0001192968211133072,-0.00033571051486686043,-0.00034844338550418796,-0.0010987040139401605,-6.631605746498792e-05,-0.00010931879387404697,-0.00015054426580104105,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.500_gw0.050_t0.99,sigma,0.5,1.1,0.05,0.5,0.05,0.99,0.1495094561756487,0.4538035522604828,-3.71026007317532e-05,3.4520072164090365e-06,0.13572514943660832,0.4059828042058332,-0.00029225706799443363,-0.0009879935112648286,0.14706856748967692,0.4383847965674738,-7.377311755857319e-05,-9.514121713732893e-05,0.14625431372363365,0.44112030839924776,-9.565425798083171e-05,-0.00021527919557146058,0.15214895485419125,0.45445181188709,-4.8259035026892994e-05,-0.0001232702951077247,0.139157438683319,0.41465370296075693,-0.0004004856178198568,-0.0012765922388805473,0.15052482485868302,0.44660512200634644,-9.310264615147723e-05,-0.000197879224935138,0.14921999037575034,0.44490591444547584,-0.00012783101460681068,-0.00036939722082351967,-0.0003463713429071452,-0.001132292875072688,-8.343788185502521e-05,-0.00014651022103623346,-0.00015749668088049784,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.300_gw0.100_t0.98,sigma,0.5,1.1,0.05,0.3,0.1,0.98,0.14947668667553934,0.45388803547989,-6.987210084111184e-05,8.793522662359221e-05,0.13572706625245648,0.4060703882600572,-0.0002903402521462761,-0.0009004094570408405,0.14705630964047295,0.4384331904525094,-8.603096676254585e-05,-4.674733210174864e-05,0.14623260984499636,0.4411981946505695,-0.00011735813661811756,-0.0001373929442497479,0.15211003551159163,0.45442227111612,-8.717837762650671e-05,-0.00015281106607772932,0.13915878789141337,0.4147149793658209,-0.0003991364097254979,-0.001215315833816566,0.150499533902815,0.44658942395658535,-0.00011839360201948423,-0.00021357727469623056,0.1491918657001587,0.44489734563208194,-0.0001559556901984671,-0.00037796603421741404,-0.000344738330935887,-0.0010578626454287032,-0.00010221228439101504,-0.0001301623033989896,-0.00017515861818690379,True,True
sweep_sigma_ss0.50_asm0.90_w0.050_c0.400_gw0.200_t0.98,sigma,0.5,0.9,0.05,0.4,0.2,0.98,0.14948156065139034,0.4539352854279191,-6.499812499011215e-05,0.00013518517465271884,0.13573692247887365,0.40621359686539177,-0.0002804840257291108,-0.0007572008517062745,0.1470820118583696,0.4385606055867398,-6.032874886588435e-05,8.066780212867553e-05,0.14624265041007217,0.44128074235828996,-0.00010731757154230914,-5.4845236529266206e-05,0.15211445238047464,0.454450828461388,-8.27615087435063e-05,-0.0001242537208097083,0.13915359641694788,0.4147999766411626,-0.0004043278841909803,-0.0011303185584748965,0.15053270227156015,0.4467237205697789,-8.522523327433862e-05,-7.928066150270086e-05,0.14920009710021706,0.44495833193107875,-0.00014772429014009436,-0.00031697973522060163,-0.00034240595496004556,-0.0009437597050905855,-7.277699107011149e-05,6.93570312987335e-07,-0.00016302092096565543,True,True
sweep_fixed_ss0.75_asm1.00_w0.030_c0.000_gw1.000_t1.00,fixed,0.75,1.0,0.03,0.0,1.0,1.0,0.1495729816902192,0.4538479877666849,2.6422913838752837e-05,4.788751341849862e-05,0.13571935539107371,0.4058928636902137,-0.0002980511135290409,-0.0010779340268843307,0.1470814361335655,0.4383038934880877,-6.090447366999263e-05,-0.00017604429652345877,0.1462937915291759,0.4411126982207078,-5.617645243857772e-05,-0.0002228893741114124,0.15222933614259257,0.4546044185152743,3.212225337442809e-05,2.9336333076557253e-05,0.13917319549765192,0.4146839943019074,-0.0003847288034869445,-0.0012463008977300905,0.15054936826065493,0.4466026136694513,-6.855924417956127e-05,-0.00020038756183027306,0.1492762657665479,0.4450030257597126,-7.155562380925518e-05,-0.00027228590658673335,-0.0003413899585079927,-0.0011621174623072106,-6.473185892477695e-05,-0.00018821592917686591,-0.00012561641127539305,True,True
sweep_dollar_ss0.50_asm1.00_w0.075_c60.000_gw10.000_t0.99,dollar,0.5,1.0,0.075,60.0,10.0,0.99,0.14950235393184397,0.45376492326087997,-4.420484453648843e-05,-3.517699238642091e-05,0.13572935782261708,0.4062673618691581,-0.00028804868198567535,-0.0007034358479399705,0.14700494694260488,0.43820125029992496,-0.00013739366463061398,-0.00027868748468617976,0.14623817577406661,0.4411175616600163,-0.00011179220754786723,-0.00021802593480291232,0.15213625312798598,0.45439401082207187,-6.096076123215943e-05,-0.00018107136012585068,0.13916475161201736,0.414911959333291,-0.00039317268912150705,-0.0010183358663464759,0.150457713387172,0.44641103232008805,-0.00016021411766248272,-0.00039196891119352983,0.14920043721226584,0.4448842665311526,-0.00014738417809131987,-0.0003910451351467614,-0.0003406106855535912,-0.0008608858571432232,-0.00014880389114654835,-0.0003353281979398548,-0.00018066579319482115,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.500_gw0.200_t1.00,sigma,0.5,1.1,0.05,0.5,0.2,1.0,0.14954815545969008,0.45375233857351577,1.5966833096237032e-06,-4.7761679750624175e-05,0.13571532685491966,0.4058842282396422,-0.00030207964968309575,-0.0010865694774558343,0.14709841662279646,0.4383292477670258,-4.392398443903156e-05,-0.00015069001758533096,0.14628150302882975,0.44105872068941804,-6.84649527847303e-05,-0.0002768669054011852,0.1521976993708835,0.4545207043172348,4.854816653687699e-07,-5.437786496292896e-05,0.1391788542846592,0.41466971762472954,-0.0003790700164796601,-0.0012605775749079395,0.1505745447904507,0.4466475348873441,-4.338271438378283e-05,-0.0001554663439374826,0.14926345048269743,0.4449589181525813,-8.437090765972544e-05,-0.0003163935137180385,-0.0003405748330813779,-0.001173573526181887,-4.3653349411407194e-05,-0.00015307818076140678,-0.0001277290333350963,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.200_gw0.100_t0.98,sigma,0.5,1.1,0.05,0.2,0.1,0.98,0.14948314883393382,0.45389587627583994,-6.3409942446635e-05,9.5776022573546e-05,0.135730978174003,0.40606210859461345,-0.00028642833059974726,-0.0009086891224845961,0.14705020290896362,0.43840184737610355,-9.21376982718769e-05,-7.809040850759175e-05,0.14623604579917607,0.4411949612361249,-0.00011392218243841401,-0.00014062635869432905,0.1521182872381545,0.4544343707304327,-7.892665106365437e-05,-0.00014071145176502986,0.13916699366933946,0.41472557826446865,-0.00039093063179940213,-0.0012047169351688258,0.15049127678403526,0.44655859457254354,-0.00012665072079923179,-0.0002444066587380389,0.14919681183825556,0.44490057259160204,-0.00015100955210159417,-0.0003747390746973167,-0.0003386794811995747,-0.001056703028826711,-0.00010939420953555434,-0.00016124853362281533,-0.0001730806624967579,True,True
sweep_dollar_ss0.50_asm1.00_w0.050_c20.000_gw10.000_t0.98,dollar,0.5,1.0,0.05,20.0,10.0,0.98,0.14948101302936478,0.45390729447586675,-6.554574701567173e-05,0.00010719422260035971,0.13573767587220556,0.4061784107389224,-0.000279730632397196,-0.0007923869781756299,0.1470421612586598,0.43839448794631225,-0.00010017934857570188,-8.544983829888997e-05,0.14623450168645083,0.4412236760040404,-0.00011546629516365203,-0.00011191159077883484,0.15211375311630762,0.4544335515179958,-8.346077291052079e-05,-0.0001415306642019165,0.1391606232504389,0.4147864452193327,-0.0003973010506999608,-0.0011438499803047564,0.15047719255384048,0.4465348759874584,-0.00014073495099400923,-0.0002681252438231918,0.1491900026552264,0.4449075484444653,-0.00015781873513076583,-0.00036776322183407206,-0.0003385158415485784,-0.0009681184792401931,-0.00012045714978485556,-0.0001767875410610409,-0.0001778254170988434,True,True
sweep_fixed_ss0.50_asm1.00_w0.050_c0.000_gw1.000_t1.00,fixed,0.5,1.0,0.05,0.0,1.0,1.0,0.14958251903396577,0.45389028001193393,3.5960257585315736e-05,9.017975866754124e-05,0.13571941903592674,0.4058158101631333,-0.0002979874686760142,-0.0011549875539647592,0.1470720298525995,0.4383005766097088,-7.031075463598269e-05,-0.00017936117490235937,0.1462976377381553,0.44112191098148407,-5.2330243459186576e-05,-0.00021367661333515642,0.152241258642862,0.4546307562407164,4.404475364386262e-05,5.5674058518695446e-05,0.13917930444491908,0.41462900283830445,-0.0003786198562197862,-0.0013012923613330285,0.1505370012137762,0.4465855408377961,-8.092629105829752e-05,-0.00021746039348546908,0.14928217273268932,0.4450043898656194,-6.564865766783834e-05,-0.0002709218006799463,-0.0003383036624479002,-0.0012281399576488938,-7.56185228471401e-05,-0.00019841078419391422,-0.00012463989322681704,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.200_gw0.200_t0.99,sigma,0.5,1.1,0.05,0.2,0.2,0.99,0.14952241548602627,0.45382991554098256,-2.4143290354189384e-05,2.981528771617281e-05,0.13572398279319006,0.4059480115775843,-0.00029342371141269363,-0.0010227861395137317,0.14706800242253276,0.438339582368369,-7.433818470273246e-05,-0.00014035541624213277,0.14626173215035299,0.44112007762215344,-8.823583126149614e-05,-0.00021550997266578387,0.15216713999390502,0.45448965630553245,-3.007389531312077e-05,-8.542587666526824e-05,0.13917500478960898,0.4146865976021855,-0.00038291951152988335,-0.0012436975974519648,0.15052548040302133,0.44657904073552135,-9.244710181316451e-05,-0.0002239604957602337,0.14923455121266718,0.44493000222750934,-0.0001132701776899725,-0.0003453094387900202,-0.0003381716114712885,-0.0011332418684828482,-8.339264325794848e-05,-0.00018215795600118323,-0.00014955761585429736,True,True
sweep_fixed_ss1.00_asm1.00_w0.020_c0.000_gw1.000_t1.00,fixed,1.0,1.0,0.02,0.0,1.0,1.0,0.14956800299563422,0.4538293689694872,2.1444219253763386e-05,2.9268716220831603e-05,0.13572227890070954,0.4059547079929387,-0.00029512760389321935,-0.0010160897241593414,0.147091356421043,0.43832242299822066,-5.098418619248202e-05,-0.000157514786390478,0.1462933794316396,0.44111766164447114,-5.6588549974895264e-05,-0.0002179259503480857,0.1522229155425122,0.4545929081991226,2.5701653294046833e-05,1.7826016924904486e-05,0.13917691643646768,0.4147416163824416,-0.0003810078646711845,-0.001188678817195865,0.15056347220242258,0.44663381151743003,-5.445530241190988e-05,-0.00016918971385154746,0.1492759766473012,0.4450139034790989,-7.184474305596544e-05,-0.00026140818720044035,-0.00033806773428220194,-0.0011023842706776033,-5.271974430219595e-05,-0.00016335225012101273,-0.00012240484743683092,True,True
sweep_dollar_ss0.50_asm1.00_w0.100_c80.000_gw5.000_t0.99,dollar,0.5,1.0,0.1,80.0,5.0,0.99,0.1495048369350829,0.45376507140772676,-4.172184129755396e-05,-3.5028845539630815e-05,0.1357293259979943,0.4064018764117755,-0.00028808050660844575,-0.000568921305322545,0.147004243423563,0.4382605270630026,-0.00013809718367249757,-0.00021941072160852615,0.14623951654871323,0.4411565087808293,-0.00011045143290125403,-0.0001790788139899302,0.152124517281227,0.4543442792710704,-7.269660799114064e-05,-0.00023080291112731466,0.13917171247056914,0.41509788636676054,-0.0003862118305697215,-0.0008324088328769408,0.15044426649431095,0.44642016350534297,-0.00017366101052354588,-0.00038283772593861176,0.1491921082175949,0.44489353548770705,-0.00015571317276225072,-0.00038177617859230795,-0.00033714616858908364,-0.0007006650690997429,-0.00015587909709802172,-0.00030112422377356896,-0.00018341149677715088,True,True
sweep_dollar_ss0.50_asm1.00_w0.050_c40.000_gw10.000_t1.00,dollar,0.5,1.0,0.05,40.0,10.0,1.0,0.14953709376709018,0.4537197647403987,-9.465009290277049e-06,-8.03355128676797e-05,0.13572400194086517,0.40602561874240095,-0.0002934045637375815,-0.0009451789746970918,0.14704877081649748,0.43817802992681765,-9.356979073801841e-05,-0.00030190785779349305,0.14626668456570577,0.4410373321455807,-8.328341590871369e-05,-0.0002982554492385048,0.15218336707794947,0.4544827237852418,-1.3846811268675152e-05,-9.235839695592718e-05,0.13917886853673492,0.41476795712342207,-0.00037905576440394606,-0.0011623380762154079,0.15051098473888708,0.4464652959069968,-0.00010694276594741536,-0.00033770532428478717,0.1492421650577217,0.444919443808347,-0.00010565633263545648,-0.00035586785795233,-0.0003362301640707638,-0.0010537585254562498,-0.00010025627834271689,-0.0003198065910391401,-0.00014938078423098558,True,True
sweep_sigma_ss0.50_asm1.00_w0.050_c0.500_gw0.050_t0.98,sigma,0.5,1.0,0.05,0.5,0.05,0.98,0.14948026937093362,0.4539008705866827,-6.628940544683992e-05,0.00010077033341632236,0.13574639104829955,0.40619287413035915,-0.000271015456303203,-0.0007779235867388934,0.14706772083348355,0.4385148289576066,-7.461977375194939e-05,3.489117299543265e-05,0.14624091841037345,0.44124680303666547,-0.00010904957124102665,-8.878455815375386e-05,0.15211147221287802,0.4544272584564816,-8.574167634012309e-05,-0.00014782372571614522,0.13915744920239276,0.4147667511402738,-0.0004004750987461059,-0.001163544059363697,0.1505136312461097,0.44666611610260987,-0.00010429625872479531,-0.00013688512867171543,0.14919527395608015,0.4449260303212013,-0.00015254743427700612,-0.0003492813450980403,-0.00033574527752465444,-0.0009707338230512952,-8.945801623837235e-05,-5.099697783814139e-05,-0.00016707294488550276,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.300_gw0.200_t0.99,sigma,0.5,1.1,0.05,0.3,0.2,0.99,0.14951789252017067,0.45382312779320283,-2.8666256209786134e-05,2.302753993643769e-05,0.13572719880165077,0.4059745133410692,-0.00029020770295198894,-0.0009962843760288331,0.14707346850171876,0.43836248024995667,-6.887210551673184e-05,-0.00011745753465447484,0.14626076082322945,0.4411259103030447,-8.920715838503512e-05,-0.00020967729177451266,0.15216118302526158,0.45447942576660116,-3.6030863956565407e-05,-9.565641559655669e-05,0.13917722071041172,0.4147026945368294,-0.0003807035907271439,-0.0012276006628080816,0.15053244720222275,0.4466023162912174,-8.548030261174011e-05,-0.00020068494006419968,0.1492328133584354,0.44493174035734007,-0.0001150080319217428,-0.00034357130895928956,-0.0003354556468395664,-0.0011119425194184573,-7.717620406423598e-05,-0.00015907123735933726,-0.00014832680366232606,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.500_gw0.100_t0.99,sigma,0.5,1.1,0.05,0.5,0.1,0.99,0.14950821278558984,0.45380491350482904,-3.8345990790611406e-05,4.813251562651999e-06,0.1357311331402249,0.40600707729474916,-0.00028627336437786477,-0.0009637204223488793,0.1470802204144756,0.43840825306018383,-6.212019275989022e-05,-7.168472442731222e-05,0.14625710080104154,0.4411306886143417,-9.286718057294197e-05,-0.0002048989804775414,0.1521485172808533,0.454454067849771,-4.869660836484546e-05,-0.00012101433242672766,0.13917353586471748,0.4147001298692557,-0.00038438843642138454,-0.0012301653303817828,0.1505398357719098,0.4466398210382393,-7.809173292469551e-05,-0.00016318019304228937,0.14922595250617135,0.44492350425676486,-0.0001218688841858051,-0.0003518074095344992,-0.00033533090039962465,-0.001096942876365331,-7.010596284229287e-05,-0.00011743245873480079,-0.000149652720939882,True,True
sweep_dollar_ss0.50_asm1.00_w0.050_c40.000_gw5.000_t1.00,dollar,0.5,1.0,0.05,40.0,5.0,1.0,0.14953119247057156,0.45370433011404726,-1.5366305808894865e-05,-9.577013921913125e-05,0.13572790864834897,0.40602589494173497,-0.00028949785625378976,-0.0009449027753630768,0.14704691813029028,0.43817033972986313,-9.542247694521722e-05,-0.00030959805474800595,0.14626356187817283,0.44102660029438956,-8.640610344165522e-05,-0.00030898730042966394,0.15217667715430525,0.4544692040823035,-2.0536734912895982e-05,-0.00010587809989420771,0.13917795572844943,0.41474234937245047,-0.00037996857268943196,-0.0011879458271870091,0.15050896726788743,0.44645581220493674,-0.00010896023694706436,-0.0003471890263448407,0.14923756635211924,0.4449043064544675,-0.00011025503823791638,-0.0003710052118318652,-0.00033473321447161086,-0.001066424301275043,-0.00010219135694614079,-0.00032839354054642333,-0.0001516253639262157,True,True
sweep_sigma_ss0.50_asm1.00_w0.050_c0.650_gw0.100_t1.00,sigma,0.5,1.0,0.05,0.65,0.1,1.0,0.14954715970833454,0.4537540451270074,6.009319540867253e-07,-4.605512625899255e-05,0.1357272645953772,0.40596413626392436,-0.0002901419092255497,-0.001006661453173685,0.14711770621886494,0.43840728719285893,-2.463438837055354e-05,-7.265059175221023e-05,0.14628716128192673,0.4410913940582578,-6.280669968775077e-05,-0.0002441935365614101,0.15219596226861232,0.45451663227139466,-1.2516206058243995e-06,-5.844991080306006e-05,0.13918351957970077,0.4147111059110371,-0.00037440472143809855,-0.0012191892886003752,0.1505990735210239,0.44673119408787326,-1.885398381060166e-05,-7.180714340832006e-05,0.14926824158350563,0.4449814780391866,-7.957980685152632e-05,-0.0002938336271127717,-0.00033227331533182414,-0.0011129253708870301,-2.17441860905776e-05,-7.222886758026514e-05,-0.00011811428191609019,True,True
sweep_sigma_ss0.50_asm1.00_w0.050_c0.500_gw0.200_t0.99,sigma,0.5,1.0,0.05,0.5,0.2,0.99,0.14951364944464168,0.45383168164150234,-3.290933173877297e-05,3.158138823594614e-05,0.1357347235340016,0.4060736032184437,-0.0002826829706011613,-0.0008971944986543301,0.14709452339232518,0.4384495842983462,-4.781721491031732e-05,-3.035348626495571e-05,0.1462639405042133,0.4411683503860506,-8.602747740119043e-05,-0.00016723720876860027,0.15215466338101427,0.4544769748921002,-4.2550508203870185e-05,-9.810729009751551e-05,0.13917774129000135,0.4147646461526922,-0.00038018301113751374,-0.0011656490469452718,0.15056013122637363,0.4466970831255623,-5.7796278460864325e-05,-0.00010591810571930482,0.14923453476921084,0.44496161332211803,-0.00011328662114631904,-0.0003136983441813235,-0.00033143299086933753,-0.001031421772799801,-5.280674668559082e-05,-6.813579599213027e-05,-0.00014065655250874998,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.400_gw0.100_t0.98,sigma,0.5,1.1,0.05,0.4,0.1,0.98,0.14947487339656448,0.45388745058754987,-7.168537981597223e-05,8.735033428347583e-05,0.13574193563624787,0.4061319268253234,-0.0002754708683548879,-0.0008388708917746457,0.14706505844141027,0.43847709408443714,-7.728216582522651e-05,-2.843700174004482e-06,0.14623625806228918,0.4412189790971695,-0.00011370991932529995,-0.00011660849764971726,0.15210700240367442,0.45441806940813434,-9.021148554372305e-05,-0.00015701277406338088,0.13917107191505276,0.4147604530330715,-0.0003868523860861006,-0.0011698421665659597,0.15051084504147627,0.4466345599554079,-0.00010708246335822125,-0.0001684412758736764,0.14919476768745224,0.4449129547643863,-0.00015305370290491505,-0.00036235690191305236,-0.00033116162722049425,-0.0010043565291703027,-9.218231459172388e-05,-8.564248802384045e-05,-0.0001680974581640219,True,True
sweep_sigma_ss0.50_asm1.00_w0.050_c0.650_gw0.200_t1.00,sigma,0.5,1.0,0.05,0.65,0.2,1.0,0.14954857553828135,0.4537666873285457,2.016761900897057e-06,-3.3412924720699344e-05,0.13572768481788486,0.4059908395294394,-0.00028972168671789755,-0.0009799581876586694,0.14712029500772214,0.43840574874971755,-2.2045599513353942e-05,-7.41890348935903e-05,0.14628861190917397,0.4411040219487324,-6.135607244051045e-05,-0.00023156564608683983,0.1521970703263246,0.454528814345708,-1.435628935453348e-07,-4.6267836489699565e-05,0.13918863209354151,0.4147565762535788,-0.00036929220759734926,-0.0011737189460586661,0.15060454754541763,0.4467396253829294,-1.3379959416859322e-05,-6.337584835219845e-05,0.14927102426174313,0.44499958514765403,-7.679712861402566e-05,-0.00027572651864532505,-0.0003295069471576234,-0.0010768385668586677,-1.7712779465106632e-05,-6.878244162289437e-05,-0.00011542770903968473,True,True
sweep_sigma_ss0.50_asm0.90_w0.050_c0.650_gw0.100_t0.99,sigma,0.5,0.9,0.05,0.65,0.1,0.99,0.14951577794703247,0.45383546848589795,-3.0780829347987204e-05,3.536823263156075e-05,0.1357420479366569,0.40614752697234197,-0.00027535856794586033,-0.0008232707447560772,0.14711620416075097,0.43852497514503536,-2.6136446484525955e-05,4.503736042421602e-05,0.1462710232319063,0.44120053930968534,-7.894474970818188e-05,-0.00013504828513388745,0.1521566243242681,0.4544796495781586,-4.058956495003874e-05,-9.543260403910292e-05,0.13917683308373266,0.4147996106557016,-0.0003810912174062042,-0.0011306845439358892,0.1505892242233739,0.4467851569583944,-2.8703281460595864e-05,-1.7844272887201917e-05,0.1492413380243742,0.4449878137259777,-0.00010648336598295671,-0.0002874979403216793,-0.0003282248926760323,-0.0009769776443459832,-2.741986397256091e-05,1.3596543768507052e-05,-0.00013044331793253539,True,True
sweep_sigma_ss0.50_asm1.00_w0.050_c0.200_gw0.200_t0.98,sigma,0.5,1.0,0.05,0.2,0.2,0.98,0.14948622585633342,0.45393145861061546,-6.033292004703483e-05,0.0001313583573490651,0.1357475491092689,0.40616127792400664,-0.0002698573953338612,-0.0008095197930914066,0.14706387796098275,0.4384870857989496,-7.846264625274713e-05,7.1480143384872186e-06,0.1462439514458344,0.4412532404091613,-0.00010601653578007353,-8.23471856579161e-05,0.15212160477763847,0.45445461798426223,-7.560911157966643e-05,-0.00012046419793548813,0.13917608001547882,0.4147947427195288,-0.00038184428566004347,-0.0011355524801086592,0.15050824668679466,0.44664248102153187,-0.00010968081803983121,-0.00016052020974971493,0.14920401197868258,0.4449433343053079,-0.00014380941167457806,-0.00033197736099144226,-0.00032585084049695234,-0.0009725361366000329,-9.407173214628917e-05,-7.668609770561385e-05,-0.00016263119615219737,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.400_gw0.200_t0.99,sigma,0.5,1.1,0.05,0.4,0.2,0.99,0.14951498581553713,0.4538207852225565,-3.1572960843329057e-05,2.0684969290085675e-05,0.13573715889136467,0.4060239457654634,-0.00028024761323808267,-0.0009468519516346308,0.14708183223597415,0.4383952159359413,-6.05083712613419e-05,-8.472184866986643e-05,0.14626269137430228,0.4411409774215601,-8.727660731219777e-05,-0.00019461017325911323,0.15215711623765693,0.4544737752104977,-4.009765156121059e-05,-0.00010130697170002145,0.13918742478068252,0.4147439180990812,-0.00037049952045634105,-0.0011863771005563017,0.15054313818051943,0.4466376521397949,-7.478932431506657e-05,-0.00016534909148668842,0.14923455446741818,0.4449436714851897,-0.000113266922938976,-0.0003316401811096492,-0.00032537356684721186,-0.0010666145260954663,-6.764884778820424e-05,-0.00012503547007827742,-0.00014295257361256197,True,True
