dataset,candidate,label,hazard_ask_max,fallback,fallback_ask_max,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive
v21,hazard_ask75_else_score60_ask80,hazard_ask<=75_else_score60_ask80_ask<=80,75.0,score60_ask80,80.0,221,210,154,56,0.7333333333333333,0.9502262443438914,0.6697233780582907,67.0,67.67619047619047,71.0,0,0,779.5278185,420.0,14212.0,14632.0,1188.0,768.0,0.08359133126934984,0.05248769819573537,3.657142857142857,3.475113122171946,0.6967619047619047,0.03657142857142859,132,126,89,37,0.7063492063492064,0.9545454545454546,0.6216697176328737,67.0,67.34126984126983,71.0,0,0,779.7675320000001,252.0,8485.0,8737.0,415.0,163.0,0.04890984089569829,0.018656289344168478,1.2936507936507937,1.2348484848484849,0.6934126984126985,0.012936507936507913,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,67.81818181818181,71.0,0,0,779.2121585,88.0,2984.0,3072.0,516.0,428.0,0.17292225201072386,0.13932291666666666,9.727272727272727,9.727272727272727,0.6981818181818182,0.09727272727272718,45,40,30,10,0.75,0.8888888888888888,0.5980603857923198,67.5,68.575,72.25,0,0,779.279792,80.0,2743.0,2823.0,257.0,177.0,0.0936930368209989,0.06269925611052073,4.425,3.933333333333333,0.70575,0.04425000000000001,True,True,True
v21,hazard_ask75_else_logit55_edge15_ask80,hazard_ask<=75_else_logit55_edge15_ask80_ask<=80,75.0,logit55_edge15_ask80,80.0,221,211,152,59,0.7203791469194313,0.9547511312217195,0.6562951962989501,67.0,67.46445497630332,71.0,0,0,779.489766,422.0,14235.0,14657.0,965.0,543.0,0.06779065683175273,0.037047144709012755,2.5734597156398102,2.4570135746606336,0.6946445497630331,0.025734597156398142,132,126,88,38,0.6984126984126984,0.9545454545454546,0.6133833019085098,66.0,67.19047619047619,71.0,0,0,779.801117,252.0,8466.0,8718.0,334.0,82.0,0.039451925348452634,0.009405827024546915,0.6507936507936508,0.6212121212121212,0.6919047619047619,0.006507936507936463,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.56818181818181,70.25,0,0,779.3057875,88.0,2973.0,3061.0,427.0,339.0,0.1436259670366633,0.11074812152891211,7.704545454545454,7.704545454545454,0.6956818181818183,0.07704545454545442,45,41,30,11,0.7317073170731707,0.9111111111111111,0.5806646689292336,67.0,68.1951219512195,72.0,0,0,779.132922,82.0,2796.0,2878.0,204.0,122.0,0.07296137339055794,0.0423905489923558,2.975609756097561,2.7111111111111112,0.7019512195121951,0.029756097560975636,True,True,True
v21,hazard_ask75_else_score60_ask95,hazard_ask<=75_else_score60_ask95_ask<=95,75.0,score60_ask95,95.0,221,219,162,57,0.7397260273972602,0.9909502262443439,0.6778350728003982,67.0,68.85844748858447,72.0,0,0,779.504859,424.0,15080.0,15504.0,1120.0,696.0,0.07427055702917772,0.04489164086687306,3.1780821917808217,3.1493212669683257,0.707945205479452,0.03178082191780818,132,131,93,38,0.7099236641221374,0.9924242424242424,0.6271154560889036,68.0,68.57251908396947,71.0,0,0,779.745618,255.0,8983.0,9238.0,317.0,62.0,0.03528887899365468,0.006711409395973154,0.4732824427480916,0.4696969696969697,0.7051908396946566,0.004732824427480797,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.06818181818181,71.0,0,0,779.2121585,86.0,2995.0,3081.0,505.0,419.0,0.1686143572621035,0.13599480688088283,9.522727272727273,9.522727272727273,0.7002272727272728,0.0952272727272726,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,68.5,70.5,78.0,0,0,779.4280695,83.0,3102.0,3185.0,298.0,215.0,0.09606705351386202,0.06750392464678179,4.886363636363637,4.777777777777778,0.7238636363636363,0.04886363636363644,True,True,True
v21,hazard_ask75_else_logit55_edge15_ask95,hazard_ask<=75_else_logit55_edge15_ask95_ask<=95,75.0,logit55_edge15_ask95,95.0,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard_ask80_else_score60_ask70,hazard_ask<=80_else_score60_ask70_ask<=70,80.0,score60_ask70,70.0,221,210,154,56,0.7333333333333333,0.9502262443438914,0.6697233780582907,67.0,67.67619047619047,71.0,0,0,779.5278185,420.0,14212.0,14632.0,1188.0,768.0,0.08359133126934984,0.05248769819573537,3.657142857142857,3.475113122171946,0.6967619047619047,0.03657142857142859,132,126,89,37,0.7063492063492064,0.9545454545454546,0.6216697176328737,67.0,67.34126984126983,71.0,0,0,779.7675320000001,252.0,8485.0,8737.0,415.0,163.0,0.04890984089569829,0.018656289344168478,1.2936507936507937,1.2348484848484849,0.6934126984126985,0.012936507936507913,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,67.81818181818181,71.0,0,0,779.2121585,88.0,2984.0,3072.0,516.0,428.0,0.17292225201072386,0.13932291666666666,9.727272727272727,9.727272727272727,0.6981818181818182,0.09727272727272718,45,40,30,10,0.75,0.8888888888888888,0.5980603857923198,67.5,68.575,72.25,0,0,779.279792,80.0,2743.0,2823.0,257.0,177.0,0.0936930368209989,0.06269925611052073,4.425,3.933333333333333,0.70575,0.04425000000000001,True,True,True
v21,hazard_ask80_else_logit55_edge15_ask70,hazard_ask<=80_else_logit55_edge15_ask70_ask<=70,80.0,logit55_edge15_ask70,70.0,221,211,152,59,0.7203791469194313,0.9547511312217195,0.6562951962989501,67.0,67.46445497630332,71.0,0,0,779.489766,422.0,14235.0,14657.0,965.0,543.0,0.06779065683175273,0.037047144709012755,2.5734597156398102,2.4570135746606336,0.6946445497630331,0.025734597156398142,132,126,88,38,0.6984126984126984,0.9545454545454546,0.6133833019085098,66.0,67.19047619047619,71.0,0,0,779.801117,252.0,8466.0,8718.0,334.0,82.0,0.039451925348452634,0.009405827024546915,0.6507936507936508,0.6212121212121212,0.6919047619047619,0.006507936507936463,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.56818181818181,70.25,0,0,779.3057875,88.0,2973.0,3061.0,427.0,339.0,0.1436259670366633,0.11074812152891211,7.704545454545454,7.704545454545454,0.6956818181818183,0.07704545454545442,45,41,30,11,0.7317073170731707,0.9111111111111111,0.5806646689292336,67.0,68.1951219512195,72.0,0,0,779.132922,82.0,2796.0,2878.0,204.0,122.0,0.07296137339055794,0.0423905489923558,2.975609756097561,2.7111111111111112,0.7019512195121951,0.029756097560975636,True,True,True
v21,hazard_ask80_else_score60_ask75,hazard_ask<=80_else_score60_ask75_ask<=75,80.0,score60_ask75,75.0,221,210,154,56,0.7333333333333333,0.9502262443438914,0.6697233780582907,67.0,67.67619047619047,71.0,0,0,779.5278185,420.0,14212.0,14632.0,1188.0,768.0,0.08359133126934984,0.05248769819573537,3.657142857142857,3.475113122171946,0.6967619047619047,0.03657142857142859,132,126,89,37,0.7063492063492064,0.9545454545454546,0.6216697176328737,67.0,67.34126984126983,71.0,0,0,779.7675320000001,252.0,8485.0,8737.0,415.0,163.0,0.04890984089569829,0.018656289344168478,1.2936507936507937,1.2348484848484849,0.6934126984126985,0.012936507936507913,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,67.81818181818181,71.0,0,0,779.2121585,88.0,2984.0,3072.0,516.0,428.0,0.17292225201072386,0.13932291666666666,9.727272727272727,9.727272727272727,0.6981818181818182,0.09727272727272718,45,40,30,10,0.75,0.8888888888888888,0.5980603857923198,67.5,68.575,72.25,0,0,779.279792,80.0,2743.0,2823.0,257.0,177.0,0.0936930368209989,0.06269925611052073,4.425,3.933333333333333,0.70575,0.04425000000000001,True,True,True
v21,hazard_ask80_else_logit55_edge15_ask75,hazard_ask<=80_else_logit55_edge15_ask75_ask<=75,80.0,logit55_edge15_ask75,75.0,221,211,152,59,0.7203791469194313,0.9547511312217195,0.6562951962989501,67.0,67.46445497630332,71.0,0,0,779.489766,422.0,14235.0,14657.0,965.0,543.0,0.06779065683175273,0.037047144709012755,2.5734597156398102,2.4570135746606336,0.6946445497630331,0.025734597156398142,132,126,88,38,0.6984126984126984,0.9545454545454546,0.6133833019085098,66.0,67.19047619047619,71.0,0,0,779.801117,252.0,8466.0,8718.0,334.0,82.0,0.039451925348452634,0.009405827024546915,0.6507936507936508,0.6212121212121212,0.6919047619047619,0.006507936507936463,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.56818181818181,70.25,0,0,779.3057875,88.0,2973.0,3061.0,427.0,339.0,0.1436259670366633,0.11074812152891211,7.704545454545454,7.704545454545454,0.6956818181818183,0.07704545454545442,45,41,30,11,0.7317073170731707,0.9111111111111111,0.5806646689292336,67.0,68.1951219512195,72.0,0,0,779.132922,82.0,2796.0,2878.0,204.0,122.0,0.07296137339055794,0.0423905489923558,2.975609756097561,2.7111111111111112,0.7019512195121951,0.029756097560975636,True,True,True
v21,hazard_ask80_else_score60_ask80,hazard_ask<=80_else_score60_ask80_ask<=80,80.0,score60_ask80,80.0,221,210,154,56,0.7333333333333333,0.9502262443438914,0.6697233780582907,67.0,67.67619047619047,71.0,0,0,779.5278185,420.0,14212.0,14632.0,1188.0,768.0,0.08359133126934984,0.05248769819573537,3.657142857142857,3.475113122171946,0.6967619047619047,0.03657142857142859,132,126,89,37,0.7063492063492064,0.9545454545454546,0.6216697176328737,67.0,67.34126984126983,71.0,0,0,779.7675320000001,252.0,8485.0,8737.0,415.0,163.0,0.04890984089569829,0.018656289344168478,1.2936507936507937,1.2348484848484849,0.6934126984126985,0.012936507936507913,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,67.81818181818181,71.0,0,0,779.2121585,88.0,2984.0,3072.0,516.0,428.0,0.17292225201072386,0.13932291666666666,9.727272727272727,9.727272727272727,0.6981818181818182,0.09727272727272718,45,40,30,10,0.75,0.8888888888888888,0.5980603857923198,67.5,68.575,72.25,0,0,779.279792,80.0,2743.0,2823.0,257.0,177.0,0.0936930368209989,0.06269925611052073,4.425,3.933333333333333,0.70575,0.04425000000000001,True,True,True
v21,hazard_ask80_else_logit55_edge15_ask80,hazard_ask<=80_else_logit55_edge15_ask80_ask<=80,80.0,logit55_edge15_ask80,80.0,221,211,152,59,0.7203791469194313,0.9547511312217195,0.6562951962989501,67.0,67.46445497630332,71.0,0,0,779.489766,422.0,14235.0,14657.0,965.0,543.0,0.06779065683175273,0.037047144709012755,2.5734597156398102,2.4570135746606336,0.6946445497630331,0.025734597156398142,132,126,88,38,0.6984126984126984,0.9545454545454546,0.6133833019085098,66.0,67.19047619047619,71.0,0,0,779.801117,252.0,8466.0,8718.0,334.0,82.0,0.039451925348452634,0.009405827024546915,0.6507936507936508,0.6212121212121212,0.6919047619047619,0.006507936507936463,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.56818181818181,70.25,0,0,779.3057875,88.0,2973.0,3061.0,427.0,339.0,0.1436259670366633,0.11074812152891211,7.704545454545454,7.704545454545454,0.6956818181818183,0.07704545454545442,45,41,30,11,0.7317073170731707,0.9111111111111111,0.5806646689292336,67.0,68.1951219512195,72.0,0,0,779.132922,82.0,2796.0,2878.0,204.0,122.0,0.07296137339055794,0.0423905489923558,2.975609756097561,2.7111111111111112,0.7019512195121951,0.029756097560975636,True,True,True
v21,hazard_ask80_else_score60_ask95,hazard_ask<=80_else_score60_ask95_ask<=95,80.0,score60_ask95,95.0,221,219,162,57,0.7397260273972602,0.9909502262443439,0.6778350728003982,67.0,68.85844748858447,72.0,0,0,779.504859,424.0,15080.0,15504.0,1120.0,696.0,0.07427055702917772,0.04489164086687306,3.1780821917808217,3.1493212669683257,0.707945205479452,0.03178082191780818,132,131,93,38,0.7099236641221374,0.9924242424242424,0.6271154560889036,68.0,68.57251908396947,71.0,0,0,779.745618,255.0,8983.0,9238.0,317.0,62.0,0.03528887899365468,0.006711409395973154,0.4732824427480916,0.4696969696969697,0.7051908396946566,0.004732824427480797,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.06818181818181,71.0,0,0,779.2121585,86.0,2995.0,3081.0,505.0,419.0,0.1686143572621035,0.13599480688088283,9.522727272727273,9.522727272727273,0.7002272727272728,0.0952272727272726,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,68.5,70.5,78.0,0,0,779.4280695,83.0,3102.0,3185.0,298.0,215.0,0.09606705351386202,0.06750392464678179,4.886363636363637,4.777777777777778,0.7238636363636363,0.04886363636363644,True,True,True
v21,hazard_ask80_else_logit55_edge15_ask95,hazard_ask<=80_else_logit55_edge15_ask95_ask<=95,80.0,logit55_edge15_ask95,95.0,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
