policy,source,market,ts_wall,side,reason,p_side,ask_cents,ask_prob,v28_minus_ask_prob,edge_cents,raw_edge_cents,seconds_to_close,sigma_t_dollars,abs_d_sigma,eligible_depth,recross_hazard_score,h6_recross_hazard_high,book_age_ms,btc_age_ms,actionable,status,result,side_won,gross_cents,hold_gross_cents
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY070900-00,2026-05-07T12:48:06.816982+00:00,no,p_below_floor,0.606083,52.0,0.52,0.08608300000000002,4.608252,6.608252,713.192,101.418537,0.253011,1080.85,0.7010000307286993,True,235.0,593.0,True,finalized,yes,False,-104,-104
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY070915-15,2026-05-07T13:02:06.973103+00:00,no,p_below_floor,0.829868,77.0,0.77,0.05986800000000003,2.486843,4.486843,773.03,103.927772,0.794638,54.99,0.435112578184384,True,250.0,94.0,True,finalized,no,True,46,46
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY070930-30,2026-05-07T13:18:32.147699+00:00,yes,edge_below_floor,0.851432,80.0,0.8,0.05143199999999992,1.643179,3.643179,687.852,103.762643,0.861823,647.03,0.383161883619703,True,375.0,15.0,True,finalized,yes,True,40,40
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY070945-45,2026-05-07T13:30:39.290511+00:00,no,p_below_floor,0.532085,48.0,0.48,0.05208500000000005,1.208522,3.208522,860.716,119.10871,0.067417,10.0,1.0888633329884525,True,0.0,16.0,True,finalized,no,True,104,104
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY071000-00,2026-05-07T13:45:51.046663+00:00,no,p_below_floor,0.720981,66.0,0.66,0.06098099999999995,2.098125,4.098125,848.956,127.19827,0.560582,100.0,0.7052528853810713,True,16.0,0.0,True,finalized,no,True,68,68
book_plus_05_no_cheap_yes_boundary,approved_entry,KXBTC15M-26MAY071015-15,2026-05-07T14:05:16.239793+00:00,no,approved_entry,0.861092,78.0,0.78,0.08109199999999994,4.609185,6.609185,583.765,132.227045,0.936079,29.38,0.41762272221317515,True,469.0,16.0,True,finalized,yes,False,2,-156
book_plus_05_no_cheap_yes_boundary,approved_entry,KXBTC15M-26MAY071030-30,2026-05-07T14:16:08.501513+00:00,no,approved_entry,0.852355,77.0,0.77,0.08235499999999996,4.735533,6.735533,831.511,157.101305,0.888885,300.0,0.5927426169341831,True,907.0,0.0,True,finalized,no,True,-24,46
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY071045-45,2026-05-07T14:31:17.155911+00:00,no,p_below_floor,0.826507,73.0,0.73,0.09650700000000001,6.15074,8.15074,822.844,140.521597,0.817739,200.99,0.5931179124200848,True,31.0,16.0,True,finalized,no,True,54,54
book_plus_05_no_cheap_yes_boundary,approved_entry,KXBTC15M-26MAY071100-00,2026-05-07T14:51:41.459433+00:00,yes,approved_entry,0.884041,83.0,0.83,0.054041000000000006,2.404098,4.404098,498.551,112.542499,1.010241,110.0,0.30500573389101787,True,344.0,16.0,True,finalized,no,False,4,-166
book_plus_05_no_cheap_yes_boundary,approved_entry,KXBTC15M-26MAY071115-15,2026-05-07T15:08:31.022852+00:00,yes,approved_entry,0.891894,84.0,0.84,0.051893999999999996,2.189408,4.189408,388.98,95.86554,1.052672,1139.25,0.21995572150628764,False,265.0,0.0,True,finalized,yes,True,14,32
book_plus_05_no_cheap_yes_boundary,approved_entry,KXBTC15M-26MAY071130-30,2026-05-07T15:18:38.937985+00:00,no,approved_entry,0.916601,85.0,0.85,0.06660100000000002,3.660104,5.660104,681.063,124.589021,1.183451,741.0,0.33188369997953837,True,500.0,16.0,True,finalized,no,True,30,30
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY071145-45,2026-05-07T15:31:01.072973+00:00,yes,p_below_floor,0.742383,69.0,0.69,0.05238300000000007,1.738254,3.738254,838.927,158.844651,0.54163,1529.64,0.8425684056643667,True,1000.0,875.0,True,finalized,yes,True,62,62
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY071200-00,2026-05-07T15:52:30.245615+00:00,yes,p_below_floor,0.485438,42.0,0.42,0.065438,2.54382,4.54382,449.755,112.140184,0.058454,41.0,0.7477247566480145,True,484.0,1078.0,True,finalized,no,False,-84,-84
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY071215-15,2026-05-07T16:01:57.693172+00:00,yes,p_below_floor,0.530384,47.0,0.47,0.06038399999999999,2.038384,4.038384,782.308,137.159356,0.026648,10.05,1.2451451719991744,True,329.0,0.0,True,finalized,no,False,-94,-94
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY071230-30,2026-05-07T16:20:37.769573+00:00,yes,p_below_floor,0.563905,51.0,0.51,0.05390499999999998,1.390518,3.390518,562.23,121.615001,0.13662,71.0,0.8384739774722361,True,844.0,0.0,True,finalized,yes,True,98,98
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY071245-45,2026-05-07T16:33:01.267175+00:00,yes,p_below_floor,0.6248,56.0,0.56,0.06479999999999997,2.479997,4.479997,718.733,136.14199,0.321099,11.1,0.8824764177724596,True,640.0,0.0,True,finalized,no,False,-112,-112
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY071300-00,2026-05-07T16:53:53.378864+00:00,yes,p_below_floor,0.502685,43.0,0.43,0.07268500000000006,3.268521,5.268521,366.622,85.029325,0.012349,3146.77,0.5360356020400235,True,906.0,0.0,True,finalized,no,False,-86,-86
book_plus_05_no_cheap_yes_boundary,rejected_actionable,KXBTC15M-26MAY071315-15,2026-05-07T17:01:21.146124+00:00,yes,p_below_floor,0.581409,52.0,0.52,0.061408999999999936,2.140866,4.140866,818.854,126.7122,0.159495,50.0,1.030463505524254,True,1000.0,1110.0,True,finalized,yes,True,96,96
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY051300-00,2026-05-05T16:50:05.755107+00:00,yes,approved_entry,0.867375,81.0,0.81,0.057374999999999954,2.23752,4.23752,594.247,115.035336,0.93606,65.0,0.36657919808610573,True,578.0,31.0,True,finalized,yes,True,36,38
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY051330-30,2026-05-05T17:21:10.942716+00:00,yes,approved_entry,0.879391,82.0,0.82,0.05939100000000008,2.439055,4.439055,529.068,106.389306,0.992205,7.02,0.30242891547156237,True,469.0,0.0,True,finalized,yes,True,0,36
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051430-30,2026-05-05T18:19:40.632845+00:00,no,edge_below_floor,0.850039,82.0,0.82,0.030039000000000038,-0.496087,1.503913,619.367,116.590494,0.85127,1689.56,0.41287069208660115,True,969.0,0.0,True,finalized,no,True,36,36
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051445-45,2026-05-05T18:30:36.006338+00:00,yes,p_below_floor,0.399514,36.0,0.36,0.039513999999999994,-0.048577,1.951423,863.994,137.484696,0.241845,1150.39,1.0576854189228526,True,0.0,641.0,True,finalized,yes,True,128,128
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051500-00,2026-05-05T18:50:36.473925+00:00,no,p_below_floor,0.334134,29.0,0.29,0.04413400000000001,0.913392,2.913392,563.527,105.331834,0.399974,689.96,0.5587136151720602,True,188.0,563.0,True,finalized,no,True,142,142
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051515-15,2026-05-05T19:02:10.924489+00:00,yes,p_below_floor,0.411483,38.0,0.38,0.03148299999999998,-0.85165,1.14835,769.077,122.117995,0.198169,420.75,0.9259331205896759,True,32.0,78.0,True,finalized,no,False,-76,-76
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051530-30,2026-05-05T19:17:10.516924+00:00,yes,p_below_floor,0.813599,77.0,0.77,0.04359899999999994,0.85995,2.85995,769.483,117.68131,0.758404,72.36,0.5097005262572569,True,1000.0,328.0,True,finalized,yes,True,46,46
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051545-45,2026-05-05T19:33:57.003461+00:00,no,p_below_floor,0.325644,29.0,0.29,0.03564400000000001,0.064409,2.064409,663.005,107.41064,0.414856,1.0,0.6088562658693754,True,625.0,672.0,True,finalized,yes,False,-29,-29
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051600-00,2026-05-05T19:47:25.554789+00:00,yes,p_below_floor,0.384083,34.0,0.34,0.04408299999999998,0.408346,2.408346,754.447,115.205424,0.251898,791.25,0.8199136723474661,True,719.0,16.0,True,finalized,no,False,-68,-68
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051615-15,2026-05-05T20:03:18.460825+00:00,no,p_below_floor,0.267824,22.0,0.22,0.047824000000000005,1.282362,3.282362,701.541,111.504238,0.53572,692.56,0.5761511171726419,True,31.0,0.0,True,finalized,yes,False,-44,-44
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051630-30,2026-05-05T20:15:52.614574+00:00,yes,p_below_floor,0.373034,33.0,0.33,0.04303399999999996,0.303358,2.303358,847.385,129.276244,0.269732,47.03,0.9578438998269353,True,984.0,0.0,True,finalized,no,False,-66,-66
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051645-45,2026-05-05T20:32:34.444115+00:00,no,p_below_floor,0.283146,18.0,0.18,0.10314600000000002,6.814569,8.814569,745.559,120.940866,0.494457,946.0,0.6713560102895308,True,47.0,265.0,True,finalized,yes,False,-36,-36
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051700-00,2026-05-05T20:51:07.096574+00:00,no,p_below_floor,0.671507,62.0,0.62,0.05150699999999997,1.150692,3.150692,532.903,94.258823,0.387762,73.48,0.492177712450351,True,360.0,1485.0,True,finalized,no,True,76,76
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY051715-15,2026-05-05T21:03:37.881802+00:00,yes,approved_entry,0.877551,82.0,0.82,0.05755100000000002,2.255072,4.255072,682.131,97.818587,0.960247,27.0,0.3259898292285944,True,906.0,15.0,True,finalized,no,False,-28,-164
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051730-30,2026-05-05T21:18:36.981301+00:00,no,p_below_floor,0.744177,70.0,0.7,0.04417700000000002,0.917658,2.917658,683.019,95.675747,0.559285,58.46,0.47643385019918455,True,63.0,188.0,True,finalized,no,True,60,60
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051745-45,2026-05-05T21:30:31.244987+00:00,no,p_below_floor,0.78022,71.0,0.71,0.07022000000000006,3.52204,5.52204,868.757,107.444854,0.665923,40.0,0.5423839624480261,True,0.0,594.0,True,finalized,no,True,58,58
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051800-00,2026-05-05T21:47:35.087787+00:00,yes,p_below_floor,0.830241,79.0,0.79,0.04024099999999997,0.524076,2.524076,744.912,96.445061,0.794753,129.65,0.39632765739265674,True,31.0,859.0,True,finalized,yes,True,42,42
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051815-15,2026-05-05T22:00:16.340721+00:00,yes,p_below_floor,0.77913,74.0,0.74,0.03913,0.41302,2.41302,883.663,103.02218,0.669176,1504.55,0.5227973434259201,True,0.0,344.0,True,finalized,no,False,-148,-148
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051830-30,2026-05-05T22:17:00.468759+00:00,yes,p_below_floor,0.58124,31.0,0.31,0.27124,23.623991,25.623991,779.531,100.102356,0.180915,186.2,0.777444424872164,True,922.0,0.0,True,finalized,yes,True,138,138
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY051845-45,2026-05-05T22:30:45.039013+00:00,no,approved_entry,0.864024,79.0,0.79,0.07402399999999998,3.902414,5.902414,854.974,103.506064,0.885262,97.0,0.4162522477382457,True,968.0,0.0,True,finalized,no,True,42,42
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051900-00,2026-05-05T22:46:08.719237+00:00,yes,p_below_floor,0.639842,53.0,0.53,0.109842,6.984175,8.984175,831.283,118.840133,0.262538,510.0,0.8784105018067421,True,703.0,0.0,True,finalized,yes,True,94,94
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051915-15,2026-05-05T23:05:20.667619+00:00,no,p_below_floor,0.707359,53.0,0.53,0.17735899999999993,13.735933,15.735933,579.332,118.654984,0.495807,10.0,0.5798320873520214,True,937.0,16.0,True,finalized,yes,False,-106,-106
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051930-30,2026-05-05T23:22:16.346945+00:00,yes,p_below_floor,0.128771,8.0,0.08,0.048770999999999995,1.877067,3.877067,463.653,95.489671,0.949527,599.12,0.26519012185552593,True,32.0,0.0,True,finalized,no,False,-16,-16
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY051945-45,2026-05-05T23:33:23.957336+00:00,yes,p_below_floor,0.613944,51.0,0.51,0.10394400000000004,6.394396,8.394396,696.051,101.037802,0.208932,946.97,0.7210164136419789,True,203.0,0.0,True,finalized,yes,True,98,98
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052000-00,2026-05-05T23:48:35.401657+00:00,yes,p_below_floor,0.412095,37.0,0.37,0.042094999999999994,0.209463,2.209463,684.598,98.890521,0.195064,499.79,0.7096365967354681,True,312.0,0.0,True,finalized,no,False,-74,-74
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY052015-15,2026-05-06T00:03:31.958528+00:00,yes,approved_entry,0.91064,85.0,0.85,0.06064000000000003,3.064008,5.064008,688.041,100.603062,1.137938,27.53,0.28190119029157684,True,94.0,16.0,True,finalized,yes,True,30,30
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052030-30,2026-05-06T00:17:01.730758+00:00,yes,p_below_floor,0.781441,53.0,0.53,0.251441,21.144061,23.144061,778.27,116.149502,0.690834,551.0,0.5412972843124103,True,32.0,0.0,True,finalized,no,False,-106,-106
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052045-45,2026-05-06T00:32:06.202799+00:00,yes,p_below_floor,0.590266,56.0,0.56,0.030265999999999904,-0.973411,1.026589,773.798,118.615496,0.161783,121.0,0.9355618667795917,True,593.0,0.0,True,finalized,no,False,-112,-112
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052100-00,2026-05-06T00:47:12.201980+00:00,yes,p_below_floor,0.417913,31.0,0.31,0.10791299999999998,7.291329,9.291329,767.799,109.832476,0.19548,100.0,0.8343291267333653,True,843.0,0.0,True,finalized,yes,True,138,138
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052115-15,2026-05-06T01:04:05.270034+00:00,no,p_below_floor,0.257488,21.0,0.21,0.047488,1.248819,3.248819,654.731,104.173265,0.590939,502.0,0.4920677774075062,True,968.0,0.0,True,finalized,yes,False,-42,-42
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052130-30,2026-05-06T01:24:19.817461+00:00,no,p_below_floor,0.106237,5.0,0.05,0.056236999999999995,3.123692,5.123692,340.183,75.512715,1.084056,161.0,0.15702022489788864,False,203.0,0.0,True,finalized,yes,False,-10,-10
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052145-45,2026-05-06T01:35:20.258067+00:00,yes,edge_below_floor,0.865417,83.0,0.83,0.03541700000000003,0.541718,2.541718,579.745,97.20063,0.941969,94.92,0.30414059562596774,True,985.0,16.0,True,finalized,yes,True,34,34
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052200-00,2026-05-06T01:47:00.639948+00:00,yes,p_below_floor,0.591979,49.0,0.49,0.10197900000000004,6.197914,8.197914,779.362,111.59949,0.23432,363.58,0.8215739975054913,True,656.0,16.0,True,finalized,yes,True,102,102
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052215-15,2026-05-06T02:00:56.380859+00:00,yes,p_below_floor,0.377701,26.0,0.26,0.117701,8.270118,10.270118,843.624,123.637311,0.255505,40.0,0.9271251191620631,True,906.0,0.0,True,finalized,no,False,-52,-52
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052230-30,2026-05-06T02:21:58.070351+00:00,yes,p_below_floor,0.355247,30.0,0.3,0.05524699999999999,2.024652,4.024652,481.932,90.718397,0.344032,57.15,0.4706041967065952,True,734.0,0.0,True,finalized,no,False,-60,-60
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052245-45,2026-05-06T02:31:48.997791+00:00,yes,p_below_floor,0.36035,32.0,0.32,0.04035,0.035048,2.035048,791.002,107.107864,0.352262,1254.74,0.7059979691271967,True,578.0,31.0,True,finalized,yes,True,136,136
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052300-00,2026-05-06T02:49:02.570986+00:00,no,p_below_floor,0.197534,14.0,0.14,0.057533999999999974,2.753381,4.753381,657.432,97.611158,0.726966,518.0,0.4032610787631417,True,797.0,0.0,True,finalized,yes,False,-28,-28
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052315-15,2026-05-06T03:03:56.974693+00:00,no,p_below_floor,0.348543,26.0,0.26,0.08854299999999998,5.354287,7.354287,663.028,98.98727,0.380049,638.0,0.5809929242032397,True,250.0,16.0,True,finalized,yes,False,-52,-52
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052330-30,2026-05-06T03:21:05.292887+00:00,no,p_below_floor,0.699662,50.0,0.5,0.199662,15.966162,17.966162,534.711,87.7942,0.46142,71.07,0.4265912767767896,True,687.0,0.0,True,finalized,yes,False,-100,-100
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY052345-45,2026-05-06T03:31:50.554352+00:00,no,p_below_floor,0.640384,54.0,0.54,0.10038399999999992,6.038368,8.038368,789.447,117.407631,0.286438,563.54,0.8257301017422674,True,32.0,16.0,True,finalized,no,True,92,92
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060000-00,2026-05-06T03:52:01.049190+00:00,no,p_below_floor,0.678147,63.0,0.63,0.04814700000000005,0.81466,2.81466,478.951,90.537581,0.417064,2221.82,0.4352357696142842,True,625.0,16.0,True,finalized,yes,False,-126,-126
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060015-15,2026-05-06T04:05:50.426099+00:00,no,p_below_floor,0.643392,56.0,0.56,0.08339199999999991,4.339243,6.339243,549.577,90.060135,0.322451,143.25,0.5097848484443152,True,782.0,0.0,True,finalized,no,True,88,88
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060030-30,2026-05-06T04:15:46.967766+00:00,yes,p_below_floor,0.617077,51.0,0.51,0.10707699999999998,6.707692,8.707692,853.033,111.993405,0.270552,120.79,0.8318688646787503,True,516.0,32.0,True,finalized,no,False,-102,-102
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060045-45,2026-05-06T04:31:21.224300+00:00,no,p_below_floor,0.826505,79.0,0.79,0.03650500000000001,0.150509,2.150509,818.779,108.001132,0.802399,3376.74,0.4617564201649501,True,235.0,0.0,True,finalized,no,True,42,42
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060100-00,2026-05-06T04:49:02.856670+00:00,yes,edge_below_floor,0.851837,82.0,0.82,0.031837000000000004,-0.316276,1.683724,657.144,91.301113,0.848511,11.0,0.33394999817755644,True,47.0,0.0,True,finalized,no,False,-164,-164
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060115-15,2026-05-06T05:02:55.435272+00:00,no,p_below_floor,0.72616,68.0,0.68,0.04615999999999998,0.616006,2.616006,724.567,99.926283,0.542,1042.81,0.5214469653978052,True,47.0,453.0,True,finalized,no,True,64,64
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060130-30,2026-05-06T05:16:30.245149+00:00,no,p_below_floor,0.583476,55.0,0.55,0.03347599999999995,-0.652375,1.347625,809.758,104.948911,0.216486,170.0,0.8017069162345174,True,16.0,688.0,True,finalized,no,True,90,90
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060145-45,2026-05-06T05:33:10.830625+00:00,no,p_below_floor,0.723254,69.0,0.69,0.033254000000000006,-0.174619,1.825381,709.171,90.339393,0.517714,1253.83,0.4778494207848813,True,47.0,31.0,True,finalized,no,True,62,62
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060200-00,2026-05-06T05:48:08.220163+00:00,yes,edge_below_floor,0.858683,82.0,0.82,0.03868300000000002,0.368252,2.368252,711.781,91.775989,0.847498,17.94,0.3497174549616659,True,594.0,0.0,True,finalized,yes,True,36,36
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060215-15,2026-05-06T06:00:15.350074+00:00,yes,p_below_floor,0.583024,53.0,0.53,0.05302399999999996,1.302385,3.302385,884.651,100.454734,0.228362,2067.85,0.7926086054038434,True,0.0,15.0,True,finalized,no,False,-106,-106
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060230-30,2026-05-06T06:16:55.551133+00:00,no,p_below_floor,0.717693,67.0,0.67,0.047692999999999985,0.769331,2.769331,784.451,91.034906,0.518373,1123.61,0.5061078463951759,True,47.0,172.0,True,finalized,yes,False,-134,-134
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060245-45,2026-05-06T06:37:14.867753+00:00,yes,edge_below_floor,0.852976,82.0,0.82,0.032976000000000005,-0.20239,1.79761,465.133,67.749911,0.839115,25.0,0.21045198988135652,False,625.0,31.0,True,finalized,yes,True,36,36
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060300-00,2026-05-06T06:48:50.602375+00:00,yes,p_below_floor,0.82366,79.0,0.79,0.03365999999999991,-0.133989,1.866011,669.399,81.95306,0.748965,999.85,0.3342066462865104,True,47.0,140.0,True,finalized,yes,True,42,42
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060315-15,2026-05-06T07:03:35.332985+00:00,yes,p_below_floor,0.783841,73.0,0.73,0.05384100000000003,1.884126,3.884126,684.667,79.445357,0.645223,40.9,0.3634713430444812,True,63.0,500.0,True,finalized,yes,True,54,54
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060330-30,2026-05-06T07:15:15.855222+00:00,no,p_below_floor,0.63088,57.0,0.57,0.060880000000000045,2.087981,4.087981,884.146,92.697014,0.287388,1000.83,0.6892796561237851,True,0.0,234.0,True,finalized,yes,False,-114,-114
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060345-45,2026-05-06T07:32:31.748415+00:00,no,p_below_floor,0.702712,66.0,0.66,0.04271199999999997,0.271199,2.271199,748.254,91.765406,0.456054,85.03,0.5302986525608238,True,594.0,0.0,True,finalized,no,True,68,68
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060415-15,2026-05-06T08:03:18.135309+00:00,yes,edge_below_floor,0.916604,87.0,0.87,0.04660399999999998,1.66036,3.66036,701.865,93.646505,1.109919,309.03,0.27256206745314365,True,875.0,0.0,True,finalized,yes,True,26,26
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060430-30,2026-05-06T08:17:23.616790+00:00,yes,p_below_floor,0.378665,33.0,0.33,0.04866499999999996,0.866481,2.866481,756.384,94.386304,0.235733,63.0,0.6835674134526197,True,797.0,0.0,True,finalized,yes,True,134,134
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060445-45,2026-05-06T08:30:35.287901+00:00,no,p_below_floor,0.636374,45.0,0.45,0.18637399999999998,14.637394,16.637394,864.716,93.855224,0.322198,1140.0,0.6665690270808117,True,78.0,16.0,True,finalized,yes,False,-90,-90
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060500-00,2026-05-06T08:46:56.748188+00:00,no,p_below_floor,0.674136,61.0,0.61,0.06413599999999997,2.413631,4.413631,783.254,97.031391,0.377919,133.0,0.6203177051235377,True,875.0,16.0,True,finalized,yes,False,-122,-122
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY060515-15,2026-05-06T09:02:01.771447+00:00,no,approved_entry,0.882737,79.0,0.79,0.09273699999999996,5.773652,7.773652,778.232,112.071162,0.970009,83.0,0.3950550396110429,True,531.0,0.0,True,finalized,no,True,-26,42
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060530-30,2026-05-06T09:16:10.984992+00:00,yes,p_below_floor,0.588889,54.0,0.54,0.04888899999999996,0.888895,2.888895,829.016,112.883439,0.202598,274.74,0.8847146928303968,True,547.0,15.0,True,finalized,no,False,-108,-108
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060545-45,2026-05-06T09:31:32.441205+00:00,no,p_below_floor,0.626642,44.0,0.44,0.18664200000000003,14.664224,16.664224,807.56,100.518741,0.323422,82.0,0.6890532658346525,True,812.0,0.0,True,finalized,yes,False,-88,-88
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060600-00,2026-05-06T09:45:31.115998+00:00,no,p_below_floor,0.792357,75.0,0.75,0.04235699999999998,0.735659,2.735659,868.886,110.097291,0.672314,38.0,0.5522738981680996,True,0.0,219.0,True,finalized,no,True,50,50
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060615-15,2026-05-06T10:02:10.928748+00:00,yes,p_below_floor,0.777865,73.0,0.73,0.047865000000000046,1.28645,3.28645,769.072,112.991217,0.695983,122.21,0.5207692773887815,True,93.0,297.0,True,finalized,yes,True,54,54
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060630-30,2026-05-06T10:18:51.070658+00:00,yes,p_below_floor,0.732609,69.0,0.69,0.04260900000000001,0.760934,2.760934,668.93,97.918604,0.56261,100.0,0.4809455124186996,True,31.0,219.0,True,finalized,yes,True,62,62
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060645-45,2026-05-06T10:30:35.787089+00:00,yes,p_below_floor,0.689754,64.0,0.64,0.049753999999999965,0.975416,2.975416,864.213,112.768842,0.493753,2305.04,0.6744411499377241,True,1000.0,63.0,True,finalized,yes,True,72,72
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060700-00,2026-05-06T10:49:26.808090+00:00,no,edge_below_floor,0.860281,81.0,0.81,0.05028099999999991,1.528096,3.528096,633.193,97.844553,0.898159,1118.57,0.3342858192462624,True,609.0,0.0,True,finalized,yes,False,-162,-162
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060715-15,2026-05-06T11:01:55.472364+00:00,yes,p_below_floor,0.706716,65.0,0.65,0.05671599999999999,1.67161,3.67161,784.528,112.22592,0.516726,1415.93,0.624978235114277,True,0.0,860.0,True,finalized,yes,True,70,70
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060730-30,2026-05-06T11:15:32.603129+00:00,yes,p_below_floor,0.594884,56.0,0.56,0.034883999999999915,-0.511624,1.488376,867.397,115.310698,0.270357,1072.93,0.8638587785878552,True,734.0,0.0,True,finalized,yes,True,88,88
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060745-45,2026-05-06T11:34:33.996643+00:00,yes,p_below_floor,0.62726,53.0,0.53,0.09726000000000001,5.725985,7.725985,626.004,114.026913,0.322555,2305.41,0.6887963067510932,True,781.0,0.0,True,finalized,no,False,-106,-106
