dataset,candidate,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask,median_seconds_to_close
current,book55_margin_baseline,hour,4,16,10,6,0.625,4.0,0.25,58.0,827.364
current,book55_margin_baseline,hour,5,16,9,7,0.5625,-81.0,-5.0625,59.0,853.374
current,book55_margin_baseline,hour,6,16,14,2,0.875,339.0,21.1875,60.5,834.64
current,book55_margin_baseline,hour,7,16,6,10,0.375,-426.0,-26.625,61.0,836.4905
current,book55_margin_baseline,hour,8,16,10,6,0.625,-40.0,-2.5,61.0,829.933
current,book55_margin_baseline,hour,9,15,7,8,0.4666666666666667,-265.0,-17.666666666666668,60.0,857.749
current,book55_margin_baseline,action,baseline,305,198,107,0.6491803278688525,224.0,0.7344262295081967,60.0,835.94
current,book55_margin_baseline,impulse,<=0,48,32,16,0.6666666666666666,188.0,3.9166666666666665,60.5,844.3005
current,book55_margin_baseline,impulse,<=120,18,11,7,0.6111111111111112,-84.0,-4.666666666666667,62.0,834.69
current,book55_margin_baseline,impulse,<=40,165,106,59,0.6424242424242425,123.0,0.7454545454545455,60.0,830.798
current,book55_margin_baseline,impulse,<=80,55,38,17,0.6909090909090909,221.0,4.0181818181818185,62.0,844.534
current,book55_margin_baseline,impulse,>120,19,11,8,0.5789473684210527,-224.0,-11.789473684210526,63.0,841.628
current,book55_margin_baseline,over_margin,<=-20,28,21,7,0.75,339.0,12.107142857142858,60.0,854.289
current,book55_margin_baseline,over_margin,<=0,62,42,20,0.6774193548387096,227.0,3.661290322580645,61.0,829.6455000000001
current,book55_margin_baseline,over_margin,<=20,118,72,46,0.6101694915254238,-421.0,-3.5677966101694913,60.0,830.292
current,book55_margin_baseline,over_margin,<=40,48,34,14,0.7083333333333334,387.0,8.0625,59.0,839.598
current,book55_margin_baseline,over_margin,>40,49,29,20,0.5918367346938775,-308.0,-6.285714285714286,61.0,853.604
v21,book55_margin_baseline,split,holdout,44,30,14,0.6818181818181818,71.0,1.6136363636363635,61.5,839.3180465
v21,book55_margin_baseline,split,train,131,89,42,0.6793893129770993,402.0,3.068702290076336,61.0,839.519564
v21,book55_margin_baseline,split,validation,44,28,16,0.6363636363636364,27.0,0.6136363636363636,61.0,839.685401
v21,book55_margin_baseline,side,no,110,74,36,0.6727272727272727,303.0,2.7545454545454544,60.0,839.4882835000001
v21,book55_margin_baseline,side,yes,109,73,36,0.6697247706422018,197.0,1.8073394495412844,62.0,839.487817
v21,book55_margin_baseline,hour,0,7,5,2,0.7142857142857143,35.0,5.0,64.0,865.801326
v21,book55_margin_baseline,hour,1,8,5,3,0.625,-4.0,-0.5,61.0,779.8731680000001
v21,book55_margin_baseline,hour,10,10,9,1,0.9,232.0,23.2,63.5,809.27001
v21,book55_margin_baseline,hour,11,12,9,3,0.75,120.0,10.0,60.0,839.4742715
v21,book55_margin_baseline,hour,12,12,10,2,0.8333333333333334,184.0,15.333333333333334,65.0,809.443867
v21,book55_margin_baseline,hour,13,12,5,7,0.4166666666666667,-277.0,-23.083333333333332,62.0,839.2513094999999
v21,book55_margin_baseline,hour,14,12,7,5,0.5833333333333334,-92.0,-7.666666666666667,62.0,831.1948434999999
v21,book55_margin_baseline,hour,15,12,7,5,0.5833333333333334,-84.0,-7.0,60.5,839.3011735
v21,book55_margin_baseline,hour,16,9,7,2,0.7777777777777778,125.0,13.88888888888889,60.0,839.926839
v21,book55_margin_baseline,hour,17,8,5,3,0.625,-21.0,-2.625,61.5,839.5617454999999
v21,book55_margin_baseline,hour,18,8,5,3,0.625,-44.0,-5.5,64.5,809.5051605000001
v21,book55_margin_baseline,hour,19,8,5,3,0.625,-9.0,-1.125,61.5,866.5932165
v21,book55_margin_baseline,hour,2,8,4,4,0.5,-109.0,-13.625,61.0,809.4426735
v21,book55_margin_baseline,hour,20,8,4,4,0.5,-129.0,-16.125,63.5,839.8911395
v21,book55_margin_baseline,hour,21,8,7,1,0.875,200.0,25.0,59.5,861.9850974999999
v21,book55_margin_baseline,hour,22,8,7,1,0.875,205.0,25.625,59.5,839.3399015
v21,book55_margin_baseline,hour,23,8,7,1,0.875,194.0,24.25,60.5,848.6305904999999
v21,book55_margin_baseline,hour,3,8,3,5,0.375,-223.0,-27.875,63.5,839.3030785000001
v21,book55_margin_baseline,hour,4,10,7,3,0.7,41.0,4.1,60.5,809.5974575
v21,book55_margin_baseline,hour,5,12,9,3,0.75,142.0,11.833333333333334,59.5,848.5997995
v21,book55_margin_baseline,hour,6,8,5,3,0.625,-14.0,-1.75,61.0,839.4623205
v21,book55_margin_baseline,hour,7,8,4,4,0.5,-93.0,-11.625,58.5,839.5599119999999
v21,book55_margin_baseline,hour,8,7,3,4,0.42857142857142855,-151.0,-21.571428571428573,61.0,839.094062
v21,book55_margin_baseline,hour,9,8,8,0,1.0,272.0,34.0,59.5,851.0466415000001
v21,book55_margin_baseline,action,baseline,219,147,72,0.6712328767123288,500.0,2.2831050228310503,61.0,839.487817
v21,book55_margin_baseline,impulse,<=0,24,16,8,0.6666666666666666,76.0,3.1666666666666665,61.0,862.907318
v21,book55_margin_baseline,impulse,<=120,21,11,10,0.5238095238095238,-313.0,-14.904761904761905,63.0,839.282892
v21,book55_margin_baseline,impulse,<=40,110,75,35,0.6818181818181818,418.0,3.8,61.0,839.3244245000001
v21,book55_margin_baseline,impulse,<=80,53,37,16,0.6981132075471698,291.0,5.490566037735849,62.0,839.665566
v21,book55_margin_baseline,impulse,>120,11,8,3,0.7272727272727273,28.0,2.5454545454545454,66.0,839.422146
v21,book55_margin_baseline,over_margin,<=-20,20,14,6,0.7,123.0,6.15,62.0,860.544365
v21,book55_margin_baseline,over_margin,<=0,52,35,17,0.6730769230769231,95.0,1.8269230769230769,61.0,839.313017
v21,book55_margin_baseline,over_margin,<=20,68,43,25,0.6323529411764706,-165.0,-2.426470588235294,62.0,839.463395
v21,book55_margin_baseline,over_margin,<=40,45,32,13,0.7111111111111111,321.0,7.133333333333334,61.0,839.635674
v21,book55_margin_baseline,over_margin,>40,34,23,11,0.6764705882352942,126.0,3.7058823529411766,61.0,839.414284
current,mean55_baseline,split,holdout,62,42,20,0.6774193548387096,160.0,2.5806451612903225,61.0,851.269
current,mean55_baseline,split,train,182,113,69,0.6208791208791209,-157.0,-0.8626373626373627,60.5,849.3105
current,mean55_baseline,split,validation,61,35,26,0.5737704918032787,-418.0,-6.852459016393443,62.0,843.386
current,mean55_baseline,side,no,157,98,59,0.6242038216560509,-210.0,-1.3375796178343948,61.0,844.736
current,mean55_baseline,side,yes,148,92,56,0.6216216216216216,-205.0,-1.385135135135135,61.0,849.5415
current,mean55_baseline,hour,0,9,5,4,0.5555555555555556,-93.0,-10.333333333333334,64.0,862.117
current,mean55_baseline,hour,1,8,5,3,0.625,-4.0,-0.5,60.0,851.301
current,mean55_baseline,hour,10,12,10,2,0.8333333333333334,235.0,19.583333333333332,59.5,827.215
current,mean55_baseline,hour,11,12,8,4,0.6666666666666666,3.0,0.25,64.5,844.3865000000001
current,mean55_baseline,hour,12,12,9,3,0.75,114.0,9.5,64.0,844.8985
current,mean55_baseline,hour,13,12,6,6,0.5,-157.0,-13.083333333333334,62.5,858.3095000000001
current,mean55_baseline,hour,14,11,5,6,0.45454545454545453,-202.0,-18.363636363636363,63.0,850.101
current,mean55_baseline,hour,15,12,9,3,0.75,152.0,12.666666666666666,60.0,849.6375
current,mean55_baseline,hour,16,8,4,4,0.5,-105.0,-13.125,60.0,841.0225
current,mean55_baseline,hour,17,12,8,4,0.6666666666666666,41.0,3.4166666666666665,61.0,841.1885
current,mean55_baseline,hour,18,12,8,4,0.6666666666666666,48.0,4.0,61.5,839.088
current,mean55_baseline,hour,19,12,9,3,0.75,118.0,9.833333333333334,62.0,852.205
current,mean55_baseline,hour,2,14,9,5,0.6428571428571429,3.0,0.21428571428571427,61.0,835.8155
current,mean55_baseline,hour,20,12,9,3,0.75,161.0,13.416666666666666,58.0,845.6659999999999
current,mean55_baseline,hour,21,12,8,4,0.6666666666666666,24.0,2.0,61.0,844.929
current,mean55_baseline,hour,22,12,7,5,0.5833333333333334,-70.0,-5.833333333333333,61.5,850.3515
current,mean55_baseline,hour,23,12,9,3,0.75,132.0,11.0,60.0,854.8315
current,mean55_baseline,hour,3,16,7,9,0.4375,-293.0,-18.3125,61.0,839.6535
current,mean55_baseline,hour,4,16,11,5,0.6875,97.0,6.0625,59.0,837.976
current,mean55_baseline,hour,5,16,8,8,0.5,-190.0,-11.875,60.0,847.9590000000001
current,mean55_baseline,hour,6,16,13,3,0.8125,264.0,16.5,60.5,850.999
current,mean55_baseline,hour,7,16,5,11,0.3125,-495.0,-30.9375,60.0,843.96
current,mean55_baseline,hour,8,16,10,6,0.625,-32.0,-2.0,61.0,836.9784999999999
current,mean55_baseline,hour,9,15,8,7,0.5333333333333333,-166.0,-11.066666666666666,60.0,857.749
current,mean55_baseline,action,baseline,305,190,115,0.6229508196721312,-415.0,-1.360655737704918,61.0,847.098
current,mean55_baseline,impulse,<=0,59,42,17,0.711864406779661,395.0,6.694915254237288,62.0,842.534
current,mean55_baseline,impulse,<=120,14,7,7,0.5,-166.0,-11.857142857142858,60.0,861.924
current,mean55_baseline,impulse,<=40,167,101,66,0.6047904191616766,-415.0,-2.4850299401197606,60.0,839.94
current,mean55_baseline,impulse,<=80,51,33,18,0.6470588235294118,-8.0,-0.1568627450980392,62.0,857.799
current,mean55_baseline,impulse,>120,14,7,7,0.5,-221.0,-15.785714285714286,61.0,852.4515
current,mean55_baseline,over_margin,<=-20,34,24,10,0.7058823529411765,232.0,6.823529411764706,61.0,846.308
current,mean55_baseline,over_margin,<=0,72,45,27,0.625,-6.0,-0.08333333333333333,61.0,841.355
current,mean55_baseline,over_margin,<=20,109,65,44,0.5963302752293578,-446.0,-4.091743119266055,61.0,840.103
current,mean55_baseline,over_margin,<=40,40,26,14,0.65,83.0,2.075,60.0,850.9085
current,mean55_baseline,over_margin,>40,50,30,20,0.6,-278.0,-5.56,61.0,857.8555
v21,mean55_baseline,split,holdout,44,32,12,0.7272727272727273,288.0,6.545454545454546,61.0,839.4754245
v21,mean55_baseline,split,train,131,90,41,0.6870229007633588,611.0,4.66412213740458,61.0,839.799537
v21,mean55_baseline,split,validation,44,26,18,0.5909090909090909,-149.0,-3.3863636363636362,60.5,848.4973540000001
v21,mean55_baseline,side,no,115,77,38,0.6695652173913044,366.0,3.1826086956521737,60.0,839.775703
v21,mean55_baseline,side,yes,104,71,33,0.6826923076923077,384.0,3.6923076923076925,62.0,839.6115275
v21,mean55_baseline,hour,0,7,5,2,0.7142857142857143,35.0,5.0,64.0,865.801326
v21,mean55_baseline,hour,1,8,6,2,0.75,125.0,15.625,59.0,859.72648
v21,mean55_baseline,hour,10,10,9,1,0.9,234.0,23.4,63.5,809.27001
v21,mean55_baseline,hour,11,12,11,1,0.9166666666666666,318.0,26.5,61.0,839.6562650000001
v21,mean55_baseline,hour,12,12,8,4,0.6666666666666666,2.0,0.16666666666666666,63.5,809.443867
v21,mean55_baseline,hour,13,12,4,8,0.3333333333333333,-343.0,-28.583333333333332,59.0,839.4722409999999
v21,mean55_baseline,hour,14,12,7,5,0.5833333333333334,-100.0,-8.333333333333334,62.5,831.165714
v21,mean55_baseline,hour,15,12,7,5,0.5833333333333334,-84.0,-7.0,60.5,839.3011735
v21,mean55_baseline,hour,16,9,7,2,0.7777777777777778,119.0,13.222222222222221,60.0,860.27811
v21,mean55_baseline,hour,17,8,5,3,0.625,-7.0,-0.875,61.0,839.7889749999999
v21,mean55_baseline,hour,18,8,6,2,0.75,96.0,12.0,60.5,818.843171
v21,mean55_baseline,hour,19,8,5,3,0.625,-9.0,-1.125,61.5,866.5932165
v21,mean55_baseline,hour,2,8,5,3,0.625,2.0,0.25,59.5,839.5368814999999
v21,mean55_baseline,hour,20,8,5,3,0.625,-22.0,-2.75,63.5,839.8911395
v21,mean55_baseline,hour,21,8,7,1,0.875,200.0,25.0,59.5,861.9850974999999
v21,mean55_baseline,hour,22,8,5,3,0.625,-22.0,-2.75,59.5,839.654126
v21,mean55_baseline,hour,23,8,6,2,0.75,100.0,12.5,60.5,857.3753205
v21,mean55_baseline,hour,3,8,3,5,0.375,-211.0,-26.375,62.0,839.5987065
v21,mean55_baseline,hour,4,10,7,3,0.7,49.0,4.9,60.5,779.9618989999999
v21,mean55_baseline,hour,5,12,10,2,0.8333333333333334,239.0,19.916666666666668,59.5,839.8582035
v21,mean55_baseline,hour,6,8,6,2,0.75,104.0,13.0,61.0,849.93238
v21,mean55_baseline,hour,7,8,4,4,0.5,-93.0,-11.625,58.5,839.5599119999999
v21,mean55_baseline,hour,8,7,3,4,0.42857142857142855,-159.0,-22.714285714285715,61.0,839.094062
v21,mean55_baseline,hour,9,8,7,1,0.875,177.0,22.125,59.5,851.0466415000001
v21,mean55_baseline,action,baseline,219,148,71,0.6757990867579908,750.0,3.4246575342465753,61.0,839.705236
v21,mean55_baseline,impulse,<=0,27,19,8,0.7037037037037037,178.0,6.592592592592593,61.0,862.462715
v21,mean55_baseline,impulse,<=120,19,11,8,0.5789473684210527,-178.0,-9.368421052631579,61.0,839.080473
v21,mean55_baseline,impulse,<=40,112,77,35,0.6875,583.0,5.205357142857143,60.0,839.4813235
v21,mean55_baseline,impulse,<=80,52,35,17,0.6730769230769231,180.0,3.4615384615384617,61.5,839.7723005
v21,mean55_baseline,impulse,>120,9,6,3,0.6666666666666666,-13.0,-1.4444444444444444,62.0,839.67897
v21,mean55_baseline,over_margin,<=-20,25,16,9,0.64,62.0,2.48,61.0,860.81062
v21,mean55_baseline,over_margin,<=0,52,35,17,0.6730769230769231,82.0,1.5769230769230769,62.5,839.4882835000001
v21,mean55_baseline,over_margin,<=20,71,48,23,0.676056338028169,233.0,3.2816901408450705,60.0,839.479045
v21,mean55_baseline,over_margin,<=40,43,30,13,0.6976744186046512,251.0,5.837209302325581,61.0,839.69105
v21,mean55_baseline,over_margin,>40,28,19,9,0.6785714285714286,122.0,4.357142857142857,60.5,839.6293195000001
current,min55_baseline,split,holdout,62,42,20,0.6774193548387096,-53.0,-0.8548387096774194,65.5,827.3565
current,min55_baseline,split,train,182,124,58,0.6813186813186813,454.0,2.4945054945054945,62.0,827.9705
current,min55_baseline,split,validation,61,41,20,0.6721311475409836,17.0,0.2786885245901639,64.0,810.969
current,min55_baseline,side,no,150,103,47,0.6866666666666666,294.0,1.96,62.0,826.4695
current,min55_baseline,side,yes,155,104,51,0.6709677419354839,124.0,0.8,63.0,828.527
current,min55_baseline,hour,0,9,6,3,0.6666666666666666,-2.0,-0.2222222222222222,65.0,832.096
current,min55_baseline,hour,1,8,5,3,0.625,-39.0,-4.875,63.0,830.9290000000001
current,min55_baseline,hour,10,12,10,2,0.8333333333333334,202.0,16.833333333333332,61.0,802.5615
current,min55_baseline,hour,11,12,9,3,0.75,59.0,4.916666666666667,67.0,832.2845
current,min55_baseline,hour,12,12,11,1,0.9166666666666666,263.0,21.916666666666668,68.0,803.863
current,min55_baseline,hour,13,12,6,6,0.5,-181.0,-15.083333333333334,63.0,826.63
current,min55_baseline,hour,14,11,6,5,0.5454545454545454,-111.0,-10.090909090909092,64.0,808.436
current,min55_baseline,hour,15,12,9,3,0.75,96.0,8.0,61.5,827.129
current,min55_baseline,hour,16,8,4,4,0.5,-126.0,-15.75,62.0,826.019
current,min55_baseline,hour,17,12,7,5,0.5833333333333334,-87.0,-7.25,62.5,830.279
current,min55_baseline,hour,18,12,10,2,0.8333333333333334,185.0,15.416666666666666,67.0,769.4014999999999
current,min55_baseline,hour,19,12,9,3,0.75,105.0,8.75,62.0,835.4010000000001
current,min55_baseline,hour,2,14,8,6,0.5714285714285714,-140.0,-10.0,62.0,819.9075
current,min55_baseline,hour,20,12,10,2,0.8333333333333334,238.0,19.833333333333332,58.5,822.466
current,min55_baseline,hour,21,12,8,4,0.6666666666666666,-24.0,-2.0,66.0,833.308
current,min55_baseline,hour,22,12,8,4,0.6666666666666666,-10.0,-0.8333333333333334,62.5,826.047
current,min55_baseline,hour,23,12,10,2,0.8333333333333334,219.0,18.25,62.5,834.215
current,min55_baseline,hour,3,16,10,6,0.625,-62.0,-3.875,62.0,799.422
current,min55_baseline,hour,4,16,12,4,0.75,156.0,9.75,61.0,773.204
current,min55_baseline,hour,5,16,9,7,0.5625,-102.0,-6.375,60.0,833.1005
current,min55_baseline,hour,6,16,14,2,0.875,324.0,20.25,61.0,834.64
current,min55_baseline,hour,7,16,8,8,0.5,-256.0,-16.0,63.0,830.2284999999999
current,min55_baseline,hour,8,16,10,6,0.625,-70.0,-4.375,65.0,826.1175000000001
current,min55_baseline,hour,9,15,8,7,0.5333333333333333,-219.0,-14.6,67.0,829.354
current,min55_baseline,action,baseline,305,207,98,0.6786885245901639,418.0,1.3704918032786886,63.0,827.01
current,min55_baseline,impulse,<=0,26,17,9,0.6538461538461539,35.0,1.3461538461538463,61.0,835.7275
current,min55_baseline,impulse,<=120,22,14,8,0.6363636363636364,-113.0,-5.136363636363637,68.0,828.5029999999999
current,min55_baseline,impulse,<=40,168,116,52,0.6904761904761905,638.0,3.7976190476190474,62.0,777.8285
current,min55_baseline,impulse,<=80,66,45,21,0.6818181818181818,13.0,0.19696969696969696,64.0,831.2675
current,min55_baseline,impulse,>120,23,15,8,0.6521739130434783,-155.0,-6.739130434782608,68.0,831.707
current,min55_baseline,over_margin,<=-20,22,17,5,0.7727272727272727,287.0,13.045454545454545,61.0,835.8085
current,min55_baseline,over_margin,<=0,62,45,17,0.7258064516129032,364.0,5.870967741935484,63.0,825.626
current,min55_baseline,over_margin,<=20,139,92,47,0.6618705035971223,-26.0,-0.18705035971223022,63.0,777.905
current,min55_baseline,over_margin,<=40,45,29,16,0.6444444444444445,-49.0,-1.0888888888888888,62.0,831.21
current,min55_baseline,over_margin,>40,37,24,13,0.6486486486486487,-158.0,-4.27027027027027,65.0,833.161
v21,min55_baseline,split,holdout,44,31,13,0.7045454545454546,140.0,3.1818181818181817,62.5,838.0694615
v21,min55_baseline,split,train,131,92,39,0.7022900763358778,545.0,4.1603053435114505,62.0,839.350817
v21,min55_baseline,split,validation,44,30,14,0.6818181818181818,147.0,3.340909090909091,62.5,839.2359564999999
v21,min55_baseline,side,no,108,76,32,0.7037037037037037,518.0,4.796296296296297,61.0,839.2852829999999
v21,min55_baseline,side,yes,111,77,34,0.6936936936936937,314.0,2.828828828828829,63.0,839.251745
v21,min55_baseline,hour,0,7,5,2,0.7142857142857143,33.0,4.714285714285714,65.0,839.350817
v21,min55_baseline,hour,1,8,6,2,0.75,82.0,10.25,62.5,779.5735445
v21,min55_baseline,hour,10,10,9,1,0.9,232.0,23.2,63.5,809.27001
v21,min55_baseline,hour,11,12,11,1,0.9166666666666666,299.0,24.916666666666668,62.0,839.2275520000001
v21,min55_baseline,hour,12,12,9,3,0.75,84.0,7.0,65.0,779.572654
v21,min55_baseline,hour,13,12,4,8,0.3333333333333333,-394.0,-32.833333333333336,64.5,809.4570665
v21,min55_baseline,hour,14,12,8,4,0.6666666666666666,-11.0,-0.9166666666666666,63.5,779.815492
v21,min55_baseline,hour,15,12,7,5,0.5833333333333334,-104.0,-8.666666666666666,62.5,839.3011735
v21,min55_baseline,hour,16,9,7,2,0.7777777777777778,127.0,14.11111111111111,59.0,839.579446
v21,min55_baseline,hour,17,8,5,3,0.625,-32.0,-4.0,62.0,839.5617454999999
v21,min55_baseline,hour,18,8,5,3,0.625,-44.0,-5.5,64.5,809.5051605000001
v21,min55_baseline,hour,19,8,5,3,0.625,-18.0,-2.25,61.5,839.535901
v21,min55_baseline,hour,2,8,4,4,0.5,-109.0,-13.625,61.0,809.4426735
v21,min55_baseline,hour,20,8,5,3,0.625,-41.0,-5.125,64.5,839.53898
v21,min55_baseline,hour,21,8,7,1,0.875,163.0,20.375,64.5,839.1246595
