label,feature_set,c_value,prob_threshold,ask_cap,min_seconds,target_pass,wilson_pass,train_selected_candidate,min_test_accuracy,min_test_coverage,min_test_wilson,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_gross_pnl_cents,all_median_ask,all_median_seconds_to_close,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_gross_pnl_cents,train_median_ask,train_median_seconds_to_close,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_gross_pnl_cents,validation_median_ask,validation_median_seconds_to_close,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_gross_pnl_cents,holdout_median_ask,holdout_median_seconds_to_close
book_physics_price; C=1; p>=0.95; ask<=95; sec>=60,book_physics_price,1.0,0.95,95.0,60.0,False,False,False,1.0,0.375,0.7575059933447591,156,55,53,2,0.9636363636363636,0.3525641025641026,0.8767653602534898,146.0,94.0,310.723,93,30,28,2,0.9333333333333333,0.3225806451612903,0.7867654163738308,-21.0,94.0,328.55899999999997,31,13,13,0,1.0,0.41935483870967744,0.7719046276458015,88.0,93.0,230.38,32,12,12,0,1.0,0.375,0.7575059933447591,79.0,94.0,402.7245
physics_no_book_price; C=0.05; p>=0.95; ask<=100; sec>=240,physics_no_book_price,0.05,0.95,100.0,240.0,False,False,False,1.0,0.21875,0.6456695649333126,156,52,50,2,0.9615384615384616,0.3333333333333333,0.8701881084254424,22.0,96.5,410.716,93,37,35,2,0.9459459459459459,0.3978494623655914,0.822953456491869,-42.0,97.0,414.039,31,8,8,0,1.0,0.25806451612903225,0.6755924351161198,37.0,96.5,407.645,32,7,7,0,1.0,0.21875,0.6456695649333126,27.0,96.0,407.157
book_physics_price; C=1; p>=0.95; ask<=95; sec>=120,book_physics_price,1.0,0.95,95.0,120.0,False,False,False,1.0,0.3225806451612903,0.7224672001371106,156,50,48,2,0.96,0.32051282051282054,0.8653990931249298,121.0,94.0,351.385,93,28,26,2,0.9285714285714286,0.3010752688172043,0.7735463743160095,-31.0,94.0,347.59000000000003,31,10,10,0,1.0,0.3225806451612903,0.7224672001371106,73.0,92.5,354.7045,32,12,12,0,1.0,0.375,0.7575059933447591,79.0,94.0,402.7245
book_physics; C=0.3; p>=0.95; ask<=95; sec>=0,book_physics,0.3,0.95,95.0,0.0,False,False,False,1.0,0.25,0.6755924351161198,156,50,48,2,0.96,0.32051282051282054,0.8653990931249298,119.0,94.0,305.15999999999997,93,31,29,2,0.9354838709677419,0.3333333333333333,0.7928136326370187,-15.0,94.0,323.946,31,11,11,0,1.0,0.3548387096774194,0.7411670330319683,88.0,94.0,162.043,32,8,8,0,1.0,0.25,0.6755924351161198,46.0,94.0,305.962
book_physics_price; C=0.3; p>=0.95; ask<=95; sec>=0,book_physics_price,0.3,0.95,95.0,0.0,False,False,False,1.0,0.3125,0.7224672001371106,156,49,47,2,0.9591836734693877,0.3141025641025641,0.8628696769391991,110.0,94.0,310.723,93,28,26,2,0.9285714285714286,0.3010752688172043,0.7735463743160095,-42.0,95.0,317.33450000000005,31,11,11,0,1.0,0.3548387096774194,0.7411670330319683,90.0,94.0,162.043,32,10,10,0,1.0,0.3125,0.7224672001371106,62.0,94.0,357.63149999999996
book_physics; C=0.3; p>=0.95; ask<=95; sec>=60,book_physics,0.3,0.95,95.0,60.0,False,False,False,1.0,0.25,0.6755924351161198,156,48,46,2,0.9583333333333334,0.3076923076923077,0.8602434412954456,86.0,94.0,317.33450000000005,93,30,28,2,0.9333333333333333,0.3225806451612903,0.7867654163738308,-23.0,94.0,335.1705,31,10,10,0,1.0,0.3225806451612903,0.7224672001371106,63.0,94.5,196.2115,32,8,8,0,1.0,0.25,0.6755924351161198,46.0,94.0,305.962
book_physics_price; C=0.05; p>=0.95; ask<=95; sec>=120,book_physics_price,0.05,0.95,95.0,120.0,False,False,False,1.0,0.125,0.5101091635454027,156,24,23,1,0.9583333333333334,0.15384615384615385,0.7975819352134406,32.0,95.0,301.3195,93,16,15,1,0.9375,0.17204301075268819,0.7167126242970107,-13.0,95.0,285.8695,31,4,4,0,1.0,0.12903225806451613,0.5101091635454027,24.0,94.0,397.776,32,4,4,0,1.0,0.125,0.5101091635454027,21.0,95.0,338.79949999999997
book_physics; C=0.05; p>=0.95; ask<=95; sec>=120,book_physics,0.05,0.95,95.0,120.0,False,False,False,1.0,0.06451612903225806,0.3423802275066531,156,24,23,1,0.9583333333333334,0.15384615384615385,0.7975819352134406,35.0,94.5,377.658,93,17,16,1,0.9411764705882353,0.1827956989247312,0.7301796936242461,-5.0,95.0,382.59,31,2,2,0,1.0,0.06451612903225806,0.3423802275066531,13.0,93.5,484.814,32,5,5,0,1.0,0.15625,0.5655175352168252,27.0,95.0,316.971
book_physics_price; C=0.3; p>=0.95; ask<=95; sec>=60,book_physics_price,0.3,0.95,95.0,60.0,False,False,False,1.0,0.3125,0.7224672001371106,156,47,45,2,0.9574468085106383,0.30128205128205127,0.8575147232210055,80.0,94.0,316.971,93,27,25,2,0.9259259259259259,0.2903225806451613,0.7663040731697686,-47.0,95.0,323.946,31,10,10,0,1.0,0.3225806451612903,0.7224672001371106,65.0,94.0,165.3505,32,10,10,0,1.0,0.3125,0.7224672001371106,62.0,94.0,357.63149999999996
book_physics; C=0.1; p>=0.95; ask<=95; sec>=240,book_physics,0.1,0.95,95.0,240.0,False,False,False,1.0,0.09375,0.4385029682449545,156,22,21,1,0.9545454545454546,0.14102564102564102,0.7820195416134267,31.0,94.0,402.1165,93,16,15,1,0.9375,0.17204301075268819,0.7167126242970107,-5.0,94.0,402.1165,31,3,3,0,1.0,0.0967741935483871,0.4385029682449545,19.0,93.0,407.803,32,3,3,0,1.0,0.09375,0.4385029682449545,17.0,94.0,398.292
book_physics; C=0.3; p>=0.95; ask<=95; sec>=120,book_physics,0.3,0.95,95.0,120.0,False,False,False,1.0,0.1935483870967742,0.6096657120978346,156,43,41,2,0.9534883720930233,0.27564102564102566,0.8454450199593604,58.0,94.0,382.59,93,29,27,2,0.9310344827586207,0.3118279569892473,0.7803541984972431,-28.0,94.0,346.395,31,6,6,0,1.0,0.1935483870967742,0.6096657120978346,40.0,94.0,412.776,32,8,8,0,1.0,0.25,0.6755924351161198,46.0,94.0,305.962
book_physics_price; C=0.3; p>=0.95; ask<=95; sec>=120,book_physics_price,0.3,0.95,95.0,120.0,False,False,False,1.0,0.1935483870967742,0.6096657120978346,156,41,39,2,0.9512195121951219,0.26282051282051283,0.8386102112962914,47.0,94.0,393.788,93,25,23,2,0.92,0.26881720430107525,0.750338910496047,-57.0,94.0,333.75,31,6,6,0,1.0,0.1935483870967742,0.6096657120978346,42.0,93.5,412.776,32,10,10,0,1.0,0.3125,0.7224672001371106,62.0,94.0,357.63149999999996
book_physics_price; C=0.1; p>=0.95; ask<=95; sec>=0,book_physics_price,0.1,0.95,95.0,0.0,False,False,False,1.0,0.1875,0.6096657120978346,156,40,38,2,0.95,0.2564102564102564,0.8349612263085904,54.0,94.0,268.728,93,23,21,2,0.9130434782608695,0.24731182795698925,0.7320401892425633,-64.0,94.0,310.723,31,11,11,0,1.0,0.3548387096774194,0.7411670330319683,86.0,94.0,162.043,32,6,6,0,1.0,0.1875,0.6096657120978346,32.0,95.0,257.79650000000004
book_physics; C=1; p>=0.95; ask<=95; sec>=240,book_physics,1.0,0.95,95.0,240.0,False,False,False,1.0,0.1875,0.6096657120978346,156,39,37,2,0.9487179487179487,0.25,0.8311435995238639,39.0,94.0,434.101,93,26,24,2,0.9230769230769231,0.27956989247311825,0.7585844622837095,-46.0,94.5,409.624,31,7,7,0,1.0,0.22580645161290322,0.6456695649333126,47.0,93.0,467.58,32,6,6,0,1.0,0.1875,0.6096657120978346,38.0,93.5,482.853
physics_no_book_price; C=0.05; p>=0.95; ask<=95; sec>=60,physics_no_book_price,0.05,0.95,95.0,60.0,False,False,False,1.0,0.1875,0.6096657120978346,156,39,37,2,0.9487179487179487,0.25,0.8311435995238639,51.0,94.0,398.292,93,26,24,2,0.9230769230769231,0.27956989247311825,0.7585844622837095,-30.0,94.0,402.1165,31,7,7,0,1.0,0.22580645161290322,0.6456695649333126,47.0,94.0,215.352,32,6,6,0,1.0,0.1875,0.6096657120978346,34.0,94.5,301.358
book_physics_price; C=0.1; p>=0.95; ask<=95; sec>=60,book_physics_price,0.1,0.95,95.0,60.0,False,False,False,1.0,0.1875,0.6096657120978346,156,37,35,2,0.9459459459459459,0.23717948717948717,0.822953456491869,16.0,94.0,299.597,93,21,19,2,0.9047619047619048,0.22580645161290322,0.7108586092608175,-77.0,94.0,323.946,31,10,10,0,1.0,0.3225806451612903,0.7224672001371106,61.0,94.5,165.3505,32,6,6,0,1.0,0.1875,0.6096657120978346,32.0,95.0,257.79650000000004
book_physics; C=0.05; p>=0.95; ask<=95; sec>=240,book_physics,0.05,0.95,95.0,240.0,False,False,False,1.0,0.06451612903225806,0.3423802275066531,156,18,17,1,0.9444444444444444,0.11538461538461539,0.7424269921812741,2.0,94.0,396.03999999999996,93,13,12,1,0.9230769230769231,0.13978494623655913,0.6668604907890041,-28.0,95.0,393.788,31,2,2,0,1.0,0.06451612903225806,0.3423802275066531,13.0,93.5,484.814,32,3,3,0,1.0,0.09375,0.4385029682449545,17.0,94.0,398.292
physics_no_book_price; C=0.05; p>=0.95; ask<=95; sec>=120,physics_no_book_price,0.05,0.95,95.0,120.0,False,False,False,1.0,0.12903225806451613,0.5101091635454027,156,35,33,2,0.9428571428571428,0.22435897435897437,0.8139294257983507,28.0,94.0,402.747,93,25,23,2,0.92,0.26881720430107525,0.750338910496047,-35.0,94.0,405.232,31,4,4,0,1.0,0.12903225806451613,0.5101091635454027,29.0,93.0,405.275,32,6,6,0,1.0,0.1875,0.6096657120978346,34.0,94.5,301.358
book_physics_price; C=1; p>=0.95; ask<=95; sec>=240,book_physics_price,1.0,0.95,95.0,240.0,False,False,False,1.0,0.1935483870967742,0.6096657120978346,156,33,31,2,0.9393939393939394,0.21153846153846154,0.8039375519135219,17.0,94.0,417.749,93,20,18,2,0.9,0.21505376344086022,0.6989663547715128,-76.0,94.0,402.1165,31,6,6,0,1.0,0.1935483870967742,0.6096657120978346,42.0,93.0,413.571,32,7,7,0,1.0,0.21875,0.6456695649333126,51.0,94.0,467.822
book_physics_price; C=0.1; p>=0.95; ask<=95; sec>=120,book_physics_price,0.1,0.95,95.0,120.0,False,False,False,1.0,0.1875,0.6096657120978346,156,32,30,2,0.9375,0.20512820512820512,0.7985287685584541,-12.0,94.0,317.33450000000005,93,20,18,2,0.9,0.21505376344086022,0.6989663547715128,-82.0,94.0,342.352,31,6,6,0,1.0,0.1935483870967742,0.6096657120978346,38.0,93.5,313.8455,32,6,6,0,1.0,0.1875,0.6096657120978346,32.0,95.0,257.79650000000004
book_physics_price; C=0.05; p>=0.95; ask<=95; sec>=240,book_physics_price,0.05,0.95,95.0,240.0,False,False,False,1.0,0.09375,0.4385029682449545,156,15,14,1,0.9333333333333333,0.09615384615384616,0.7018347012621998,-17.0,95.0,387.749,93,9,8,1,0.8888888888888888,0.0967741935483871,0.5650002944233439,-51.0,95.0,375.228,31,3,3,0,1.0,0.0967741935483871,0.4385029682449545,19.0,93.0,407.803,32,3,3,0,1.0,0.09375,0.4385029682449545,15.0,95.0,375.638
book_physics_price; C=0.3; p>=0.95; ask<=95; sec>=240,book_physics_price,0.3,0.95,95.0,240.0,False,False,False,1.0,0.12903225806451613,0.5101091635454027,156,29,27,2,0.9310344827586207,0.1858974358974359,0.7803541984972431,-25.0,94.0,411.012,93,19,17,2,0.8947368421052632,0.20430107526881722,0.6860591728889099,-91.0,94.0,405.232,31,4,4,0,1.0,0.12903225806451613,0.5101091635454027,29.0,93.0,420.1175,32,6,6,0,1.0,0.1875,0.6096657120978346,37.0,94.0,437.82
book_physics; C=0.3; p>=0.95; ask<=95; sec>=240,book_physics,0.3,0.95,95.0,240.0,False,False,False,1.0,0.125,0.5101091635454027,156,28,26,2,0.9285714285714286,0.1794871794871795,0.7735463743160095,-26.0,94.0,412.776,93,20,18,2,0.9,0.21505376344086022,0.6989663547715128,-79.0,94.0,402.1165,31,4,4,0,1.0,0.12903225806451613,0.5101091635454027,29.0,93.0,420.1175,32,4,4,0,1.0,0.125,0.5101091635454027,24.0,94.0,436.44399999999996
physics_no_book_price; C=0.05; p>=0.95; ask<=95; sec>=240,physics_no_book_price,0.05,0.95,95.0,240.0,False,False,False,1.0,0.09375,0.4385029682449545,156,26,24,2,0.9230769230769231,0.16666666666666666,0.7585844622837095,-23.0,94.0,417.129,93,20,18,2,0.9,0.21505376344086022,0.6989663547715128,-63.0,94.0,420.288,31,3,3,0,1.0,0.0967741935483871,0.4385029682449545,23.0,92.0,407.803,32,3,3,0,1.0,0.09375,0.4385029682449545,17.0,94.0,407.157
book_physics_price; C=0.1; p>=0.95; ask<=95; sec>=240,book_physics_price,0.1,0.95,95.0,240.0,False,False,False,1.0,0.09375,0.4385029682449545,156,21,19,2,0.9047619047619048,0.1346153846153846,0.7108586092608175,-76.0,94.0,398.292,93,15,13,2,0.8666666666666667,0.16129032258064516,0.6211801716767764,-112.0,94.0,393.788,31,3,3,0,1.0,0.0967741935483871,0.4385029682449545,20.0,93.0,407.803,32,3,3,0,1.0,0.09375,0.4385029682449545,16.0,95.0,390.649
book_physics_price; C=1; p>=0.95; ask<=90; sec>=0,book_physics_price,1.0,0.95,90.0,0.0,False,False,False,1.0,0.03125,0.20654931437723742,156,8,7,1,0.875,0.05128205128205128,0.5291118177871466,1.0,90.0,424.1775,93,5,4,1,0.8,0.053763440860215055,0.37553462976252533,-48.0,90.0,422.333,31,2,2,0,1.0,0.06451612903225806,0.3423802275066531,35.0,82.5,330.22700000000003,32,1,1,0,1.0,0.03125,0.20654931437723742,14.0,86.0,467.822
book_physics_price; C=1; p>=0.95; ask<=90; sec>=60,book_physics_price,1.0,0.95,90.0,60.0,False,False,False,1.0,0.03125,0.20654931437723742,156,7,6,1,0.8571428571428571,0.04487179487179487,0.48687217072568106,-24.0,90.0,426.022,93,5,4,1,0.8,0.053763440860215055,0.37553462976252533,-48.0,90.0,422.333,31,1,1,0,1.0,0.03225806451612903,0.20654931437723742,10.0,90.0,656.994,32,1,1,0,1.0,0.03125,0.20654931437723742,14.0,86.0,467.822
book_physics_price; C=1; p>=0.95; ask<=90; sec>=120,book_physics_price,1.0,0.95,90.0,120.0,False,False,False,1.0,0.03125,0.20654931437723742,156,7,6,1,0.8571428571428571,0.04487179487179487,0.48687217072568106,-24.0,90.0,426.022,93,5,4,1,0.8,0.053763440860215055,0.37553462976252533,-48.0,90.0,422.333,31,1,1,0,1.0,0.03225806451612903,0.20654931437723742,10.0,90.0,656.994,32,1,1,0,1.0,0.03125,0.20654931437723742,14.0,86.0,467.822
book_physics_price; C=1; p>=0.95; ask<=90; sec>=240,book_physics_price,1.0,0.95,90.0,240.0,False,False,False,1.0,0.03125,0.20654931437723742,156,6,5,1,0.8333333333333334,0.038461538461538464,0.4364971778135299,-36.0,90.0,437.74199999999996,93,4,3,1,0.75,0.043010752688172046,0.3006418425824019,-60.0,90.0,424.1775,31,1,1,0,1.0,0.03225806451612903,0.20654931437723742,10.0,90.0,656.994,32,1,1,0,1.0,0.03125,0.20654931437723742,14.0,86.0,467.822
physics_no_book_price; C=0.3; p>=0.95; ask<=100; sec>=60,physics_no_book_price,0.3,0.95,100.0,60.0,False,False,False,0.96,0.625,0.8045593626380625,156,111,108,3,0.972972972972973,0.7115384615384616,0.9235375935169964,207.0,97.0,286.507,93,66,64,2,0.9696969696969697,0.7096774193548387,0.8960747808829028,79.0,97.0,291.244,31,25,24,1,0.96,0.8064516129032258,0.8045593626380625,12.0,97.0,230.38,32,20,20,0,1.0,0.625,0.8388748419471806,116.0,97.0,236.6155
physics_no_book_price; C=0.1; p>=0.95; ask<=100; sec>=60,physics_no_book_price,0.1,0.95,100.0,60.0,False,False,False,0.9565217391304348,0.53125,0.7900884492974113,156,105,102,3,0.9714285714285714,0.6730769230769231,0.9193437093626844,89.0,97.0,285.129,93,65,63,2,0.9692307692307692,0.6989247311827957,0.8945729447642207,31.0,97.0,288.673,31,23,22,1,0.9565217391304348,0.7419354838709677,0.7900884492974113,-18.0,97.0,230.38,32,17,17,0,1.0,0.53125,0.8156818649911483,76.0,97.0,237.254
physics_no_book_price; C=1; p>=0.95; ask<=100; sec>=60,physics_no_book_price,1.0,0.95,100.0,60.0,False,False,False,0.9565217391304348,0.71875,0.7900884492974113,156,115,110,5,0.9565217391304348,0.7371794871794872,0.9022421506531108,148.0,96.0,292.62,93,67,64,3,0.9552238805970149,0.7204301075268817,0.8764216691090624,79.0,96.0,294.999,31,25,24,1,0.96,0.8064516129032258,0.8045593626380625,29.0,95.0,285.129,32,23,22,1,0.9565217391304348,0.71875,0.7900884492974113,40.0,96.0,248.035
physics_no_book_price; C=1; p>=0.95; ask<=100; sec>=120,physics_no_book_price,1.0,0.95,100.0,120.0,False,False,False,0.95,0.625,0.763868806553258,156,101,96,5,0.9504950495049505,0.6474358974358975,0.8893057492703144,113.0,96.0,331.951,93,60,57,3,0.95,0.6451612903225806,0.8629948352365148,61.0,96.0,323.513,31,21,20,1,0.9523809523809523,0.6774193548387096,0.7733063992587744,16.0,95.0,338.747,32,20,19,1,0.95,0.625,0.763868806553258,36.0,95.0,340.26700000000005
physics_no_book_price; C=0.3; p>=0.95; ask<=100; sec>=120,physics_no_book_price,0.3,0.95,100.0,120.0,False,False,False,0.9473684210526315,0.53125,0.753612688331012,156,92,89,3,0.967391304347826,0.5897435897435898,0.9084664004700642,157.0,97.0,309.4305,93,56,54,2,0.9642857142857143,0.6021505376344086,0.878812198195099,56.0,97.0,309.4305,31,19,18,1,0.9473684210526315,0.6129032258064516,0.753612688331012,-10.0,97.0,285.129,32,17,17,0,1.0,0.53125,0.8156818649911483,111.0,96.0,331.951
physics_no_book_price; C=0.1; p>=0.95; ask<=100; sec>=120,physics_no_book_price,0.1,0.95,100.0,120.0,False,False,False,0.9375,0.46875,0.7167126242970107,156,87,84,3,0.9655172413793104,0.5576923076923077,0.903459176131256,46.0,97.0,297.642,93,56,54,2,0.9642857142857143,0.6021505376344086,0.878812198195099,11.0,97.0,296.32050000000004,31,16,15,1,0.9375,0.5161290322580645,0.7167126242970107,-37.0,97.0,317.2115,32,15,15,0,1.0,0.46875,0.7961166989641514,72.0,97.0,331.951
physics_no_book_price; C=0.3; p>=0.95; ask<=95; sec>=60,physics_no_book_price,0.3,0.95,95.0,60.0,False,False,False,0.9166666666666666,0.28125,0.646120088858883,156,52,49,3,0.9423076923076923,0.3333333333333333,0.8435748863103923,114.0,94.0,403.07899999999995,93,31,29,2,0.9354838709677419,0.3333333333333333,0.7928136326370187,25.0,94.0,399.001,31,12,11,1,0.9166666666666666,0.3870967741935484,0.646120088858883,-11.0,92.5,319.0915,32,9,9,0,1.0,0.28125,0.700854951580456,100.0,92.0,407.157
physics_no_book_price; C=1; p>=0.95; ask<=100; sec>=240,physics_no_book_price,1.0,0.95,100.0,240.0,False,False,False,0.9166666666666666,0.375,0.646120088858883,156,68,64,4,0.9411764705882353,0.4358974358974359,0.8582831156689853,56.0,94.5,417.05,93,43,41,2,0.9534883720930233,0.46236559139784944,0.8454450199593604,59.0,96.0,415.169,31,13,12,1,0.9230769230769231,0.41935483870967744,0.6668604907890041,-13.0,93.0,446.132,32,12,11,1,0.9166666666666666,0.375,0.646120088858883,10.0,92.5,417.735
physics_no_book_price; C=1; p>=0.95; ask<=95; sec>=60,physics_no_book_price,1.0,0.95,95.0,60.0,False,False,False,0.9166666666666666,0.375,0.646120088858883,156,63,58,5,0.9206349206349206,0.40384615384615385,0.8272969014909591,81.0,93.0,399.001,93,36,33,3,0.9166666666666666,0.3870967741935484,0.7817330875072737,51.0,94.0,396.3945,31,15,14,1,0.9333333333333333,0.4838709677419355,0.7018347012621998,7.0,93.0,407.803,32,12,11,1,0.9166666666666666,0.375,0.646120088858883,23.0,91.0,410.23
physics_no_book_price; C=1; p>=0.95; ask<=95; sec>=120,physics_no_book_price,1.0,0.95,95.0,120.0,False,False,False,0.9166666666666666,0.375,0.646120088858883,156,59,54,5,0.9152542372881356,0.3782051282051282,0.8164820473258972,61.0,93.0,415.169,93,35,32,3,0.9142857142857143,0.3763440860215054,0.7762072603410349,46.0,94.0,399.001,31,12,11,1,0.9166666666666666,0.3870967741935484,0.646120088858883,-8.0,92.0,431.94050000000004,32,12,11,1,0.9166666666666666,0.375,0.646120088858883,23.0,91.0,410.23
book_physics; C=0.3; p>=0.9; ask<=90; sec>=0,book_physics,0.3,0.9,90.0,0.0,False,False,False,0.9166666666666666,0.71875,0.741511978067893,156,106,97,9,0.9150943396226415,0.6794871794871795,0.8464662498497446,295.0,89.0,425.3315,93,59,53,6,0.8983050847457628,0.6344086021505376,0.795361863737675,60.0,89.0,435.78,31,24,22,2,0.9166666666666666,0.7741935483870968,0.741511978067893,73.0,89.0,380.289,32,23,22,1,0.9565217391304348,0.71875,0.7900884492974113,162.0,89.0,447.641
book_physics; C=0.3; p>=0.9; ask<=90; sec>=60,book_physics,0.3,0.9,90.0,60.0,False,False,False,0.9130434782608695,0.71875,0.7320401892425633,156,104,96,8,0.9230769230769231,0.6666666666666666,0.8555044538374418,369.0,89.0,427.3675,93,58,53,5,0.9137931034482759,0.6236559139784946,0.8135637093712647,150.0,89.0,449.379,31,23,21,2,0.9130434782608695,0.7419354838709677,0.7320401892425633,57.0,89.0,406.821,32,23,22,1,0.9565217391304348,0.71875,0.7900884492974113,162.0,89.0,447.641
physics_no_book_price; C=0.3; p>=0.95; ask<=100; sec>=240,physics_no_book_price,0.3,0.95,100.0,240.0,False,False,False,0.9090909090909091,0.28125,0.6226415635484044,156,60,57,3,0.95,0.38461538461538464,0.8629948352365148,36.0,96.0,415.6325,93,40,38,2,0.95,0.43010752688172044,0.8349612263085904,12.0,96.0,414.76099999999997,31,11,10,1,0.9090909090909091,0.3548387096774194,0.6226415635484044,-36.0,95.0,417.749,32,9,9,0,1.0,0.28125,0.700854951580456,60.0,94.0,413.302
book_physics; C=0.3; p>=0.9; ask<=90; sec>=120,book_physics,0.3,0.9,90.0,120.0,False,False,False,0.9090909090909091,0.7096774193548387,0.7218505315839417,156,99,91,8,0.9191919191919192,0.6346153846153846,0.8485819115773596,311.0,89.0,447.641,93,54,49,5,0.9074074074074074,0.5806451612903226,0.8009011740903732,103.0,89.0,477.98,31,22,20,2,0.9090909090909091,0.7096774193548387,0.7218505315839417,46.0,89.0,412.909,32,23,22,1,0.9565217391304348,0.71875,0.7900884492974113,162.0,89.0,447.641
book_physics_price; C=0.3; p>=0.9; ask<=90; sec>=0,book_physics_price,0.3,0.9,90.0,0.0,False,False,False,0.9090909090909091,0.7096774193548387,0.7218505315839417,156,104,95,9,0.9134615384615384,0.6666666666666666,0.8436629055250897,313.0,89.0,434.90599999999995,93,59,54,5,0.9152542372881356,0.6344086021505376,0.8164820473258972,182.0,89.0,462.978,31,22,20,2,0.9090909090909091,0.7096774193548387,0.7218505315839417,59.0,89.0,417.851,32,23,21,2,0.9130434782608695,0.71875,0.7320401892425633,72.0,89.0,454.006
book_physics_price; C=0.3; p>=0.9; ask<=90; sec>=60,book_physics_price,0.3,0.9,90.0,60.0,False,False,False,0.9047619047619048,0.6774193548387096,0.7108586092608175,156,102,93,9,0.9117647058823529,0.6538461538461539,0.8407554144604857,284.0,89.0,444.893,93,59,54,5,0.9152542372881356,0.6344086021505376,0.8164820473258972,182.0,89.0,462.978,31,21,19,2,0.9047619047619048,0.6774193548387096,0.7108586092608175,43.0,89.0,421.859,32,22,20,2,0.9090909090909091,0.6875,0.7218505315839417,59.0,89.0,460.1145
book_physics_price; C=0.3; p>=0.9; ask<=90; sec>=120,book_physics_price,0.3,0.9,90.0,120.0,False,False,False,0.9047619047619048,0.6774193548387096,0.7108586092608175,156,99,90,9,0.9090909090909091,0.6346153846153846,0.8361858620987453,248.0,89.0,462.978,93,56,51,5,0.9107142857142857,0.6021505376344086,0.8074399861448884,146.0,89.0,475.442,31,21,19,2,0.9047619047619048,0.6774193548387096,0.7108586092608175,43.0,89.0,421.859,32,22,20,2,0.9090909090909091,0.6875,0.7218505315839417,59.0,89.0,460.1145
physics_no_book_price; C=0.1; p>=0.95; ask<=100; sec>=240,physics_no_book_price,0.1,0.95,100.0,240.0,False,False,False,0.9,0.25,0.5958499732047616,156,56,53,3,0.9464285714285714,0.358974358974359,0.8539269093117846,-35.0,96.0,413.6705,93,38,36,2,0.9473684210526315,0.40860215053763443,0.8271453786822962,-41.0,96.0,414.196,31,10,9,1,0.9,0.3225806451612903,0.5958499732047616,-52.0,96.5,411.9495,32,8,8,0,1.0,0.25,0.6755924351161198,58.0,95.0,410.22950000000003
physics_no_book_price; C=1; p>=0.9; ask<=100; sec>=60,physics_no_book_price,1.0,0.9,100.0,60.0,False,False,False,0.8928571428571429,0.78125,0.7280414845132784,156,132,123,9,0.9318181818181818,0.8461538461538461,0.8754959371651042,282.0,93.0,358.0385,93,79,74,5,0.9367088607594937,0.8494623655913979,0.860251148372212,163.0,93.0,355.053,31,28,25,3,0.8928571428571429,0.9032258064516129,0.7280414845132784,7.0,92.0,377.353,32,25,24,1,0.96,0.78125,0.8045593626380625,112.0,94.0,406.126
physics_no_book_price; C=0.3; p>=0.9; ask<=100; sec>=60,physics_no_book_price,0.3,0.9,100.0,60.0,False,False,False,0.8928571428571429,0.8125,0.7280414845132784,156,133,123,10,0.924812030075188,0.8525641025641025,0.8671239287365757,228.0,92.0,356.622,93,79,74,5,0.9367088607594937,0.8494623655913979,0.860251148372212,166.0,92.0,355.053,31,28,25,3,0.8928571428571429,0.9032258064516129,0.7280414845132784,7.0,92.0,377.353,32,26,24,2,0.9230769230769231,0.8125,0.7585844622837095,55.0,93.0,389.01649999999995
physics_no_book_price; C=0.05; p>=0.95; ask<=95; sec>=0,physics_no_book_price,0.05,0.95,95.0,0.0,False,False,False,0.8888888888888888,0.1875,0.5650002944233439,156,42,39,3,0.9285714285714286,0.2692307692307692,0.8099057319884169,85.0,94.0,392.298,93,27,25,2,0.9259259259259259,0.2903225806451613,0.7663040731697686,-22.0,94.0,399.001,31,9,8,1,0.8888888888888888,0.2903225806451613,0.5650002944233439,73.0,92.0,113.324,32,6,6,0,1.0,0.1875,0.6096657120978346,34.0,94.5,301.358
physics_no_book_price; C=1; p>=0.95; ask<=95; sec>=240,physics_no_book_price,1.0,0.95,95.0,240.0,False,False,False,0.8888888888888888,0.28125,0.5650002944233439,156,47,43,4,0.9148936170212766,0.30128205128205127,0.8006846221303541,40.0,92.0,464.132,93,28,26,2,0.9285714285714286,0.3010752688172043,0.7735463743160095,59.0,93.0,450.735,31,10,9,1,0.9,0.3225806451612903,0.5958499732047616,-21.0,92.0,456.856,32,9,8,1,0.8888888888888888,0.28125,0.5650002944233439,2.0,87.0,467.822
