dataset,policy,block,markets,wins,losses,net_pnl_cents
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age300,11,20,15,5,-171.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age300,12,20,10,10,-517.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age300,13,20,13,7,-257.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age300,14,20,13,7,-296.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age300,15,20,14,6,-155.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age300,16,6,3,3,-206.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,1,20,8,12,-573.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,2,20,14,6,-194.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,3,20,13,7,-316.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,4,20,15,5,-85.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,5,20,9,11,-604.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,6,20,12,8,-306.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,7,20,11,9,-481.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,8,20,15,5,-70.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,9,20,13,7,-291.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,10,20,15,5,-74.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,11,20,12,8,-403.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,12,20,9,11,-597.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,13,20,13,7,-257.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,14,20,13,7,-251.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,15,20,12,8,-300.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,16,6,3,3,-206.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,1,20,8,12,-573.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,2,20,13,7,-274.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,3,20,13,7,-316.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,4,20,15,5,-85.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,5,20,8,12,-674.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,6,20,12,8,-306.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,7,20,11,9,-481.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,8,20,14,6,-130.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,9,20,13,7,-291.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,10,20,15,5,-74.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,11,20,12,8,-403.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,12,20,9,11,-597.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,13,20,13,7,-257.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,14,20,13,7,-251.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,15,20,12,8,-300.0
current,p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,16,6,3,3,-206.0
current,p80_ask90_sec0_baseline,1,20,18,2,93.0
current,p80_ask90_sec0_baseline,2,20,17,3,-13.0
current,p80_ask90_sec0_baseline,3,20,15,5,-210.0
current,p80_ask90_sec0_baseline,4,20,19,1,203.0
current,p80_ask90_sec0_baseline,5,20,16,4,-113.0
current,p80_ask90_sec0_baseline,6,20,18,2,83.0
current,p80_ask90_sec0_baseline,7,20,16,4,-110.0
current,p80_ask90_sec0_baseline,8,20,17,3,-4.0
current,p80_ask90_sec0_baseline,9,20,18,2,99.0
current,p80_ask90_sec0_baseline,10,20,19,1,182.0
current,p80_ask90_sec0_baseline,11,20,16,4,-90.0
current,p80_ask90_sec0_baseline,12,20,17,3,13.0
current,p80_ask90_sec0_baseline,13,20,19,1,190.0
current,p80_ask90_sec0_baseline,14,20,17,3,9.0
current,p80_ask90_sec0_baseline,15,20,16,4,-102.0
current,p80_ask90_sec0_baseline,16,6,4,2,-113.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,1,20,9,11,-472.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,2,20,14,6,-227.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,3,20,13,7,-349.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,4,20,16,4,-3.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,5,20,13,7,-319.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,6,20,13,7,-260.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,7,20,14,6,-247.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,8,20,14,6,-208.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,9,20,15,5,-101.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,10,20,17,3,43.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,11,20,14,6,-230.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,12,20,13,7,-202.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,13,20,14,6,-94.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,14,20,14,6,-138.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,15,20,11,9,-444.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age180,16,6,4,2,-113.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,1,20,8,12,-541.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,2,20,11,9,-435.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,3,20,12,8,-349.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,4,20,13,7,-216.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,5,20,11,9,-399.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,6,20,11,9,-394.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,7,20,15,5,-54.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,8,20,12,8,-221.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,9,20,9,11,-522.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,10,20,13,7,-231.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,11,20,10,10,-500.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,12,20,9,11,-411.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,13,20,13,7,-165.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,14,20,11,9,-340.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,15,20,10,10,-437.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,16,6,3,3,-123.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,1,20,7,13,-603.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,2,20,11,9,-372.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,3,20,12,8,-288.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,4,20,12,8,-233.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,5,20,8,12,-599.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,6,20,10,10,-466.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,7,20,14,6,-124.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,8,20,13,7,-86.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,9,20,9,11,-522.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,10,20,13,7,-166.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,11,20,8,12,-640.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,12,20,9,11,-411.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,13,20,13,7,-165.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,14,20,8,12,-548.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,15,20,9,11,-447.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,16,6,3,3,-123.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,1,20,7,13,-603.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,2,20,11,9,-372.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,3,20,12,8,-288.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,4,20,12,8,-233.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,5,20,8,12,-599.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,6,20,10,10,-466.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,7,20,14,6,-124.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,8,20,13,7,-86.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,9,20,9,11,-522.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,10,20,13,7,-166.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,11,20,8,12,-640.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,12,20,9,11,-411.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,13,20,13,7,-165.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,14,20,8,12,-548.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,15,20,9,11,-447.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,16,6,3,3,-123.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,1,20,9,11,-483.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,2,20,15,5,-108.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,3,20,13,7,-349.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,4,20,16,4,-3.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,5,20,11,9,-470.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,6,20,13,7,-260.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,7,20,14,6,-247.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,8,20,12,8,-360.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,9,20,15,5,-101.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,10,20,17,3,43.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,11,20,14,6,-230.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,12,20,12,8,-276.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,13,20,14,6,-101.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,14,20,13,7,-216.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,15,20,11,9,-444.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,16,6,4,2,-62.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,1,20,8,12,-560.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,2,20,12,8,-316.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,3,20,12,8,-349.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,4,20,14,6,-93.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,5,20,9,11,-555.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,6,20,11,9,-394.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,7,20,15,5,-54.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,8,20,12,8,-227.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,9,20,9,11,-525.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,10,20,14,6,-107.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,11,20,10,10,-500.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,12,20,8,12,-486.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,13,20,13,7,-172.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,14,20,10,10,-418.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,15,20,11,9,-314.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,16,6,4,2,-9.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,1,20,7,13,-622.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,2,20,11,9,-388.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,3,20,12,8,-288.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,4,20,12,8,-236.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,5,20,7,13,-686.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,6,20,10,10,-473.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,7,20,13,7,-201.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,8,20,12,8,-167.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,9,20,9,11,-525.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,10,20,13,7,-171.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,11,20,8,12,-641.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,12,20,8,12,-486.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,13,20,13,7,-172.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,14,20,8,12,-559.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,15,20,9,11,-453.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,16,6,4,2,-9.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,1,20,7,13,-622.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,2,20,11,9,-388.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,3,20,12,8,-288.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,4,20,12,8,-236.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,5,20,7,13,-686.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,6,20,10,10,-473.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,7,20,13,7,-201.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,8,20,12,8,-167.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,9,20,9,11,-525.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,10,20,13,7,-171.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,11,20,8,12,-641.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,12,20,8,12,-486.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,13,20,13,7,-172.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,14,20,8,12,-559.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,15,20,9,11,-453.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,16,6,4,2,-9.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,1,20,8,12,-571.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,2,20,15,5,-115.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,3,20,13,7,-349.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,4,20,16,4,-3.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,5,20,11,9,-479.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,6,20,13,7,-260.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,7,20,14,6,-247.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,8,20,12,8,-360.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,9,20,15,5,-101.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,10,20,18,2,162.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,11,20,14,6,-230.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,12,20,12,8,-276.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,13,20,14,6,-101.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,14,20,13,7,-216.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,15,20,11,9,-444.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,16,6,4,2,-62.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,1,20,8,12,-571.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,2,20,12,8,-323.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,3,20,12,8,-349.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,4,20,14,6,-93.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,5,20,9,11,-564.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,6,20,11,9,-394.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,7,20,15,5,-54.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,8,20,12,8,-227.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,9,20,9,11,-525.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,10,20,14,6,-112.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,11,20,10,10,-500.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,12,20,8,12,-486.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,13,20,13,7,-172.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,14,20,10,10,-418.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,15,20,11,9,-314.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,16,6,4,2,-12.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,1,20,7,13,-633.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,2,20,11,9,-395.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,3,20,12,8,-288.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,4,20,12,8,-236.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,5,20,7,13,-695.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,6,20,10,10,-478.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,7,20,13,7,-201.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,8,20,12,8,-180.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,9,20,9,11,-525.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,10,20,13,7,-176.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,11,20,8,12,-641.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,12,20,8,12,-486.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,13,20,13,7,-172.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,14,20,8,12,-559.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,15,20,9,11,-453.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,16,6,4,2,-12.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,1,20,7,13,-633.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,2,20,11,9,-395.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,3,20,12,8,-288.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,4,20,12,8,-236.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,5,20,7,13,-695.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,6,20,10,10,-478.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,7,20,13,7,-201.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,8,20,12,8,-180.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,9,20,9,11,-525.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,10,20,13,7,-176.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,11,20,8,12,-641.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,12,20,8,12,-486.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,13,20,13,7,-172.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,14,20,8,12,-559.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,15,20,9,11,-453.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,16,6,4,2,-12.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask55_age180,1,20,9,11,-472.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask55_age180,2,20,14,6,-227.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask55_age180,3,20,13,7,-349.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask55_age180,4,20,16,4,-3.0
current,p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask55_age180,5,20,13,7,-319.0
