stage1,fallback,target_pass,less_degenerate_pass,stage1_markets,fallback_markets,min_test_accuracy,min_test_coverage,all_markets,all_wins,all_losses,all_base_markets,all_accuracy,all_coverage,all_wilson_low,all_median_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_gross_pnl_cents,all_stake_cents,all_gross_roi,train_markets,train_wins,train_losses,train_base_markets,train_accuracy,train_coverage,train_wilson_low,train_median_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_gross_pnl_cents,train_stake_cents,train_gross_roi,validation_markets,validation_wins,validation_losses,validation_base_markets,validation_accuracy,validation_coverage,validation_wilson_low,validation_median_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_gross_pnl_cents,validation_stake_cents,validation_gross_roi,holdout_markets,holdout_wins,holdout_losses,holdout_base_markets,holdout_accuracy,holdout_coverage,holdout_wilson_low,holdout_median_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_gross_pnl_cents,holdout_stake_cents,holdout_gross_roi
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,True,False,8,138,0.9666666666666667,0.84375,146,143,3,156,0.9794520547945206,0.9358974358974359,0.9413322297150013,96.0,97.0,138,0,219.07999999999998,291.0,14009.0,0.0207723606253123,89,87,2,93,0.9775280898876404,0.956989247311828,0.9217221314006668,96.0,97.0,85,0,229.261,158.0,8542.0,0.018496839147740574,30,29,1,31,0.9666666666666667,0.967741935483871,0.8332924860304112,96.0,97.0,27,0,187.34550000000002,24.0,2876.0,0.008344923504867872,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,97.0,26,0,179.006,109.0,2591.0,0.04206869934388267
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,True,False,8,138,0.9666666666666667,0.84375,146,143,3,156,0.9794520547945206,0.9358974358974359,0.9413322297150013,96.0,97.0,138,0,219.07999999999998,291.0,14009.0,0.0207723606253123,89,87,2,93,0.9775280898876404,0.956989247311828,0.9217221314006668,96.0,97.0,85,0,229.261,158.0,8542.0,0.018496839147740574,30,29,1,31,0.9666666666666667,0.967741935483871,0.8332924860304112,96.0,97.0,27,0,187.34550000000002,24.0,2876.0,0.008344923504867872,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,97.0,26,0,179.006,109.0,2591.0,0.04206869934388267
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,True,False,8,138,0.9666666666666667,0.84375,146,143,3,156,0.9794520547945206,0.9358974358974359,0.9413322297150013,96.0,97.0,138,0,219.07999999999998,291.0,14009.0,0.0207723606253123,89,87,2,93,0.9775280898876404,0.956989247311828,0.9217221314006668,96.0,97.0,85,0,229.261,158.0,8542.0,0.018496839147740574,30,29,1,31,0.9666666666666667,0.967741935483871,0.8332924860304112,96.0,97.0,27,0,187.34550000000002,24.0,2876.0,0.008344923504867872,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,97.0,26,0,179.006,109.0,2591.0,0.04206869934388267
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,True,False,8,138,0.9666666666666667,0.84375,146,143,3,156,0.9794520547945206,0.9358974358974359,0.9413322297150013,96.0,97.0,138,0,219.07999999999998,291.0,14009.0,0.0207723606253123,89,87,2,93,0.9775280898876404,0.956989247311828,0.9217221314006668,96.0,97.0,85,0,229.261,158.0,8542.0,0.018496839147740574,30,29,1,31,0.9666666666666667,0.967741935483871,0.8332924860304112,96.0,97.0,27,0,187.34550000000002,24.0,2876.0,0.008344923504867872,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,97.0,26,0,179.006,109.0,2591.0,0.04206869934388267
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0; sec<=300,True,False,25,119,0.9655172413793104,0.90625,144,142,2,156,0.9861111111111112,0.9230769230769231,0.9507765031823722,97.0,99.0,101,20,234.9135,394.0,13806.0,0.028538316673909894,86,85,1,93,0.9883720930232558,0.9247311827956989,0.9370344119330343,97.0,99.0,65,15,235.548,215.0,8285.0,0.02595051297525649,29,29,0,31,1.0,0.9354838709677419,0.8830264055344442,96.0,97.0,19,3,230.38,143.0,2757.0,0.05186797243380486,29,28,1,32,0.9655172413793104,0.90625,0.8282410893529977,96.0,99.0,17,2,235.977,36.0,2764.0,0.013024602026049204
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0; sec<=300,True,False,24,120,0.9655172413793104,0.90625,144,142,2,156,0.9861111111111112,0.9230769230769231,0.9507765031823722,97.0,99.0,102,20,234.9135,386.0,13814.0,0.027942666859707543,86,85,1,93,0.9883720930232558,0.9247311827956989,0.9370344119330343,97.0,99.0,66,15,235.548,207.0,8293.0,0.02496081032195828,29,29,0,31,1.0,0.9354838709677419,0.8830264055344442,96.0,97.0,19,3,230.38,143.0,2757.0,0.05186797243380486,29,28,1,32,0.9655172413793104,0.90625,0.8282410893529977,96.0,99.0,17,2,235.977,36.0,2764.0,0.013024602026049204
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0; sec<=300,True,False,22,122,0.9655172413793104,0.90625,144,142,2,156,0.9861111111111112,0.9230769230769231,0.9507765031823722,97.0,99.0,104,20,234.9135,370.0,13830.0,0.02675343456254519,86,85,1,93,0.9883720930232558,0.9247311827956989,0.9370344119330343,97.0,99.0,67,15,235.548,200.0,8300.0,0.024096385542168676,29,29,0,31,1.0,0.9354838709677419,0.8830264055344442,96.0,98.0,20,3,230.38,134.0,2766.0,0.04844540853217643,29,28,1,32,0.9655172413793104,0.90625,0.8282410893529977,96.0,99.0,17,2,235.977,36.0,2764.0,0.013024602026049204
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0; sec<=300,True,False,22,122,0.9655172413793104,0.90625,144,142,2,156,0.9861111111111112,0.9230769230769231,0.9507765031823722,97.0,99.0,104,20,234.9135,370.0,13830.0,0.02675343456254519,86,85,1,93,0.9883720930232558,0.9247311827956989,0.9370344119330343,97.0,99.0,67,15,235.548,200.0,8300.0,0.024096385542168676,29,29,0,31,1.0,0.9354838709677419,0.8830264055344442,96.0,98.0,20,3,230.38,134.0,2766.0,0.04844540853217643,29,28,1,32,0.9655172413793104,0.90625,0.8282410893529977,96.0,99.0,17,2,235.977,36.0,2764.0,0.013024602026049204
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0; sec<=300,True,False,72,71,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,95.0,98.0,85,17,237.705,329.0,13671.0,0.024065540194572452,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,95.5,98.0,54,13,269.07849999999996,157.0,8243.0,0.01904646366614097,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.5,98.25,17,2,236.6155,112.0,2688.0,0.041666666666666664
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0; sec<=300,True,False,72,71,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,95.0,98.0,85,17,237.705,329.0,13671.0,0.024065540194572452,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,95.5,98.0,54,13,269.07849999999996,157.0,8243.0,0.01904646366614097,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.5,98.25,17,2,236.6155,112.0,2688.0,0.041666666666666664
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0; sec<=300,True,False,70,73,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,95.0,98.0,85,17,237.705,329.0,13671.0,0.024065540194572452,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,95.5,98.0,54,13,269.07849999999996,157.0,8243.0,0.01904646366614097,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.5,98.25,17,2,236.6155,112.0,2688.0,0.041666666666666664
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0; sec<=300,True,False,70,73,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,95.0,98.0,85,17,237.705,329.0,13671.0,0.024065540194572452,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,95.5,98.0,54,13,269.07849999999996,157.0,8243.0,0.01904646366614097,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.5,98.25,17,2,236.6155,112.0,2688.0,0.041666666666666664
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,22,121,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,81,13,285.129,428.0,13572.0,0.03153551429413498,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,52,9,288.71799999999996,210.0,8190.0,0.02564102564102564,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,273.847,68.0,2732.0,0.024890190336749635,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,15,2,238.27100000000002,150.0,2650.0,0.05660377358490566
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,22,121,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,81,13,285.129,428.0,13572.0,0.03153551429413498,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,52,9,288.71799999999996,210.0,8190.0,0.02564102564102564,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,273.847,68.0,2732.0,0.024890190336749635,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,15,2,238.27100000000002,150.0,2650.0,0.05660377358490566
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,21,122,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,82,13,285.129,421.0,13579.0,0.031003755799396127,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,53,9,288.71799999999996,203.0,8197.0,0.024765157984628524,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,273.847,68.0,2732.0,0.024890190336749635,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,15,2,238.27100000000002,150.0,2650.0,0.05660377358490566
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,21,122,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,82,13,285.129,421.0,13579.0,0.031003755799396127,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,53,9,288.71799999999996,203.0,8197.0,0.024765157984628524,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,273.847,68.0,2732.0,0.024890190336749635,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,15,2,238.27100000000002,150.0,2650.0,0.05660377358490566
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,4,139,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,87,14,237.705,333.0,13667.0,0.024365259383917464,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,56,10,269.87699999999995,159.0,8241.0,0.019293775027302514,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,17,2,236.6155,114.0,2686.0,0.04244229337304542
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,4,139,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,87,14,237.705,333.0,13667.0,0.024365259383917464,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,56,10,269.87699999999995,159.0,8241.0,0.019293775027302514,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,17,2,236.6155,114.0,2686.0,0.04244229337304542
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,4,139,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,87,14,237.705,333.0,13667.0,0.024365259383917464,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,56,10,269.87699999999995,159.0,8241.0,0.019293775027302514,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,17,2,236.6155,114.0,2686.0,0.04244229337304542
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,4,139,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,87,14,237.705,333.0,13667.0,0.024365259383917464,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,56,10,269.87699999999995,159.0,8241.0,0.019293775027302514,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,17,2,236.6155,114.0,2686.0,0.04244229337304542
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,66,77,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,87,14,237.705,333.0,13667.0,0.024365259383917464,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,56,10,269.87699999999995,159.0,8241.0,0.019293775027302514,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,17,2,236.6155,114.0,2686.0,0.04244229337304542
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,66,77,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,87,14,237.705,333.0,13667.0,0.024365259383917464,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,56,10,269.87699999999995,159.0,8241.0,0.019293775027302514,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,17,2,236.6155,114.0,2686.0,0.04244229337304542
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,64,79,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,87,14,237.705,333.0,13667.0,0.024365259383917464,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,56,10,269.87699999999995,159.0,8241.0,0.019293775027302514,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,17,2,236.6155,114.0,2686.0,0.04244229337304542
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,64,79,0.9655172413793104,0.875,143,140,3,156,0.9790209790209791,0.9166666666666666,0.9401380081785268,96.0,98.0,87,14,237.705,333.0,13667.0,0.024365259383917464,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,98.0,56,10,269.87699999999995,159.0,8241.0,0.019293775027302514,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,60.0,2740.0,0.021897810218978103,28,28,0,32,1.0,0.875,0.8793527963418923,96.0,98.0,17,2,236.6155,114.0,2686.0,0.04244229337304542
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,19,125,0.9655172413793104,0.90625,144,139,5,156,0.9652777777777778,0.9230769230769231,0.9212959944486863,95.0,98.0,79,13,255.0905,222.0,13678.0,0.016230443047229128,86,83,3,93,0.9651162790697675,0.9247311827956989,0.9023896734174551,96.0,98.0,52,9,288.71799999999996,102.0,8198.0,0.012442059038789949,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,96.0,13,2,233.037,72.0,2728.0,0.026392961876832845,29,28,1,32,0.9655172413793104,0.90625,0.8282410893529977,94.0,98.0,14,2,237.43,48.0,2752.0,0.01744186046511628
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,18,126,0.9655172413793104,0.90625,144,139,5,156,0.9652777777777778,0.9230769230769231,0.9212959944486863,95.0,98.0,80,13,255.0905,214.0,13686.0,0.01563641677626772,86,83,3,93,0.9651162790697675,0.9247311827956989,0.9023896734174551,96.0,98.0,53,9,288.71799999999996,94.0,8206.0,0.011455032902754082,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,96.0,13,2,233.037,72.0,2728.0,0.026392961876832845,29,28,1,32,0.9655172413793104,0.90625,0.8282410893529977,94.0,98.0,14,2,237.43,48.0,2752.0,0.01744186046511628
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,17,127,0.9655172413793104,0.90625,144,139,5,156,0.9652777777777778,0.9230769230769231,0.9212959944486863,95.0,98.0,81,13,255.0905,205.0,13695.0,0.014968966776195691,86,83,3,93,0.9651162790697675,0.9247311827956989,0.9023896734174551,96.0,98.0,53,9,288.71799999999996,94.0,8206.0,0.011455032902754082,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,63.0,2737.0,0.023017902813299233,29,28,1,32,0.9655172413793104,0.90625,0.8282410893529977,94.0,98.0,14,2,237.43,48.0,2752.0,0.01744186046511628
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec>=0,True,False,17,127,0.9655172413793104,0.90625,144,139,5,156,0.9652777777777778,0.9230769230769231,0.9212959944486863,95.0,98.0,81,13,255.0905,205.0,13695.0,0.014968966776195691,86,83,3,93,0.9651162790697675,0.9247311827956989,0.9023896734174551,96.0,98.0,53,9,288.71799999999996,94.0,8206.0,0.011455032902754082,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,94.0,97.0,14,2,233.037,63.0,2737.0,0.023017902813299233,29,28,1,32,0.9655172413793104,0.90625,0.8282410893529977,94.0,98.0,14,2,237.43,48.0,2752.0,0.01744186046511628
