stage1,fallback,target_pass,less_degenerate_pass,stage1_markets,fallback_markets,min_test_accuracy,min_test_coverage,all_markets,all_wins,all_losses,all_base_markets,all_accuracy,all_coverage,all_wilson_low,all_median_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_gross_pnl_cents,all_stake_cents,all_gross_roi,train_markets,train_wins,train_losses,train_base_markets,train_accuracy,train_coverage,train_wilson_low,train_median_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_gross_pnl_cents,train_stake_cents,train_gross_roi,validation_markets,validation_wins,validation_losses,validation_base_markets,validation_accuracy,validation_coverage,validation_wilson_low,validation_median_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_gross_pnl_cents,validation_stake_cents,validation_gross_roi,holdout_markets,holdout_wins,holdout_losses,holdout_base_markets,holdout_accuracy,holdout_coverage,holdout_wilson_low,holdout_median_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_gross_pnl_cents,holdout_stake_cents,holdout_gross_roi
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,False,False,117,32,0.8620689655172413,0.90625,149,131,18,156,0.8791946308724832,0.9551282051282052,0.8171241452018014,86.0,90.0,32,0,442.679,81.0,13019.0,0.006221676011982487,89,79,10,93,0.8876404494382022,0.956989247311828,0.8053880872134395,86.0,90.0,19,0,467.37,130.0,7770.0,0.01673101673101673,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,87.0,93.0,8,0,406.821,-26.0,2726.0,-0.009537784299339692,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,5,0,468.639,-23.0,2523.0,-0.009116131589377725
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,False,False,114,35,0.8620689655172413,0.90625,149,131,18,156,0.8791946308724832,0.9551282051282052,0.8171241452018014,86.0,90.0,35,0,442.679,46.0,13054.0,0.0035238241152137275,89,79,10,93,0.8876404494382022,0.956989247311828,0.8053880872134395,86.0,90.0,21,0,467.37,111.0,7789.0,0.014250866606753114,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,88.0,96.0,9,0,406.821,-42.0,2742.0,-0.015317286652078774,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,5,0,468.639,-23.0,2523.0,-0.009116131589377725
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,False,False,114,35,0.8620689655172413,0.90625,149,131,18,156,0.8791946308724832,0.9551282051282052,0.8171241452018014,86.0,90.0,35,0,442.679,46.0,13054.0,0.0035238241152137275,89,79,10,93,0.8876404494382022,0.956989247311828,0.8053880872134395,86.0,90.0,21,0,467.37,111.0,7789.0,0.014250866606753114,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,88.0,96.0,9,0,406.821,-42.0,2742.0,-0.015317286652078774,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,5,0,468.639,-23.0,2523.0,-0.009116131589377725
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,False,False,132,17,0.8620689655172413,0.90625,149,131,18,156,0.8791946308724832,0.9551282051282052,0.8171241452018014,87.0,91.0,20,0,453.111,86.0,13014.0,0.006608268019056401,89,79,10,93,0.8876404494382022,0.956989247311828,0.8053880872134395,86.0,91.0,12,0,474.419,140.0,7760.0,0.01804123711340206,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,92.5,6,0,406.821,-35.0,2735.0,-0.012797074954296161,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,2,0,468.639,-19.0,2519.0,-0.007542675664946407
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,False,False,132,17,0.8620689655172413,0.90625,149,131,18,156,0.8791946308724832,0.9551282051282052,0.8171241452018014,87.0,91.0,20,0,453.111,86.0,13014.0,0.006608268019056401,89,79,10,93,0.8876404494382022,0.956989247311828,0.8053880872134395,86.0,91.0,12,0,474.419,140.0,7760.0,0.01804123711340206,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,92.5,6,0,406.821,-35.0,2735.0,-0.012797074954296161,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,2,0,468.639,-19.0,2519.0,-0.007542675664946407
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,120,15,0.8620689655172413,0.8125,135,119,16,156,0.8814814814814815,0.8653846153846154,0.8161354338998882,88.0,93.0,19,0,438.8,-67.0,11967.0,-0.005598729840394418,80,71,9,93,0.8875,0.8602150537634409,0.7998158913432244,88.0,93.0,12,0,473.071,-5.0,7105.0,-0.0007037297677691766,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,93.0,5,0,406.821,-75.0,2575.0,-0.02912621359223301,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.5,91.75,2,0,497.17150000000004,13.0,2287.0,0.005684302579798863
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,120,15,0.8620689655172413,0.8125,135,119,16,156,0.8814814814814815,0.8653846153846154,0.8161354338998882,88.0,93.0,19,0,438.8,-67.0,11967.0,-0.005598729840394418,80,71,9,93,0.8875,0.8602150537634409,0.7998158913432244,88.0,93.0,12,0,473.071,-5.0,7105.0,-0.0007037297677691766,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,93.0,5,0,406.821,-75.0,2575.0,-0.02912621359223301,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.5,91.75,2,0,497.17150000000004,13.0,2287.0,0.005684302579798863
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,94,41,0.8620689655172413,0.8125,135,119,16,156,0.8814814814814815,0.8653846153846154,0.8161354338998882,88.0,93.5,27,0,428.928,-79.0,11979.0,-0.0065948743634694044,80,71,9,93,0.8875,0.8602150537634409,0.7998158913432244,88.0,93.25,17,0,452.881,-15.0,7115.0,-0.0021082220660576245,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,92.0,6,0,362.944,-71.0,2571.0,-0.027615713730066122,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.5,93.0,4,0,497.17150000000004,7.0,2293.0,0.0030527692978630614
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,94,41,0.8620689655172413,0.8125,135,119,16,156,0.8814814814814815,0.8653846153846154,0.8161354338998882,88.0,93.5,27,0,428.928,-79.0,11979.0,-0.0065948743634694044,80,71,9,93,0.8875,0.8602150537634409,0.7998158913432244,88.0,93.25,17,0,452.881,-15.0,7115.0,-0.0021082220660576245,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,92.0,6,0,362.944,-71.0,2571.0,-0.027615713730066122,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.5,93.0,4,0,497.17150000000004,7.0,2293.0,0.0030527692978630614
economical; choose=book_p_side; book_p_side>=0.85; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,120,15,0.8620689655172413,0.84375,135,119,16,156,0.8814814814814815,0.8653846153846154,0.8161354338998882,88.0,89.5,15,0,424.439,-91.0,11991.0,-0.007589025102159953,79,70,9,93,0.8860759493670886,0.8494623655913979,0.7974501267503696,88.0,90.0,10,0,440.103,-34.0,7034.0,-0.004833665055444982,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,88.0,89.0,4,0,347.935,-77.0,2577.0,-0.029879705083430345,27,24,3,32,0.8888888888888888,0.84375,0.7194181745602704,88.0,89.0,1,0,423.576,20.0,2380.0,0.008403361344537815
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,136,12,0.8620689655172413,0.90625,148,130,18,156,0.8783783783783784,0.9487179487179487,0.8159429096968294,86.5,91.0,19,0,451.3165,90.0,12910.0,0.006971340046475601,88,78,10,93,0.8863636363636364,0.946236559139785,0.8033125457954654,86.0,90.25,11,0,471.86,140.0,7660.0,0.018276762402088774,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,92.5,6,0,406.821,-31.0,2731.0,-0.011351153423654338,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,2,0,468.639,-19.0,2519.0,-0.007542675664946407
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,136,12,0.8620689655172413,0.90625,148,130,18,156,0.8783783783783784,0.9487179487179487,0.8159429096968294,86.5,91.0,19,0,451.3165,90.0,12910.0,0.006971340046475601,88,78,10,93,0.8863636363636364,0.946236559139785,0.8033125457954654,86.0,90.25,11,0,471.86,140.0,7660.0,0.018276762402088774,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,92.5,6,0,406.821,-31.0,2731.0,-0.011351153423654338,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,2,0,468.639,-19.0,2519.0,-0.007542675664946407
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,130,4,0.8620689655172413,0.8125,134,118,16,156,0.8805970149253731,0.8589743589743589,0.8148274794154238,88.0,92.75,14,0,453.71950000000004,-32.0,11832.0,-0.002704530087897228,79,70,9,93,0.8860759493670886,0.8494623655913979,0.7974501267503696,88.0,93.0,8,0,474.419,10.0,6990.0,0.001430615164520744,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,91.0,4,0,406.821,-58.0,2558.0,-0.022673964034401875,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.5,91.75,2,0,497.17150000000004,16.0,2284.0,0.0070052539404553416
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,130,4,0.8620689655172413,0.8125,134,118,16,156,0.8805970149253731,0.8589743589743589,0.8148274794154238,88.0,92.75,14,0,453.71950000000004,-32.0,11832.0,-0.002704530087897228,79,70,9,93,0.8860759493670886,0.8494623655913979,0.7974501267503696,88.0,93.0,8,0,474.419,10.0,6990.0,0.001430615164520744,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,91.0,4,0,406.821,-58.0,2558.0,-0.022673964034401875,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.5,91.75,2,0,497.17150000000004,16.0,2284.0,0.0070052539404553416
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,121,13,0.8620689655172413,0.8125,134,118,16,156,0.8805970149253731,0.8589743589743589,0.8148274794154238,88.0,93.0,18,0,448.7835,-68.0,11868.0,-0.005729693292888439,79,70,9,93,0.8860759493670886,0.8494623655913979,0.7974501267503696,88.0,93.0,11,0,474.419,-6.0,7006.0,-0.0008564087924636027,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,93.0,5,0,406.821,-75.0,2575.0,-0.02912621359223301,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.5,91.75,2,0,497.17150000000004,13.0,2287.0,0.005684302579798863
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,121,13,0.8620689655172413,0.8125,134,118,16,156,0.8805970149253731,0.8589743589743589,0.8148274794154238,88.0,93.0,18,0,448.7835,-68.0,11868.0,-0.005729693292888439,79,70,9,93,0.8860759493670886,0.8494623655913979,0.7974501267503696,88.0,93.0,11,0,474.419,-6.0,7006.0,-0.0008564087924636027,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,93.0,5,0,406.821,-75.0,2575.0,-0.02912621359223301,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.5,91.75,2,0,497.17150000000004,13.0,2287.0,0.005684302579798863
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,120,27,0.8620689655172413,0.90625,147,129,18,156,0.8775510204081632,0.9423076923076923,0.814746339735299,86.0,90.0,27,0,422.333,93.0,12807.0,0.007261653783087374,88,78,10,93,0.8863636363636364,0.946236559139785,0.8033125457954654,86.0,90.0,16,0,443.9365,132.0,7668.0,0.017214397496087636,30,26,4,31,0.8666666666666667,0.967741935483871,0.7031831605558306,86.0,90.0,6,0,364.8855,-16.0,2616.0,-0.0061162079510703364,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,5,0,468.639,-23.0,2523.0,-0.009116131589377725
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,120,27,0.8620689655172413,0.90625,147,129,18,156,0.8775510204081632,0.9423076923076923,0.814746339735299,86.0,90.0,27,0,422.333,93.0,12807.0,0.007261653783087374,88,78,10,93,0.8863636363636364,0.946236559139785,0.8033125457954654,86.0,90.0,16,0,443.9365,132.0,7668.0,0.017214397496087636,30,26,4,31,0.8666666666666667,0.967741935483871,0.7031831605558306,86.0,90.0,6,0,364.8855,-16.0,2616.0,-0.0061162079510703364,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,5,0,468.639,-23.0,2523.0,-0.009116131589377725
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,117,30,0.8620689655172413,0.90625,147,129,18,156,0.8775510204081632,0.9423076923076923,0.814746339735299,86.0,90.0,30,0,422.333,58.0,12842.0,0.004516430462544775,88,78,10,93,0.8863636363636364,0.946236559139785,0.8033125457954654,86.0,90.0,18,0,443.9365,113.0,7687.0,0.01470014309873813,30,26,4,31,0.8666666666666667,0.967741935483871,0.7031831605558306,87.0,90.0,7,0,364.8855,-32.0,2632.0,-0.0121580547112462,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,5,0,468.639,-23.0,2523.0,-0.009116131589377725
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,117,30,0.8620689655172413,0.90625,147,129,18,156,0.8775510204081632,0.9423076923076923,0.814746339735299,86.0,90.0,30,0,422.333,58.0,12842.0,0.004516430462544775,88,78,10,93,0.8863636363636364,0.946236559139785,0.8033125457954654,86.0,90.0,18,0,443.9365,113.0,7687.0,0.01470014309873813,30,26,4,31,0.8666666666666667,0.967741935483871,0.7031831605558306,87.0,90.0,7,0,364.8855,-32.0,2632.0,-0.0121580547112462,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,5,0,468.639,-23.0,2523.0,-0.009116131589377725
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,130,3,0.8620689655172413,0.8125,133,117,16,156,0.8796992481203008,0.8525641025641025,0.8135008139149994,88.0,92.0,13,0,468.639,-35.0,11735.0,-0.002982530890498509,78,69,9,93,0.8846153846153846,0.8387096774193549,0.7950279031382532,88.0,93.0,7,0,475.0765,7.0,6893.0,0.0010155229943420861,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,91.0,4,0,406.821,-58.0,2558.0,-0.022673964034401875,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.5,91.75,2,0,497.17150000000004,16.0,2284.0,0.0070052539404553416
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,130,3,0.8620689655172413,0.8125,133,117,16,156,0.8796992481203008,0.8525641025641025,0.8135008139149994,88.0,92.0,13,0,468.639,-35.0,11735.0,-0.002982530890498509,78,69,9,93,0.8846153846153846,0.8387096774193549,0.7950279031382532,88.0,93.0,7,0,475.0765,7.0,6893.0,0.0010155229943420861,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,91.0,4,0,406.821,-58.0,2558.0,-0.022673964034401875,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.5,91.75,2,0,497.17150000000004,16.0,2284.0,0.0070052539404553416
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,103,27,0.8620689655172413,0.8125,130,114,16,156,0.8769230769230769,0.8333333333333334,0.8094044561878863,87.0,90.0,22,0,415.819,-46.0,11446.0,-0.004018871221387384,75,66,9,93,0.88,0.8064516129032258,0.7874015748031495,88.0,90.0,13,0,422.333,-16.0,6616.0,-0.0024183796856106408,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,87.0,90.0,5,0,351.8,-43.0,2543.0,-0.016909162406606372,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.0,90.0,4,0,496.502,13.0,2287.0,0.005684302579798863
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,103,27,0.8620689655172413,0.8125,130,114,16,156,0.8769230769230769,0.8333333333333334,0.8094044561878863,87.0,90.0,22,0,415.819,-46.0,11446.0,-0.004018871221387384,75,66,9,93,0.88,0.8064516129032258,0.7874015748031495,88.0,90.0,13,0,422.333,-16.0,6616.0,-0.0024183796856106408,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,87.0,90.0,5,0,351.8,-43.0,2543.0,-0.016909162406606372,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,87.0,90.0,4,0,496.502,13.0,2287.0,0.005684302579798863
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,102,23,0.8620689655172413,0.78125,125,109,16,156,0.872,0.8012820512820513,0.8021628958094078,87.0,90.0,23,0,467.37,-83.0,10983.0,-0.007557133752162433,71,62,9,93,0.8732394366197183,0.7634408602150538,0.7763068112503156,87.0,90.0,12,0,475.734,-39.0,6239.0,-0.006251001763103062,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,87.0,90.0,6,0,362.944,-51.0,2551.0,-0.0199921599372795,25,22,3,32,0.88,0.78125,0.7004380781662651,87.0,90.0,5,0,524.365,7.0,2193.0,0.0031919744642042863
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,102,23,0.8620689655172413,0.78125,125,109,16,156,0.872,0.8012820512820513,0.8021628958094078,87.0,90.0,23,0,467.37,-83.0,10983.0,-0.007557133752162433,71,62,9,93,0.8732394366197183,0.7634408602150538,0.7763068112503156,87.0,90.0,12,0,475.734,-39.0,6239.0,-0.006251001763103062,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,87.0,90.0,6,0,362.944,-51.0,2551.0,-0.0199921599372795,25,22,3,32,0.88,0.78125,0.7004380781662651,87.0,90.0,5,0,524.365,7.0,2193.0,0.0031919744642042863
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,87,39,0.8571428571428571,0.8125,126,114,12,156,0.9047619047619048,0.8076923076923077,0.8408936424953802,90.0,94.75,32,0,377.6685,29.0,11371.0,0.0025503473749010643,72,67,5,93,0.9305555555555556,0.7741935483870968,0.847518240672898,90.0,96.0,22,0,348.549,175.0,6525.0,0.02681992337164751,28,24,4,31,0.8571428571428571,0.9032258064516129,0.6850982695512267,89.5,93.25,6,0,346.975,-127.0,2527.0,-0.050257222002374355,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,88.5,90.0,4,0,431.7405,-19.0,2319.0,-0.008193186718413108
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,87,39,0.8571428571428571,0.8125,126,114,12,156,0.9047619047619048,0.8076923076923077,0.8408936424953802,90.0,94.75,32,0,377.6685,29.0,11371.0,0.0025503473749010643,72,67,5,93,0.9305555555555556,0.7741935483870968,0.847518240672898,90.0,96.0,22,0,348.549,175.0,6525.0,0.02681992337164751,28,24,4,31,0.8571428571428571,0.9032258064516129,0.6850982695512267,89.5,93.25,6,0,346.975,-127.0,2527.0,-0.050257222002374355,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,88.5,90.0,4,0,431.7405,-19.0,2319.0,-0.008193186718413108
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,92,26,0.8571428571428571,0.78125,118,106,12,156,0.8983050847457628,0.7564102564102564,0.8306284602477156,89.0,90.0,26,0,408.88,26.0,10574.0,0.0024588613580480423,65,60,5,93,0.9230769230769231,0.6989247311827957,0.8322385378144039,89.0,90.0,15,0,410.939,160.0,5840.0,0.0273972602739726,28,24,4,31,0.8571428571428571,0.9032258064516129,0.6850982695512267,89.0,90.0,6,0,346.975,-108.0,2508.0,-0.0430622009569378,25,22,3,32,0.88,0.78125,0.7004380781662651,88.0,90.0,5,0,439.905,-26.0,2226.0,-0.011680143755615454
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,92,26,0.8571428571428571,0.78125,118,106,12,156,0.8983050847457628,0.7564102564102564,0.8306284602477156,89.0,90.0,26,0,408.88,26.0,10574.0,0.0024588613580480423,65,60,5,93,0.9230769230769231,0.6989247311827957,0.8322385378144039,89.0,90.0,15,0,410.939,160.0,5840.0,0.0273972602739726,28,24,4,31,0.8571428571428571,0.9032258064516129,0.6850982695512267,89.0,90.0,6,0,346.975,-108.0,2508.0,-0.0430622009569378,25,22,3,32,0.88,0.78125,0.7004380781662651,88.0,90.0,5,0,439.905,-26.0,2226.0,-0.011680143755615454
